,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
616,No,Employed Full Time,2019-03-29,Yes,No,No
617,Yes,Not employed,,No,No,No
618,No,Not employed,,No,No,No
619,No,Employed Full Time,2019-03-01,Yes,No,No
620,No,Employed Part Time,2019-06-21,Yes,No,No
621,No,Not employed,,No,No,No
622,No,Employed Full Time,2019-02-08,Yes,No,No
623,No,Employed Full Time,2019-01-05,Yes,No,No
624,No,Not employed,,No,No,No
625,No,Not employed,,No,No,No
626,,Not employed,,,,
627,,Employed Part Time,2017-08-07,,,
628,,Employed Full Time,2019-04-17,,,
629,Yes,Not employed,,,Yes,No
630,,Employed Full Time,2019-09-05,,,
631,,Employed Full Time,2019-03-09,,,
632,,Employed Full Time,2019-03-05,,,
633,Yes,Not employed,,,Yes,No
634,,Employed Full Time,2019-09-27,,,
635,,Not employed,,,,
636,Yes,Employed Part Time,2019-07-03,,Yes,Yes
637,,Employed Full Time,2019-09-04,,,
638,,Not employed,,,,
639,,Not employed,,,,
640,,Not employed,,,,
641,,Employed Full Time,2019-07-22,,,
642,Yes,Not employed,,,Yes,No
643,Yes,Employed Full Time,2019-08-19,,Yes,No
644,Yes,Not employed,,,,
645,,Not employed,,,,
646,,Not employed,,,,
647,Yes,Not employed,,,Yes,No
648,Yes,Not employed,,,Yes,No
649,Yes,Employed Full Time,2019-08-06,,Yes,Yes
650,Yes,Not employed,,,Yes,No
651,,Not employed,,,,
652,Yes,Employed Full Time,2016-01-01,,Yes,Yes
653,,Employed Full Time,2019-06-01,,,
654,,Employed Full Time,2019-06-01,,,
655,Yes,Not employed,,,Yes,No
656,Yes,Employed Full Time,2019-09-09,,Yes,No
657,Yes,Not employed,,,Yes,No
658,Yes,Employed Full Time,2019-09-11,,Yes,Yes
659,Yes,Not employed,,,Yes,No
660,Yes,Employed Full Time,2019-09-11,,Yes,Yes
661,Yes,Not employed,,,Yes,No
662,Yes,Employed Full Time,2019-09-11,,Yes,Yes
663,Yes,Not employed,,,Yes,No
664,,Not employed,,,,
665,,Not employed,,,,
666,Yes,Not employed,,,Yes,No
667,Yes,Not employed,,,Yes,Yes
668,,Employed Full Time,2019-01-01,,,
669,,Employed Full Time,2019-01-01,,,
670,Yes,Employed Full Time,2014-01-20,,Yes,No
671,Yes,Not employed,,,Yes,No
672,Yes,Employed Full Time,2019-08-22,,Yes,No
673,Yes,Not employed,,,Yes,No
674,Yes,Not employed,,,Yes,Yes
675,,Employed Full Time,2013-01-01,,,
676,Yes,Not employed,,,Yes,No
677,Yes,Employed Full Time,2019-08-08,,Yes,No
678,Yes,Not employed,,,Yes,No
679,Yes,Employed Full Time,2019-08-12,,Yes,No
680,Yes,Not employed,,,Yes,No
681,Yes,Not employed,,,Yes,Yes
682,Yes,Not employed,,,Yes,No
683,Yes,Employed Full Time,2019-08-16,,Yes,No
684,Yes,Not employed,,,Yes,No
685,Yes,Employed Full Time,2019-09-30,,Yes,No
686,Yes,Not employed,,,Yes,No
687,,Not employed,,,,
688,Yes,Not employed,,,Yes,No
689,Yes,Not employed,,,Yes,No
690,Yes,Not employed,,,Yes,Yes
691,Yes,Not employed,,,Yes,No
692,Yes,Not employed,,,Yes,Yes
693,Yes,Not employed,,,Yes,No
694,Yes,Not employed,,,Yes,Yes
695,Yes,Not employed,,,Yes,No
696,Yes,Employed Full Time,2019-09-19,,Yes,Yes
697,Yes,Not employed,,,Yes,No
698,Yes,Employed Full Time,2019-09-30,,Yes,No
699,Yes,Not employed,,,Yes,No
700,Yes,Not employed,,,Yes,No
701,,Not employed,,,,
702,,Not employed,,,,
703,Yes,Employed Full Time,2018-02-12,,Yes,No
704,Yes,Not employed,,,Yes,No
705,Yes,Not employed,,,Yes,No
706,Yes,Employed Full Time,2019-09-03,,Yes,No
707,No,Not employed,,,No,No
708,Yes,Employed Full Time,2018-09-01,,Yes,Yes
709,,Not employed,,,,
710,,Not employed,,,,
711,Yes,Not employed,,,Yes,No
712,Yes,Not employed,,,Yes,No
713,Yes,Not employed,,,Yes,Yes
714,Yes,Not employed,,,Yes,No
715,Yes,Employed Full Time,2019-08-14,,Yes,Yes
716,Yes,Not employed,,,Yes,No
717,Yes,Employed Full Time,2019-09-18,,Yes,Yes
718,,Not employed,,,,
719,Yes,Employed Full Time,2019-08-14,,Yes,No
720,Yes,Not employed,,,Yes,No
721,Yes,Not employed,,,Yes,No
722,Yes,Employed Full Time,2019-09-23,,Yes,No
723,Yes,Not employed,,,Yes,No
724,Yes,Employed Full Time,2019-09-30,,Yes,No
725,Yes,Not employed,,,Yes,No
726,Yes,Not employed,,,,
727,Yes,Employed Full Time,2019-08-21,,,
728,Yes,Employed Full Time,2019-03-02,,No,No
729,Yes,Not employed,,,Yes,No
730,Yes,Not employed,,,Yes,Yes
731,Yes,Not employed,,,Yes,No
732,Yes,Not employed,,,Yes,No
733,Yes,Not employed,,,Yes,Yes
734,,Not employed,,,,
735,,Not employed,,,,
736,Yes,Not employed,,,Yes,No
737,Yes,Not employed,,,Yes,No
738,Yes,Not employed,,,Yes,Yes
739,Yes,Not employed,,,Yes,No
740,Yes,Employed Full Time,2019-09-16,,Yes,No
741,Yes,Not employed,,,Yes,No
742,Yes,Employed Full Time,2019-09-11,,Yes,Yes
743,Yes,Not employed,,,Yes,No
744,Yes,Employed Full Time,2019-07-29,,Yes,Yes
745,Yes,Not employed,,,Yes,No
746,Yes,Not employed,,,Yes,No
747,Yes,Not employed,,,Yes,No
748,Yes,Employed Full Time,2019-07-29,,Yes,Yes
749,Yes,Not employed,,,Yes,No
750,Yes,Employed Full Time,2019-09-11,,Yes,Yes
751,Yes,Employed Part Time,2019-07-04,,Yes,Yes
752,Yes,Not employed,,,Yes,No
753,Yes,Not employed,,,Yes,No
754,Yes,Not employed,,,Yes,No
755,Yes,Not employed,,,Yes,No
756,Yes,Employed Full Time,2019-08-12,,Yes,No
757,Yes,Not employed,,,Yes,No
758,Yes,Not employed,,,Yes,Yes
759,Yes,Not employed,,,Yes,No
760,Yes,Not employed,,,Yes,Yes
761,Yes,Not employed,,,Yes,No
762,Yes,Employed Full Time,2019-09-23,,Yes,No
763,Yes,Employed Full Time,2019-05-27,,Yes,No
764,Yes,Not employed,,,Yes,No
765,Yes,Employed Full Time,2019-08-08,,Yes,No
766,Yes,Not employed,,,Yes,No
767,Yes,Employed Full Time,2019-07-29,,Yes,No
768,Yes,Not employed,,,Yes,No
769,,Not employed,,,,
770,Yes,Not employed,,,Yes,No
771,Yes,Not employed,,,Yes,No
772,Yes,Employed Full Time,2019-09-30,,Yes,No
773,Yes,Not employed,,,Yes,No
774,Yes,Employed Full Time,2019-09-13,,Yes,No
775,Yes,Not employed,,,Yes,Yes
776,,Employed Part Time,2019-03-15,,,
777,,Employed Part Time,2019-03-15,,,
778,Yes,Not employed,,,Yes,No
779,Yes,Employed Full Time,2019-08-12,,Yes,No
780,Yes,Not employed,,,Yes,No
781,Yes,Not employed,,,Yes,No
782,Yes,Employed Full Time,2019-08-12,,Yes,No
783,Yes,Not employed,,,Yes,No
784,Yes,Not employed,,,Yes,Yes
785,Yes,Employed Part Time,2018-10-01,,Yes,No
786,Yes,Not employed,,,Yes,No
787,Yes,Not employed,,,Yes,No
788,Yes,Employed Part Time,2019-08-01,,Yes,No
789,Yes,Not employed,,,Yes,No
790,Yes,Not employed,,,Yes,No
791,Yes,Employed Full Time,2019-09-27,,Yes,Yes
792,Yes,Not employed,,,Yes,No
793,Yes,Not employed,,,Yes,No
794,Yes,Not employed,,,Yes,No
795,Yes,Not employed,,,Yes,No
796,Yes,Not employed,,,Yes,Yes
797,Yes,Not employed,,,Yes,No
798,Yes,Employed Full Time,2019-08-30,,Yes,No
799,Yes,Not employed,,,Yes,No
800,Yes,Employed Full Time,2019-07-17,,Yes,Yes
801,Yes,Not employed,,,Yes,No
802,Yes,Not employed,,,Yes,No
803,Yes,Employed Full Time,2019-09-11,,Yes,No
804,,Not employed,,,,
805,,Not employed,,,,
806,Yes,Not employed,,,Yes,No
807,Yes,Not employed,,,Yes,Yes
808,Yes,Not employed,,,Yes,No
809,Yes,Employed Full Time,2019-09-09,,Yes,Yes
810,Yes,Not employed,,,Yes,No
811,Yes,Employed Full Time,2019-09-09,,Yes,Yes
812,Yes,Not employed,,,Yes,No
813,Yes,Not employed,,,Yes,No
814,Yes,Not employed,,,Yes,No
815,Yes,Not employed,,,Yes,No
816,Yes,Employed Full Time,2019-09-11,,Yes,Yes
817,Yes,Employed Part Time,2019-01-01,,Yes,No
818,Yes,Not employed,,,Yes,No
819,Yes,Not employed,,,Yes,No
820,Yes,Not employed,,,Yes,No
821,Yes,Not employed,,,Yes,Yes
822,Yes,Not employed,,,Yes,No
823,Yes,Not employed,,,Yes,Yes
824,Yes,Not employed,,,Yes,No
825,Yes,Not employed,,,Yes,No
826,Yes,Employed Full Time,2019-07-28,,Yes,No
827,Yes,Employed Full Time,2019-08-10,,Yes,No
828,Yes,Employed Full Time,2016-11-21,,Yes,No
829,Yes,Employed Full Time,2018-09-01,,Yes,Yes
830,Yes,Not employed,,,Yes,No
831,Yes,Not employed,,,Yes,No
832,,Employed Full Time,2019-02-01,,,
833,,Employed Full Time,2019-02-01,,,
834,,Not employed,,,,
835,,Not employed,,,,
836,Yes,Not employed,,,Yes,No
837,Yes,Employed Full Time,2019-09-24,,Yes,Yes
838,Yes,Not employed,,,Yes,No
839,Yes,Employed Full Time,2019-09-11,,Yes,Yes
840,Yes,Not employed,,,Yes,No
841,Yes,Not employed,,,Yes,No
842,Yes,Not employed,,,,
843,Yes,Employed Full Time,2019-08-19,,,
844,Yes,Employed Full Time,2019-10-06,,,
845,Yes,Employed Full Time,2019-09-09,,,
846,Yes,Employed Part Time,2019-06-03,,,
847,Yes,Employed Part Time,2019-01-01,,,
848,Yes,Employed Part Time,2018-11-14,,,
849,Yes,Employed Part Time,2012-12-03,,,
850,Yes,Employed Part Time,2019-05-01,,,
851,Yes,Employed Part Time,2014-01-20,,,
852,Yes,Employed Part Time,2019-01-07,,,
853,Yes,Employed Part Time,2019-08-25,,,
854,Yes,Not employed,,,,
855,Yes,Not employed,,,,
856,Yes,Not employed,,,,
857,Yes,Not employed,,,,
858,Yes,Not employed,,,,
859,Yes,Not employed,,,,
860,Yes,Not employed,,,,
861,Yes,Not employed,,,,
862,Yes,Not employed,,,,
863,Yes,Not employed,,,,
864,Yes,Not employed,,,,
865,Yes,Not employed,,,,
866,Yes,Not employed,,,,
867,Yes,Not employed,,,,
868,Yes,Not employed,,,,
869,Yes,Not employed,,,,
870,Yes,Not employed,,,,
871,Yes,Not employed,,,,
872,Yes,Not employed,,,,
873,Yes,Not employed,,,,
874,Yes,Not employed,,,,
875,Yes,Not employed,,,,
876,Yes,Not employed,,,,
877,Yes,Not employed,,,,
878,Yes,Not employed,,,,
879,Yes,Not employed,,,,
880,Yes,Not employed,,,,
881,Yes,Not employed,,,,
882,Yes,Not employed,,,,
883,Yes,Not employed,,,,
884,Yes,Not employed,,,,
885,Yes,Not employed,,,,
886,Yes,Not employed,,,,
887,Yes,Not employed,,,,
888,Yes,Not employed,,,,
889,Yes,Not employed,,,,
890,Yes,Not employed,,,,
891,Yes,Employed Full Time,2016-05-16,,,
892,Yes,Employed Full Time,2018-03-26,,,
893,Yes,Employed Full Time,2018-04-01,,,
894,Yes,Employed Full Time,2019-09-03,,,
895,Yes,Employed Full Time,2017-11-01,,,
896,Yes,Employed Full Time,2018-08-09,,,
897,Yes,Employed Full Time,2018-03-15,,,
898,Yes,Employed Full Time,2011-11-01,,,
899,Yes,Employed Full Time,2019-08-19,,,
900,Yes,Employed Full Time,2019-08-30,,,
901,,Employed Full Time,2019-07-22,,,
902,Yes,Employed Full Time,2019-08-28,,,
903,Yes,Employed Full Time,2019-07-29,,,
904,,Employed Full Time,2019-01-30,,,
905,,Employed Full Time,2019-05-02,,,
906,Yes,Employed Full Time,2019-05-13,,,
907,Yes,Employed Full Time,2019-08-19,,,
908,Yes,Employed Full Time,2019-08-12,,,
909,Yes,Employed Full Time,1999-05-27,,,
910,Yes,Employed Full Time,2019-07-08,,,
911,Yes,Employed Full Time,2019-09-01,,,
912,Yes,Employed Full Time,2019-09-03,,,
913,Yes,Employed Full Time,2019-01-07,,,
914,Yes,Employed Full Time,2019-09-04,,,
915,Yes,Employed Full Time,2019-09-03,,,
916,Yes,Employed Full Time,2019-01-18,,,
917,Yes,Employed Full Time,2019-09-30,,,
918,Yes,Employed Part Time,2019-05-20,,,
919,Yes,Employed Part Time,2018-10-04,,,
920,Yes,Employed Part Time,2018-05-09,,,
921,Yes,Employed Part Time,2018-10-23,,,
922,Yes,Employed Part Time,2017-03-28,,,
923,Yes,Employed Part Time,2019-06-03,,,
924,Yes,Employed Part Time,2019-03-30,,,
925,Yes,Employed Part Time,2019-07-15,,,
926,Yes,Employed Part Time,2019-05-01,,,
927,Yes,Employed Part Time,2019-07-01,,,
928,Yes,Employed Part Time,2019-08-14,,,
929,Yes,Employed Part Time,2019-08-23,,,
930,Yes,Employed Part Time,2019-06-03,,,
931,Yes,Employed Part Time,1994-01-03,,,
932,Yes,Employed Part Time,2019-03-04,,,
933,Yes,Not employed,,,,
934,Yes,Not employed,,,,
935,,Not employed,,,,
936,Yes,Not employed,,,,
937,,Not employed,,,,
938,Yes,Not employed,,,,
939,Yes,Not employed,,,,
940,Yes,Not employed,,,,
941,Yes,Not employed,,,,
942,Yes,Not employed,,,,
943,Yes,Not employed,,,,
944,Yes,Not employed,,,,
945,Yes,Not employed,,,,
946,Yes,Not employed,,,,
947,Yes,Not employed,,,,
948,Yes,Not employed,,,,
949,Yes,Not employed,,,,
950,Yes,Not employed,,,,
951,Yes,Not employed,,,,
952,Yes,Not employed,,,,
953,Yes,Not employed,,,,
954,Yes,Not employed,,,,
955,Yes,Not employed,,,,
956,Yes,Not employed,,,,
957,Yes,Not employed,,,,
958,Yes,Not employed,,,,
959,Yes,Not employed,,,,
960,Yes,Not employed,,,,
961,,Not employed,,,,
962,Yes,Not employed,,,,
963,Yes,Not employed,,,,
964,Yes,Not employed,,,,
965,Yes,Not employed,,,,
966,Yes,Not employed,,,,
967,Yes,Not employed,,,,
968,Yes,Not employed,,,,
969,Yes,Not employed,,,,
970,Yes,Not employed,,,,
971,Yes,Not employed,,,,
972,Yes,Not employed,,,,
973,Yes,Not employed,,,,
974,Yes,Not employed,,,,
975,Yes,Not employed,,,,
976,Yes,Not employed,,,,
977,Yes,Not employed,,,,
978,Yes,Not employed,,,,
979,Yes,Not employed,,,,
980,Yes,Not employed,,,,
981,Yes,Not employed,,,,
982,Yes,Not employed,,,,
983,Yes,Not employed,,,,
984,Yes,Not employed,,,,
985,Yes,Not employed,,,,
986,Yes,Not employed,,,,
987,Yes,Not employed,,,,
988,Yes,Not employed,,,,
989,Yes,Not employed,,,,
990,Yes,Not employed,,,,
991,Yes,Employed Full Time,2019-06-10,,,
992,,Employed Full Time,2019-01-01,,,
993,Yes,Employed Full Time,2018-06-04,,,
994,,Employed Full Time,2018-11-01,,,
995,Yes,Employed Full Time,2019-06-10,,,
996,Yes,Employed Full Time,2019-01-07,,,
997,Yes,Employed Full Time,2016-05-02,,,
998,Yes,Employed Full Time,2019-01-18,,,
999,Yes,Employed Full Time,2019-09-16,,,
1000,,Employed Full Time,2019-08-05,,,
1001,Yes,Employed Part Time,2015-07-13,,,
1002,Yes,Employed Part Time,2019-01-07,,,
1003,Yes,Employed Part Time,2019-08-23,,,
1004,Yes,Employed Part Time,2019-06-03,,,
1005,Yes,Employed Part Time,2019-01-07,,,
1006,Yes,Employed Part Time,1994-01-03,,,
1007,Yes,Employed Part Time,2019-03-04,,,
1008,Yes,Employed Part Time,2019-07-08,,,
1009,Yes,Employed Part Time,2000-01-03,,,
1010,,Not employed,,,,
1011,,Not employed,,,,
1012,,Not employed,,,,
1013,Yes,Not employed,,,,
1014,Yes,Not employed,,,,
1015,Yes,Not employed,,,,
1016,Yes,Not employed,,,,
1017,Yes,Not employed,,,,
1018,Yes,Not employed,,,,
1019,Yes,Not employed,,,,
1020,Yes,Not employed,,,,
1021,Yes,Not employed,,,,
1022,Yes,Not employed,,,,
1023,Yes,Not employed,,,,
1024,Yes,Not employed,,,,
1025,Yes,Not employed,,,,
1026,Yes,Not employed,,,,
1027,Yes,Not employed,,,,
1028,Yes,Not employed,,,,
1029,Yes,Not employed,,,,
1030,Yes,Not employed,,,,
1031,Yes,Not employed,,,,
1032,Yes,Not employed,,,,
1033,Yes,Not employed,,,,
1034,Yes,Not employed,,,,
1035,Yes,Not employed,,,,
1036,Yes,Not employed,,,,
1037,Yes,Not employed,,,,
1038,Yes,Not employed,,,,
1039,Yes,Not employed,,,,
1040,Yes,Not employed,,,,
1041,Yes,Not employed,,,,
1042,,Employed Full Time,2019-01-01,,,
1043,Yes,Employed Full Time,2019-08-12,,,
1044,Yes,Employed Full Time,2016-01-01,,,
1045,,Employed Full Time,2019-07-29,,,
1046,Yes,Employed Full Time,2015-01-23,,,
1047,,Not employed,,,,
1048,Yes,Employed Full Time,2019-08-12,,,
1049,Yes,Employed Full Time,2018-12-03,,,
1050,Yes,Employed Full Time,2019-06-03,,,
1051,,Employed Full Time,2019-01-01,,,
1052,Yes,Employed Full Time,2019-07-22,,,
1053,Yes,Employed Full Time,2019-06-03,,,
1054,Yes,Employed Full Time,2019-05-14,,,
1055,Yes,Employed Full Time,2019-03-04,,,
1056,Yes,Employed Full Time,2019-07-26,,,
1057,Yes,Employed Full Time,2003-01-01,,,
1058,Yes,Employed Full Time,2018-02-01,,,
1059,Yes,Employed Full Time,2019-07-08,,,
1060,,Employed Full Time,2019-01-01,,,
1061,Yes,Employed Full Time,2019-09-03,,,
1062,Yes,Employed Full Time,2019-09-16,,,
1063,Yes,Employed Full Time,2019-07-15,,,
1064,Yes,Employed Full Time,2019-08-13,,,
1065,Yes,Employed Full Time,2018-10-15,,,
1066,,Employed Full Time,2018-11-01,,,
1067,Yes,Employed Full Time,2019-08-07,,,
1068,Yes,Employed Full Time,2016-05-02,,,
1069,Yes,Employed Full Time,2019-09-25,,,
1070,Yes,Employed Full Time,2019-09-16,,,
1071,Yes,Employed Part Time,2017-04-03,,,
1072,Yes,Employed Part Time,2018-12-03,,,
1073,Yes,Employed Part Time,2018-10-01,,,
1074,Yes,Employed Part Time,2018-09-18,,,
1075,Yes,Employed Part Time,2018-09-04,,,
1076,Yes,Employed Part Time,2017-09-01,,,
1077,,Not employed,,,,
1078,Yes,Employed Part Time,2019-05-01,,,
1079,Yes,Employed Part Time,2019-01-31,,,
1080,Yes,Employed Part Time,2019-07-05,,,
1081,Yes,Employed Part Time,2019-06-03,,,
1082,Yes,Employed Part Time,2019-07-08,,,
1083,Yes,Employed Part Time,2018-05-01,,,
1084,Yes,Employed Part Time,2019-05-01,,,
1085,Yes,Employed Part Time,2019-01-07,,,
1086,Yes,Employed Part Time,2014-01-20,,,
1087,Yes,Employed Part Time,2019-08-25,,,
1088,Yes,Not employed,,,,
1089,,Not employed,,,,
1090,Yes,Not employed,,,,
1091,Yes,Not employed,,,,
1092,Yes,Not employed,,,,
1093,Yes,Not employed,,,,
1094,Yes,Not employed,,,,
1095,Yes,Not employed,,,,
1096,,Not employed,,,,
1097,Yes,Not employed,,,,
1098,Yes,Not employed,,,,
1099,Yes,Not employed,,,,
1100,Yes,Not employed,,,,
1101,Yes,Not employed,,,,
1102,Yes,Not employed,,,,
1103,Yes,Not employed,,,,
1104,Yes,Not employed,,,,
1105,Yes,Not employed,,,,
1106,Yes,Not employed,,,,
1107,Yes,Not employed,,,,
1108,,Not employed,,,,
1109,,Not employed,,,,
1110,Yes,Not employed,,,,
1111,Yes,Not employed,,,,
1112,Yes,Not employed,,,,
1113,,Not employed,,,,
1114,Yes,Not employed,,,,
1115,Yes,Not employed,,,,
1116,Yes,Not employed,,,,
1117,Yes,Not employed,,,,
1118,Yes,Not employed,,,,
1119,Yes,Not employed,,,,
1120,Yes,Not employed,,,,
1121,Yes,Not employed,,,,
1122,Yes,Not employed,,,,
1123,Yes,Not employed,,,,
1124,Yes,Not employed,,,,
1125,Yes,Not employed,,,,
1126,Yes,Not employed,,,,
1127,Yes,Not employed,,,,
1128,Yes,Not employed,,,,
1129,Yes,Not employed,,,,
1130,Yes,Not employed,,,,
1131,Yes,Not employed,,,,
1132,Yes,Not employed,,,,
1133,Yes,Not employed,,,,
1134,Yes,Not employed,,,,
1135,Yes,Not employed,,,,
1136,Yes,Not employed,,,,
1137,Yes,Not employed,,,,
1138,Yes,Not employed,,,,
1139,Yes,Not employed,,,,
1140,Yes,Not employed,,,,
1141,Yes,Not employed,,,,
1142,Yes,Not employed,,,,
1143,Yes,Not employed,2007-06-04,,,
1144,Yes,Employed Full Time,2019-08-19,,,
1145,Yes,Not employed,,,,
1146,Yes,Employed Full Time,2018-06-04,,,
1147,Yes,Employed Full Time,2018-06-04,,,
1148,Yes,Employed Full Time,2019-07-19,,,
1149,Yes,Not employed,,,,
1150,Yes,Not employed,,,,
1151,Yes,Employed Full Time,2013-02-11,,,
1152,Yes,Not employed,,,,
1153,Yes,Employed Full Time,2016-07-15,,,
1154,Yes,Not employed,,,,
1155,Yes,Not employed,,,,
1156,Yes,Not employed,,,,
1157,Yes,Not employed,,,,
1158,No,Employed Full Time,2016-08-01,Yes,No,No
1159,Yes,Employed Part Time,2010-09-01,Yes,No,No
1160,No,Not employed,,No,No,No
1161,No,Employed Part Time,2019-08-01,No,No,No
1162,No,Employed Full Time,2007-10-01,Yes,No,No
1163,No,Not employed,,No,No,No
1164,No,Employed Full Time,2018-01-18,Yes,No,No
1165,No,Employed Full Time,2017-02-01,Yes,Yes,No
1166,No,Employed Part Time,2016-05-01,Yes,No,No
1167,Yes,Not employed,,No,No,No
1168,Yes,Employed Full Time,2019-08-26,No,No,No
1169,Yes,Not employed,,No,No,No
1170,No,Employed Full Time,2015-12-01,Yes,No,No
1171,No,Employed Full Time,2018-01-01,Yes,No,No
1172,No,Employed Full Time,2018-06-12,Yes,No,No
1173,Yes,Employed Full Time,2013-08-01,No,No,No
1174,Yes,Employed Part Time,2019-09-23,Yes,No,No
1175,No,Employed Full Time,2019-04-22,Yes,No,No
1176,No,Employed Full Time,2018-03-01,Yes,No,No
1177,No,Employed Part Time,2018-10-15,Yes,No,No
1178,No,Not employed,,No,No,No
1179,No,Employed Full Time,2015-09-01,Yes,No,No
1180,No,Employed Full Time,2018-09-12,Yes,No,No
1181,No,Employed Part Time,2017-05-01,Yes,No,No
1182,No,Employed Full Time,2018-07-23,Yes,No,No
1183,Yes,Employed Full Time,2016-10-04,Yes,No,No
1184,No,Employed Full Time,2014-08-11,Yes,No,No
1185,No,Employed Full Time,2019-04-02,Yes,No,No
1186,No,Employed Full Time,2017-05-01,Yes,No,No
1187,No,Not employed,,No,No,No
1188,No,Not employed,,No,No,No
1189,No,Not employed,,No,No,No
1190,No,Employed Full Time,2002-09-06,Yes,No,No
1191,Yes,Not employed,,No,No,No
1192,Yes,Employed Full Time,2016-06-01,Yes,Yes,No
1193,Yes,Employed Full Time,2018-08-07,Yes,No,No
1194,No,Employed Full Time,2018-05-11,Yes,No,No
1195,No,Not employed,,No,No,No
1196,No,Not employed,,No,No,No
1197,No,Employed Full Time,2019-07-10,Yes,No,No
1198,Yes,Not employed,,No,No,No
1199,Yes,Employed Full Time,2019-04-15,Yes,No,No
1200,No,Employed Full Time,2015-02-01,Yes,No,No
1201,No,Employed Full Time,2018-11-05,Yes,No,No
1202,No,Not employed,,No,No,No
1203,No,Employed Part Time,2019-09-20,No,No,No
1204,Yes,Employed Part Time,2019-02-01,Yes,No,No
1205,No,Employed Full Time,2018-12-01,Yes,No,No
1206,No,Not employed,,No,No,No
1207,No,Not employed,,No,No,No
1208,No,Not employed,,No,No,No
1209,No,Not employed,,No,No,No
1210,No,Employed Full Time,2013-01-01,Yes,No,No
1211,No,Employed Part Time,2016-12-02,Yes,No,No
1212,Yes,Employed Full Time,2013-04-01,Yes,No,No
1213,No,Not employed,,No,No,No
1214,No,Employed Part Time,2017-04-01,Yes,No,No
1215,No,Employed Full Time,2017-03-01,Yes,No,No
1216,No,Employed Part Time,2009-05-01,Yes,No,No
1217,No,Employed Full Time,2014-10-06,Yes,No,No
1218,No,Not employed,,No,No,No
1219,No,Not employed,,No,No,No
1220,Yes,Employed Full Time,2018-06-11,Yes,Yes,No
1221,No,Employed Full Time,2016-07-01,Yes,No,No
1222,No,Employed Full Time,2010-01-02,Yes,No,No
1223,No,Employed Full Time,2007-06-01,Yes,No,No
1224,No,Employed Part Time,2014-11-01,Yes,No,No
1225,No,Employed Full Time,2018-04-10,Yes,No,No
1226,No,Employed Part Time,2009-09-01,Yes,No,No
1227,Yes,Employed Part Time,2016-09-01,Yes,No,No
1228,No,Not employed,,No,No,No
1229,Yes,Employed Full Time,2018-08-05,Yes,No,No
1230,Yes,Employed Full Time,2019-02-04,Yes,Yes,No
1231,No,Employed Full Time,2019-03-01,Yes,No,No
1232,Yes,Employed Part Time,2018-06-08,Yes,No,No
1233,No,Not employed,,No,No,No
1234,No,Not employed,,No,No,No
1235,No,Employed Part Time,2018-03-01,Yes,No,No
1236,Yes,Employed Part Time,2019-09-09,Yes,No,No
1237,No,Not employed,,No,No,No
1238,Yes,Employed Full Time,2018-09-10,Yes,No,No
1239,No,Employed Part Time,2018-08-01,Yes,No,No
1240,No,Employed Full Time,2009-01-01,Yes,No,No
1241,No,Employed Part Time,2016-01-01,Yes,No,No
1242,No,Employed Full Time,2018-04-20,Yes,No,No
1243,Yes,Employed Full Time,2018-07-30,Yes,No,No
1244,No,Employed Full Time,2015-03-01,Yes,No,No
1245,No,Employed Full Time,2018-12-17,Yes,No,No
1246,No,Employed Part Time,2004-10-01,Yes,No,No
1247,No,Not employed,,No,No,No
1248,No,Not employed,,No,No,No
1249,No,Not employed,,No,No,No
1250,No,Not employed,,No,No,No
1251,Yes,Employed Full Time,2016-12-01,Yes,No,No
1252,No,Employed Part Time,2018-10-01,Yes,No,No
1253,No,Employed Full Time,2017-10-01,Yes,No,No
1254,No,Employed Full Time,2018-11-14,Yes,No,No
1255,No,Employed Full Time,2018-07-01,Yes,No,No
1256,No,Employed Full Time,2001-11-01,Yes,No,No
1257,No,Employed Full Time,2018-08-11,Yes,No,No
1258,No,Not employed,,No,No,No
1259,No,Employed Full Time,2019-02-01,Yes,No,No
1260,No,Not employed,,No,No,No
1261,Yes,Employed Full Time,2019-02-18,Yes,No,No
1262,No,Not employed,,No,No,No
1263,No,Employed Full Time,2017-09-01,Yes,No,No
1264,No,Employed Full Time,2017-11-01,Yes,No,No
1265,No,Employed Full Time,2018-10-01,Yes,No,No
1266,No,Not employed,,No,No,No
1267,No,Employed Full Time,2011-10-01,Yes,No,No
1268,No,Employed Part Time,2017-04-01,Yes,No,No
1269,No,Employed Full Time,2018-09-30,Yes,No,No
1270,No,Employed Full Time,2018-11-01,Yes,No,No
1271,No,Employed Full Time,2019-01-16,Yes,No,No
1272,No,Employed Full Time,2018-11-12,Yes,No,No
1273,No,Employed Full Time,2018-06-01,Yes,No,No
1274,Yes,Employed Full Time,2016-01-10,Yes,No,No
1275,Yes,Employed Full Time,2019-08-19,Yes,No,No
1276,No,Employed Full Time,2007-12-01,Yes,No,No
1277,No,Employed Full Time,2018-08-01,Yes,No,No
1278,No,Not employed,,No,No,No
1279,Yes,Employed Full Time,2019-02-25,Yes,No,No
1280,No,Employed Full Time,2016-09-01,Yes,No,No
1281,No,Employed Part Time,2018-11-04,Yes,No,No
1282,No,Employed Part Time,1999-09-01,Yes,No,No
1283,No,Employed Full Time,2019-02-18,Yes,No,No
