employmentid,accessemployment,employmentstatus,employmentstartdate,to_timestamp_from_excel,employmentstartdate
6769,Yes,Not employed,,,
6770,Yes,Not employed,,,
6771,Yes,Not employed,,,
6772,Yes,Not employed,,,
6773,Yes,Not employed,,,
6774,Yes,Not employed,,,
6775,Yes,Not employed,,,
6776,Yes,Not employed,,,
6777,Yes,Not employed,,,
6778,Yes,Not employed,,,
6779,Yes,Not employed,,,
6780,Yes,Not employed,,,
6781,Yes,Not employed,,,
6782,Yes,Not employed,,,
6783,Yes,Not employed,,,
6784,Yes,Not employed,,,
6785,Yes,Not employed,,,
6786,Yes,Not employed,,,
6787,Yes,Not employed,,,
6788,Yes,Not employed,,,
6789,Yes,Not employed,,,
6790,Yes,Not employed,,,
6791,Yes,Not employed,,,
6792,Yes,Not employed,,,
6793,Yes,Not employed,,,
6794,Yes,Not employed,,,
6795,Yes,Not employed,,,
6796,Yes,Not employed,,,
6797,Yes,Not employed,,,
6798,Yes,Not employed,,,
6799,Yes,Not employed,,,
6800,Yes,Not employed,,,
6801,Yes,Not employed,,,
6802,Yes,Not employed,,,
6803,Yes,Not employed,,,
6804,Yes,Not employed,,,
6805,Yes,Not employed,,,
6806,Yes,Not employed,,,
6807,Yes,Not employed,,,
6808,Yes,Not employed,,,
6809,Yes,Not employed,,,
6810,Yes,Not employed,,,
6811,Yes,Not employed,,,
6812,Yes,Not employed,,,
6813,Yes,Not employed,,,
6814,Yes,Not employed,,,
6815,Yes,Not employed,,,
6816,Yes,Not employed,,,
6817,Yes,Not employed,,,
6818,Yes,Not employed,,,
6819,Yes,Not employed,,,
6820,Yes,Not employed,,,
6821,Yes,Not employed,,,
6822,Yes,Not employed,,,
6823,Yes,Not employed,,,
6824,Yes,Not employed,,,
6825,Yes,Not employed,,,
6826,Yes,Not employed,,,
6827,Yes,Not employed,,,
6828,Yes,Not employed,,,
6829,Yes,Not employed,,,
6830,Yes,Not employed,,,
6831,,Employed Full Time,43344,2018-09-01 00:00:00,9/1/2018
6832,Yes,Employed Full Time,43395,2018-10-22 00:00:00,10/22/2018
6833,Yes,Not employed,,,
6834,Yes,Employed Part Time,42826,2017-04-01 00:00:00,4/1/2017
6835,Yes,Employed Part Time,43252,2018-06-01 00:00:00,6/1/2018
6836,Yes,Employed Part Time,43405,2018-11-01 00:00:00,11/1/2018
6837,Yes,Employed Part Time,42491,2016-05-01 00:00:00,5/1/2016
6838,Yes,Employed Part Time,43392,2018-10-19 00:00:00,10/19/2018
6839,Yes,Not employed,,,
6840,,Not employed,,,
6841,Yes,Not employed,,,
6842,Yes,Not employed,,,
6843,Yes,Not employed,,,
6844,,Not employed,,,
6845,Yes,Not employed,,,
6846,Yes,Not employed,,,
6847,Yes,Not employed,,,
6848,Yes,Not employed,,,
6849,Yes,Not employed,,,
6850,Yes,Not employed,,,
6851,Yes,Not employed,,,
6852,Yes,Not employed,,,
6853,Yes,Not employed,,,
6854,No,Not employed,,,
6855,Yes,Employed Full Time,43118,2018-01-18 00:00:00,1/18/2018
6856,No,Employed Full Time,43101,2018-01-01 00:00:00,1/1/2018
6857,No,Employed Part Time,43388,2018-10-15 00:00:00,10/15/2018
6858,Yes,Employed Full Time,42248,2015-09-01 00:00:00,9/1/2015
6859,Yes,Employed Full Time,43355,2018-09-12 00:00:00,9/12/2018
6860,Yes,Employed Full Time,41862,2014-08-11 00:00:00,8/11/2014
6861,No,Employed Full Time,42856,2017-05-01 00:00:00,5/1/2017
6862,Yes,Employed Full Time,42543,2016-06-22 00:00:00,6/22/2016
6863,Yes,Employed Full Time,43409,2018-11-05 00:00:00,11/5/2018
6864,Yes,Employed Part Time,43417,2018-11-13 00:00:00,11/13/2018
6865,No,Not employed,,,
6866,No,Employed Full Time,41365,2013-04-01 00:00:00,4/1/2013
6867,No,Not employed,,,
6868,Yes,Not employed,,,
6869,No,Employed Full Time,40180,2010-01-02 00:00:00,1/2/2010
6870,No,Employed Part Time,39083,2007-01-01 00:00:00,1/1/2007
6871,No,Not employed,,,
6872,Yes,Not employed,,,
6873,No,Not employed,,,
6874,No,Not employed,,,
6875,Yes,Not employed,,,
6876,Yes,Employed Full Time,43040,2017-11-01 00:00:00,11/1/2017
6877,No,Employed Full Time,43374,2018-10-01 00:00:00,10/1/2018
6878,Yes,Not employed,,,
6879,No,Employed Full Time,43009,2017-10-01 00:00:00,10/1/2017
6880,No,Employed Part Time,43264,2018-06-13 00:00:00,6/13/2018
6881,No,Employed Full Time,43344,2018-09-01 00:00:00,9/1/2018
6882,No,Employed Full Time,43405,2018-11-01 00:00:00,11/1/2018
6883,No,Employed Full Time,43435,2018-12-01 00:00:00,12/1/2018
6884,No,Not employed,,,
6885,Yes,Employed Full Time,43252,2018-06-01 00:00:00,6/1/2018
6886,No,Employed Full Time,39431,2007-12-15 00:00:00,12/15/2007
6887,Yes,Employed Full Time,43313,2018-08-01 00:00:00,8/1/2018
6888,No,Employed Full Time,43435,2018-12-01 00:00:00,12/1/2018
6889,Yes,Not employed,,,
6890,Yes,Employed Full Time,42614,2016-09-01 00:00:00,9/1/2016
6891,Yes,Employed Part Time,43408,2018-11-04 00:00:00,11/4/2018
6892,Yes,Not employed,,,
6893,Yes,Employed Part Time,43374,2018-10-01 00:00:00,10/1/2018
6894,Yes,Employed Part Time,43028,2017-10-20 00:00:00,10/20/2017
6895,Yes,Not employed,,,
6896,Yes,Not employed,,,
6897,Yes,Not employed,,,
6898,Yes,Employed Full Time,43351,2018-09-08 00:00:00,9/8/2018
6899,,Not employed,,,
6900,Yes,Not employed,,,
6901,Yes,Employed Full Time,43416,2018-11-12 00:00:00,11/12/2018
6902,Yes,Not employed,,,
6903,Yes,Not employed,,,
6904,Yes,Employed Part Time,43192,2018-04-02 00:00:00,4/2/2018
6905,Yes,Not employed,,,
6906,Yes,Not employed,,,
6907,Yes,Employed Part Time,43224,2018-05-04 00:00:00,5/4/2018
6908,Yes,Not employed,,,
6909,Yes,Not employed,,,
6910,,Not employed,,,
6911,,Not employed,,,
6912,Yes,Not employed,,,
6913,Yes,Not employed,,,
6914,Yes,Employed Full Time,43335,2018-08-23 00:00:00,8/23/2018
6915,Yes,Employed Full Time,36977,2001-03-27 00:00:00,3/27/2001
6916,Yes,Not employed,,,
6917,Yes,Employed Full Time,43356,2018-09-13 00:00:00,9/13/2018
6918,Yes,Employed Part Time,42583,2016-08-01 00:00:00,8/1/2016
6919,,Not employed,,,
6920,Yes,Not employed,,,
6921,Yes,Employed Full Time,43360,2018-09-17 00:00:00,9/17/2018
6922,Yes,Not employed,,,
6923,Yes,Not employed,,,
6924,Yes,Not employed,,,
6925,,Not employed,,,
6926,Yes,Not employed,,,
6927,,Employed Part Time,43375,2018-10-02 00:00:00,10/2/2018
6928,Yes,Not employed,,,
6929,Yes,Employed Full Time,41730,2014-04-01 00:00:00,4/1/2014
6930,Yes,Employed Full Time,43344,2018-09-01 00:00:00,9/1/2018
6931,Yes,Not employed,,,
6932,Yes,Employed Part Time,43346,2018-09-03 00:00:00,9/3/2018
6933,Yes,Not employed,,,
6934,Yes,Not employed,,,
6935,,Employed Part Time,43361,2018-09-18 00:00:00,9/18/2018
6936,Yes,Not employed,,,
6937,,Employed Full Time,43435,2018-12-01 00:00:00,12/1/2018
6938,Yes,Not employed,,,
6939,Yes,Employed Part Time,43358,2018-09-15 00:00:00,9/15/2018
6940,Yes,Not employed,,,
6941,Yes,Not employed,,,
6942,Yes,Not employed,,,
6943,Yes,Not employed,,,
6944,Yes,Not employed,,,
6945,Yes,Employed Part Time,43232,2018-05-12 00:00:00,5/12/2018
6946,Yes,Not employed,,,
6947,Yes,Not employed,,,
6948,,Employed Full Time,43416,2018-11-12 00:00:00,11/12/2018
6949,Yes,Not employed,,,
6950,Yes,Not employed,,,
6951,Yes,Not employed,,,
6952,,Not employed,,,
6953,Yes,Employed Part Time,42990,2017-09-12 00:00:00,9/12/2017
6954,Yes,Not employed,,,
6955,Yes,Employed Part Time,43337,2018-08-25 00:00:00,8/25/2018
6956,Yes,Not employed,,,
6957,Yes,Not employed,,,
6958,Yes,Not employed,,,
6959,,Employed Full Time,43369,2018-09-26 00:00:00,9/26/2018
6960,Yes,Employed Full Time,43312,2018-07-31 00:00:00,7/31/2018
6961,,Employed Part Time,43407,2018-11-03 00:00:00,11/3/2018
6962,Yes,Employed Full Time,42217,2015-08-01 00:00:00,8/1/2015
6963,,Employed Full Time,43138,2018-02-07 00:00:00,2/7/2018
6964,Yes,Not employed,,,
6965,Yes,Employed Part Time,43313,2018-08-01 00:00:00,8/1/2018
6966,Yes,Employed Full Time,43405,2018-11-01 00:00:00,11/1/2018
6967,Yes,Employed Part Time,43252,2018-06-01 00:00:00,6/1/2018
6968,Yes,Not employed,,,
6969,No,Employed Full Time,40575,2011-02-01 00:00:00,2/1/2011
6970,No,Employed Part Time,43440,2018-12-06 00:00:00,12/6/2018
6971,Yes,Not employed,,,
6972,Yes,Not employed,,,
6973,Yes,Not employed,,,
6974,No,Employed Part Time,43452,2018-12-18 00:00:00,12/18/2018
6975,No,Employed Part Time,42901,2017-06-15 00:00:00,6/15/2017
6976,Yes,Not employed,,,
6977,Yes,Not employed,,,
6978,Yes,Not employed,,,
6979,Yes,Employed Part Time,43416,2018-11-12 00:00:00,11/12/2018
6980,Yes,Not employed,,,
6981,Yes,Not employed,,,
6982,Yes,Not employed,,,
6983,Yes,Employed Part Time,43416,2018-11-12 00:00:00,11/12/2018
6984,Yes,Not employed,,,
6985,Yes,Not employed,,,
6986,Yes,Employed Part Time,43395,2018-10-22 00:00:00,10/22/2018
6987,Yes,Not employed,,,
6988,Yes,Not employed,,,
6989,Yes,Employed Full Time,43437,2018-12-03 00:00:00,12/3/2018
6990,Yes,Employed Full Time,43451,2018-12-17 00:00:00,12/17/2018
6991,Yes,Employed Full Time,43440,2018-12-06 00:00:00,12/6/2018
6992,Yes,Not employed,,,
6993,Yes,Not employed,,,
6994,Yes,Not employed,,,
6995,Yes,Not employed,,,
6996,Yes,Not employed,,,
6997,Yes,Employed Full Time,43441,2018-12-07 00:00:00,12/7/2018
6998,Yes,Not employed,,,
6999,Yes,Employed Full Time,43440,2018-12-06 00:00:00,12/6/2018
7000,Yes,Not employed,,,
7001,Yes,Employed Part Time,43445,2018-12-11 00:00:00,12/11/2018
7002,Yes,Not employed,,,
7003,Yes,Employed Part Time,43221,2018-05-01 00:00:00,5/1/2018
7004,Yes,Not employed,,,
7005,Yes,Not employed,,,
7006,Yes,Not employed,,,
7007,Yes,Not employed,,,
7008,Yes,Not employed,,,
7009,Yes,Not employed,,,
7010,Yes,Not employed,,,
7011,No,Not employed,,,
7012,No,Not employed,,,
7013,Yes,Not employed,,,
7014,Yes,Employed Part Time,42217,2015-08-01 00:00:00,8/1/2015
7015,No,Not employed,,,
7016,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
7017,No,Employed Full Time,42146,2015-05-22 00:00:00,5/22/2015
7018,No,Employed Full Time,42135,2015-05-11 00:00:00,5/11/2015
7019,No,Not employed,,,
7020,No,Employed Full Time,42270,2015-09-23 00:00:00,9/23/2015
7021,No,Not employed,,,
7022,No,Not employed,,,
7023,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
7024,No,Employed Full Time,42146,2015-05-22 00:00:00,5/22/2015
7025,No,Not employed,,,
7026,No,Not employed,,,
7027,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
7028,No,Employed Full Time,42037,2015-02-02 00:00:00,2/2/2015
7029,No,Employed Full Time,42254,2015-09-07 00:00:00,9/7/2015
7030,No,Employed Full Time,41981,2014-12-08 00:00:00,12/8/2014
7031,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
7032,Yes,Not employed,,,
7033,No,Employed Full Time,42192,2015-07-07 00:00:00,7/7/2015
7034,No,Employed Full Time,42150,2015-05-26 00:00:00,5/26/2015
7035,No,Not employed,,,
7036,No,Not employed,,,
7037,No,Employed Full Time,42128,2015-05-04 00:00:00,5/4/2015
7038,No,Employed Full Time,42151,2015-05-27 00:00:00,5/27/2015
7039,No,Not employed,,,
7040,No,Employed Full Time,42136,2015-05-12 00:00:00,5/12/2015
7041,No,Not employed,,,
7042,No,Employed Full Time,42240,2015-08-24 00:00:00,8/24/2015
7043,No,Employed Full Time,42121,2015-04-27 00:00:00,4/27/2015
7044,No,Employed Part Time,42128,2015-05-04 00:00:00,5/4/2015
7045,No,Not employed,,,
7046,No,Employed Full Time,42177,2015-06-22 00:00:00,6/22/2015
7047,No,Employed Part Time,42144,2015-05-20 00:00:00,5/20/2015
7048,No,Employed Full Time,42135,2015-05-11 00:00:00,5/11/2015
7049,No,Employed Full Time,42205,2015-07-20 00:00:00,7/20/2015
7050,Yes,Not employed,,,
7051,Yes,Employed Full Time,42234,2015-08-18 00:00:00,8/18/2015
7052,Yes,Employed Full Time,42234,2015-08-18 00:00:00,8/18/2015
7053,No,Employed Part Time,42261,2015-09-14 00:00:00,9/14/2015
7054,Yes,Not employed,,,
7055,Yes,Not employed,,,
7056,Yes,Not employed,,,
7057,No,Not employed,,,
7058,Yes,Not employed,,,
7059,No,Not employed,,,
7060,Yes,Not employed,,,
7061,Yes,Not employed,,,
7062,Yes,Not employed,,,
7063,Yes,Not employed,,,
7064,Yes,Not employed,,,
7065,Yes,Not employed,,,
7066,Yes,Not employed,,,
7067,Yes,Not employed,,,
7068,Yes,Employed Full Time,42111,2015-04-17 00:00:00,4/17/2015
7069,Yes,Employed Full Time,42138,2015-05-14 00:00:00,5/14/2015
7070,Yes,Employed Full Time,41977,2014-12-04 00:00:00,12/4/2014
7071,Yes,Not employed,,,
7072,Yes,Employed Full Time,42235,2015-08-19 00:00:00,8/19/2015
7073,Yes,Not employed,,,
7074,Yes,Not employed,,,
7075,Yes,Not employed,,,
7076,Yes,Employed Full Time,42211,2015-07-26 00:00:00,7/26/2015
7077,Yes,Not employed,,,
7078,Yes,Employed Full Time,42278,2015-10-01 00:00:00,10/1/2015
7079,Yes,Not employed,,,
7080,Yes,Employed Full Time,42191,2015-07-06 00:00:00,7/6/2015
7081,Yes,Not employed,,,
7082,Yes,Employed Full Time,42044,2015-02-09 00:00:00,2/9/2015
7083,Yes,Employed Full Time,42121,2015-04-27 00:00:00,4/27/2015
7084,Yes,Not employed,,,
7085,Yes,Employed Full Time,42191,2015-07-06 00:00:00,7/6/2015
7086,Yes,Not employed,,,
7087,Yes,Employed Full Time,42138,2015-05-14 00:00:00,5/14/2015
7088,Yes,Employed Full Time,42114,2015-04-20 00:00:00,4/20/2015
7089,Yes,Employed Full Time,42214,2015-07-29 00:00:00,7/29/2015
7090,Yes,Employed Full Time,42156,2015-06-01 00:00:00,6/1/2015
7091,Yes,Employed Full Time,42114,2015-04-20 00:00:00,4/20/2015
7092,Yes,Employed Full Time,42040,2015-02-05 00:00:00,2/5/2015
7093,Yes,Employed Full Time,42152,2015-05-28 00:00:00,5/28/2015
7094,Yes,Not employed,,,
7095,Yes,Not employed,,,
7096,Yes,Not employed,,,
7097,Yes,Employed Full Time,42095,2015-04-01 00:00:00,4/1/2015
7098,Yes,Employed Full Time,42205,2015-07-20 00:00:00,7/20/2015
7099,Yes,Employed Full Time,42063,2015-02-28 00:00:00,2/28/2015
7100,Yes,,,,
7101,Yes,,,,
7102,Yes,,,,
7103,Yes,,,,
7104,Yes,Employed Part Time,42269,2015-09-22 00:00:00,9/22/2015
7105,Yes,Employed Part Time,42217,2015-08-01 00:00:00,8/1/2015
7106,Yes,,,,
7107,Yes,,,,
7108,Yes,Employed Part Time,42212,2015-07-27 00:00:00,7/27/2015
7109,Yes,,,,
7110,Yes,,,,
7111,Yes,,,,
7112,Yes,,,,
7113,Yes,,,,
7114,No,,,,
7115,No,,,,
7116,No,,,,
7117,No,,,,
7118,No,,,,
7119,Yes,Employed Full Time,42296,2015-10-19 00:00:00,10/19/2015
7120,No,,,,
7121,No,,,,
7122,Yes,Employed Part Time,42303,2015-10-26 00:00:00,10/26/2015
7123,No,,,,
7124,No,,,,
7125,No,,,,
7126,No,,,,
7127,No,,,,
7128,Yes,Employed Full Time,42352,2015-12-14 00:00:00,12/14/2015
7129,No,,,,
7130,No,,,,
7131,No,,,,
7132,No,,,,
7133,No,,,,
7134,No,,,,
7135,Yes,Employed Full Time,42257,2015-09-10 00:00:00,9/10/2015
7136,No,,,,
7137,No,,,,
7138,No,,,,
7139,No,,,,
7140,No,,,,
7141,No,,,,
7142,No,,,,
7143,Yes,,,,
7144,Yes,,,,
7145,Yes,Not employed,,,
7146,No,,,,
7147,No,,,,
7148,No,,,,
7149,Yes,Employed Full Time,,,
7150,No,,,,
7151,No,,,,
7152,No,,,,
7153,No,,,,
7154,No,,,,
7155,No,,,,
7156,No,,,,
7157,No,,,,
7158,Yes,,42226,2015-08-10 00:00:00,8/10/2015
7159,Yes,Not employed,42247,2015-08-31 00:00:00,8/31/2015
7160,Yes,Employed Part Time,42255,2015-09-08 00:00:00,9/8/2015
7161,Yes,Employed Full Time,42248,2015-09-01 00:00:00,9/1/2015
7162,Yes,Not employed,,,
7163,Yes,Employed Full Time,42221,2015-08-05 00:00:00,8/5/2015
7164,Yes,Not employed,42255,2015-09-08 00:00:00,9/8/2015
7165,No,,,,
7166,No,,,,
7167,No,,,,
7168,No,,,,
7169,Yes,Employed Full Time,42275,2015-09-28 00:00:00,9/28/2015
7170,Yes,,,,
7171,No,,,,
7172,No,,,,
7173,Yes,,,,
7174,No,,,,
7175,No,,,,
7176,Yes,Not employed,,,
7177,Yes,Not employed,,,
7178,Yes,Employed Full Time,42255,2015-09-08 00:00:00,9/8/2015
7179,Yes,Employed Full Time,42248,2015-09-01 00:00:00,9/1/2015
7180,No,,,,
7181,No,,,,
7182,No,,,,
7183,Yes,Employed Full Time,42303,2015-10-26 00:00:00,10/26/2015
7184,Yes,Employed Full Time,42324,2015-11-16 00:00:00,11/16/2015
7185,No,,,,
7186,No,,,,
7187,No,,,,
7188,Yes,,,,
7189,No,,,,
7190,No,,,,
7191,No,,,,
7192,No,,,,
7193,No,,,,
7194,Yes,,,,
7195,Yes,Employed Part Time,42323,2015-11-15 00:00:00,11/15/2015
7196,No,,,,
7197,No,,,,
7198,No,,,,
7199,No,,,,
7200,No,,,,
7201,Yes,Employed Full Time,42307,2015-10-30 00:00:00,10/30/2015
7202,No,,,,
7203,No,,,,
7204,No,,,,
7205,No,,,,
7206,No,,,,
7207,No,,,,
7208,No,,,,
7209,No,,,,
7210,No,,,,
7211,No,,,,
7212,No,,,,
7213,No,,,,
7214,No,,,,
7215,No,,,,
7216,No,,,,
7217,No,,,,
7218,No,,,,
7219,No,,,,
7220,Yes,Employed Full Time,42278,2015-10-01 00:00:00,10/1/2015
7221,No,,,,
7222,No,,,,
7223,No,Not employed,,,
7224,No,Employed Full Time,42180,2015-06-25 00:00:00,6/25/2015
7225,No,Employed Full Time,42298,2015-10-21 00:00:00,10/21/2015
7226,No,Employed Part Time,42217,2015-08-01 00:00:00,8/1/2015
7227,Yes,Not employed,,,
7228,Yes,Not employed,,,
7229,Yes,Employed Full Time,42359,2015-12-21 00:00:00,12/21/2015
7230,No,Not employed,,,
7231,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
7232,No,Employed Full Time,42146,2015-05-22 00:00:00,5/22/2015
7233,No,Employed Full Time,42135,2015-05-11 00:00:00,5/11/2015
7234,No,Not employed,,,
7235,No,Employed Full Time,42270,2015-09-23 00:00:00,9/23/2015
7236,No,Not employed,,,
7237,No,Employed Full Time,42107,2015-04-13 00:00:00,4/13/2015
7238,No,Not employed,,,
7239,No,Employed Full Time,42270,2015-09-23 00:00:00,9/23/2015
7240,No,Not employed,,,
7241,No,Not employed,,,
7242,No,Employed Full Time,42037,2015-02-02 00:00:00,2/2/2015
7243,No,Employed Full Time,42283,2015-10-06 00:00:00,10/6/2015
7244,No,Employed Full Time,41981,2014-12-08 00:00:00,12/8/2014
7245,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
7246,No,Not employed,,,
7247,No,Employed Full Time,42192,2015-07-07 00:00:00,7/7/2015
7248,No,Not employed,,,
7249,No,Not employed,,,
7250,No,Not employed,,,
7251,No,Employed Full Time,42128,2015-05-04 00:00:00,5/4/2015
7252,No,Employed Full Time,42151,2015-05-27 00:00:00,5/27/2015
7253,No,Not employed,,,
7254,No,Employed Full Time,42136,2015-05-12 00:00:00,5/12/2015
7255,No,Not employed,,,
7256,Yes,Employed Full Time,42240,2015-08-24 00:00:00,8/24/2015
7257,No,Employed Full Time,42260,2015-09-13 00:00:00,9/13/2015
7258,No,Employed Full Time,42128,2015-05-04 00:00:00,5/4/2015
7259,No,Not employed,,,
7260,No,Employed Full Time,42177,2015-06-22 00:00:00,6/22/2015
7261,No,Employed Full Time,42368,2015-12-30 00:00:00,12/30/2015
7262,No,Employed Full Time,42135,2015-05-11 00:00:00,5/11/2015
7263,No,Employed Full Time,42292,2015-10-15 00:00:00,10/15/2015
7264,Yes,Not employed,,,
7265,Yes,Not employed,,,
7266,No,Not employed,,,
7267,No,Employed Full Time,42339,2015-12-01 00:00:00,12/1/2015
7268,No,Employed Part Time,42261,2015-09-14 00:00:00,9/14/2015
7269,Yes,Employed Full Time,42317,2015-11-09 00:00:00,11/9/2015
7270,Yes,Not employed,,,
7271,Yes,Employed Full Time,42217,2015-08-01 00:00:00,8/1/2015
7272,Yes,Not employed,,,
7273,Yes,Not employed,,,
7274,Yes,Employed Full Time,42317,2015-11-09 00:00:00,11/9/2015
7275,Yes,Not employed,,,
7276,No,Employed Full Time,42318,2015-11-10 00:00:00,11/10/2015
7277,Yes,Not employed,,,
7278,Yes,Not employed,,,
7279,Yes,Not employed,,,
7280,Yes,Not employed,,,
7281,Yes,Not employed,,,
7282,Yes,Employed Full Time,42341,2015-12-03 00:00:00,12/3/2015
7283,No,Employed Full Time,42340,2015-12-02 00:00:00,12/2/2015
7284,Yes,Not employed,,,
7285,Yes,Not employed,,,
7286,No,Not employed,,,
7287,Yes,Employed Full Time,42249,2015-09-02 00:00:00,9/2/2015
7288,Yes,Employed Full Time,42170,2015-06-15 00:00:00,6/15/2015
7289,Yes,Employed Full Time,42049,2015-02-14 00:00:00,2/14/2015
7290,Yes,Employed Full Time,42111,2015-04-17 00:00:00,4/17/2015
7291,Yes,Employed Full Time,42319,2015-11-11 00:00:00,11/11/2015
7292,Yes,Not employed,,,
7293,Yes,Not employed,,,
7294,Yes,Employed Full Time,42235,2015-08-19 00:00:00,8/19/2015
7295,Yes,Not employed,,,
7296,Yes,Not employed,,,
7297,Yes,Employed Full Time,42066,2015-03-03 00:00:00,3/3/2015
7298,Yes,Employed Full Time,42323,2015-11-15 00:00:00,11/15/2015
7299,Yes,Not employed,,,
7300,Yes,Employed Full Time,42191,2015-07-06 00:00:00,7/6/2015
7301,Yes,Employed Full Time,42121,2015-04-27 00:00:00,4/27/2015
7302,Yes,Not employed,,,
7303,Yes,Employed Full Time,42138,2015-05-14 00:00:00,5/14/2015
7304,Yes,Employed Full Time,42114,2015-04-20 00:00:00,4/20/2015
7305,Yes,Employed Full Time,42214,2015-07-29 00:00:00,7/29/2015
7306,Yes,Employed Full Time,42156,2015-06-01 00:00:00,6/1/2015
7307,Yes,Not employed,,,
7308,Yes,Employed Full Time,42114,2015-04-20 00:00:00,4/20/2015
7309,Yes,Employed Full Time,42217,2015-08-01 00:00:00,8/1/2015
7310,Yes,Not employed,,,
7311,Yes,Not employed,,,
7312,Yes,Employed Full Time,41397,2013-05-03 00:00:00,5/3/2013
7313,Yes,Employed Full Time,42233,2015-08-17 00:00:00,8/17/2015
7314,Yes,Employed Full Time,42095,2015-04-01 00:00:00,4/1/2015
7315,Yes,Not employed,,,
7316,Yes,Employed Full Time,42245,2015-08-29 00:00:00,8/29/2015
7317,Yes,,,,
7318,Yes,,,,
7319,Yes,,,,
7320,Yes,,,,
7321,,,,,
7322,,,,,
7323,Yes,,,,
7324,,,,,
7325,,,,,
7326,,,,,
7327,Yes,,,,
7328,,,,,
7329,,,,,
7330,,,,,
7331,,,,,
7332,,,,,
7333,,,,,
7334,,,,,
7335,Yes,Employed Full Time,41143,2012-08-22 00:00:00,8/22/2012
7336,No,Employed Part Time,42352,2015-12-14 00:00:00,12/14/2015
7337,Yes,Employed Full Time,42372,2016-01-03 00:00:00,1/3/2016
7338,No,Employed Full Time,,,
7339,No,Employed Full Time,42232,2015-08-16 00:00:00,8/16/2015
7340,Yes,Employed Full Time,42238,2015-08-22 00:00:00,8/22/2015
7341,No,Not employed,,,
7342,Yes,Not employed,,,
7343,Yes,Not employed,,,
7344,Yes,Employed Full Time,37165,2001-10-01 00:00:00,10/1/2001
7345,No,Employed Part Time,42137,2015-05-13 00:00:00,5/13/2015
7346,No,Employed Full Time,32356,1988-08-01 00:00:00,8/1/1988
7347,No,Employed Part Time,42012,2015-01-08 00:00:00,1/8/2015
7348,Yes,Employed Full Time,42522,2016-06-01 00:00:00,6/1/2016
7349,Yes,Employed Part Time,42536,2016-06-15 00:00:00,6/15/2016
7350,No,Not employed,,,
7351,No,Employed Full Time,42248,2015-09-01 00:00:00,9/1/2015
7352,No,Employed Part Time,42492,2016-05-02 00:00:00,5/2/2016
7353,No,Employed Part Time,41669,2014-01-30 00:00:00,1/30/2014
7354,No,Employed Part Time,42430,2016-03-01 00:00:00,3/1/2016
7355,Yes,Employed Full Time,42247,2015-08-31 00:00:00,8/31/2015
7356,No,Not employed,,,
7357,Yes,Employed Full Time,42323,2015-11-15 00:00:00,11/15/2015
7358,Yes,Employed Full Time,42517,2016-05-27 00:00:00,5/27/2016
7359,Yes,Not employed,,,
7360,No,Not employed,,,
7361,No,Employed Part Time,42206,2015-07-21 00:00:00,7/21/2015
7362,No,Not employed,,,
7363,No,Employed Part Time,41910,2014-09-28 00:00:00,9/28/2014
7364,Yes,Employed Full Time,40303,2010-05-05 00:00:00,5/5/2010
7365,Yes,Employed Part Time,42371,2016-01-02 00:00:00,1/2/2016
7366,No,Not employed,,,
7367,Yes,Employed Full Time,42491,2016-05-01 00:00:00,5/1/2016
7368,No,Employed Full Time,42215,2015-07-30 00:00:00,7/30/2015
7369,No,Not employed,,,
7370,No,Employed Part Time,42261,2015-09-14 00:00:00,9/14/2015
7371,Yes,Not employed,,,
7372,No,Employed Full Time,42415,2016-02-15 00:00:00,2/15/2016
7373,No,Employed Full Time,42513,2016-05-23 00:00:00,5/23/2016
7374,Yes,Not employed,,,
7375,No,Not employed,,,
7376,Yes,Not employed,,,
7377,Yes,Employed Full Time,41862,2014-08-11 00:00:00,8/11/2014
7378,No,Employed Full Time,41425,2013-05-31 00:00:00,5/31/2013
7379,No,Not employed,,,
7380,Yes,Employed Full Time,42009,2015-01-05 00:00:00,1/5/2015
7381,Yes,Not employed,,,
7382,Yes,Employed Part Time,42522,2016-06-01 00:00:00,6/1/2016
7383,No,Employed Full Time,42450,2016-03-21 00:00:00,3/21/2016
7384,Yes,Employed Full Time,42478,2016-04-18 00:00:00,4/18/2016
7385,No,Employed Full Time,42370,2016-01-01 00:00:00,1/1/2016
7386,Yes,Employed Part Time,40425,2010-09-04 00:00:00,9/4/2010
7387,No,Employed Full Time,42217,2015-08-01 00:00:00,8/1/2015
7388,Yes,Employed Part Time,42451,2016-03-22 00:00:00,3/22/2016
7389,Yes,Employed Full Time,42529,2016-06-08 00:00:00,6/8/2016
7390,No,Employed Part Time,42339,2015-12-01 00:00:00,12/1/2015
7391,No,Employed Part Time,42186,2015-07-01 00:00:00,7/1/2015
7392,Yes,Employed Full Time,42136,2015-05-12 00:00:00,5/12/2015
7393,Yes,Employed Full Time,42552,2016-07-01 00:00:00,7/1/2016
7394,No,Employed Full Time,41395,2013-05-01 00:00:00,5/1/2013
