agency,clientid,quarter,baseline_baseline,dob,dob_cat,gender,race,maritalstatus,highested,housingtype,hhadults,hhchildren,criminalbackground,zipcode,date,accessemployment_baseline,employmentstatus_baseline,employmentstartdate_baseline,employmentretention_baseline,jobtrainingenrolled_baseline,jobtrainingcompleted_baseline,savings_baseline,creditscore_baseline,debt_baseline,wages1_baseline,hours1_baseline,wages2_baseline,hours2_baseline,incomeclient_baseline,incomehh_baseline,publicbenefits_baseline,expenseshh_baseline,accessincome_baseline,accessfinancialcoach_baseline,bundledservices_baseline,fincap_budget_baseline,fincap_goals_baseline,fincap_emergencyfund_baseline,fincap_autodeposit_baseline,fincap_incomeexpenses_baseline,fincap_latefee_baseline,accessincome_alltime,accessemployment_alltime,accessfinancialcoach_alltime,bundledservices_alltime,clientid_checkin,quarter_checkin,accessemployment_checkin,employmentstatus_checkin,employmentstartdate_checkin,employmentretention_checkin,jobtrainingenrolled_checkin,jobtrainingcompleted_checkin,savings_checkin,creditscore_checkin,debt_checkin,wages1_checkin,hours1_checkin,wages2_checkin,hours_checkin,incomeclient_checkin,incomehh_checkin,publicbenefits_checkin,expenseshh_checkin,accessincome_checkin,accessfinancialcoach_checkin,bundledservices_checkin,fincap_budget_checkin,fincap_goals_checkin,fincap_emergencyfund_checkin,fincap_autodeposit_checkin,fincap_incomeexpenses_checkin,fincap_latefee_checkin
JFS,1757677,2017 Q3,t,,,Female,Black or African American,Married or Domestic Partnership,"HS, GED, or equivalent",,,,Unknown,76001,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757683,2017 Q2,t,,,Female,White,Married or Domestic Partnership,,,,,,75081,2017-04-01 00:00:00,,Employed Full Time,4/2/2017,,,,,,,26.44,40.0,,,,,,,No,,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757684,2017 Q3,t,1968-10-06 00:00:00,1961-1970,Male,White,Married or Domestic Partnership,Graduate Degree or above,,,,Unknown,75075,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757686,2017 Q2,t,1994-08-25 00:00:00,1991-2000,Male,,,"Some college, no degree",,,,,75056,2017-04-01 00:00:00,,Employed Full Time,3/1/2017,,,,,,,9.0,35.0,,,,,,,No,,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757687,2017 Q3,t,1982-06-05 00:00:00,1981-1990,Male,White,Unknown,Unknown,,,,Unknown,75248,2017-07-01 00:00:00,Yes,Employed Full Time,1/2/2017,,,,,,,9.0,6.0,,,,,,,No,Yes,2,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757691,2017 Q2,t,1965-01-01 00:00:00,1961-1970,Female,Black or African American,Single,,,,,,75081,2017-04-01 00:00:00,Yes,,4/10/2017,,,,,,,12.0,40.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757730,2017 Q3,t,1954-09-28 00:00:00,1951-1960,Female,Black or African American,Single,"HS, GED, or equivalent",,,,Unknown,,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757742,2017 Q3,t,1955-10-17 00:00:00,1951-1960,Female,White,Unknown,Unknown,Owns,1,,Unknown,75243,2017-07-01 00:00:00,Yes,Not employed,,,,,0,,,0.0,30.0,,,,,140.0,1328.0,No,Yes,2,Yes,Very confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757756,2017 Q3,t,1945-02-18 00:00:00,1941-1950,Female,Black or African American,Divorced,Less than HS,,,,Unknown,75040,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757761,2017 Q3,t,,,Female,Unknown,Married or Domestic Partnership,"Some college, no degree",Rents,2,,Unknown,,2017-07-01 00:00:00,,Employed Full Time,1/1/2015,,,,1,530,,7.7,40.0,,,1066.0,3866.0,,2057.0,No,Yes,1,No,Very confident,No,No,Yes,No,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757807,2017 Q3,t,1957-02-15 00:00:00,1951-1960,Female,White,Unknown,Unknown,Owns,1,,Unknown,,2017-07-01 00:00:00,Yes,Not employed,,,,,2,,,0.0,,,,,1260.0,,1200.0,No,Yes,2,Yes,Very confident,Yes,Yes,Yes,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757813,2017 Q3,t,1988-06-06 00:00:00,1981-1990,Female,White,Unknown,Unknown,,,,Unknown,,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757814,2017 Q3,t,1983-09-01 00:00:00,1981-1990,Unknown,Unknown,Unknown,Unknown,,,,Unknown,,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757821,2017 Q3,t,1953-03-03 00:00:00,1951-1960,Male,White,Married or Domestic Partnership,Graduate Degree or above,,,,Unknown,75243,2017-07-01 00:00:00,Yes,Employed Full Time,1/2/2017,,,,,,,10.0,40.0,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757823,2017 Q3,t,1954-09-26 00:00:00,1951-1960,Female,White,Married or Domestic Partnership,,,,,Unknown,75248,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,40.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757828,2017 Q3,t,1962-08-08 00:00:00,1961-1970,Female,White,Divorced,Graduate Degree or above,,,,Unknown,75063,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757870,2017 Q3,t,1990-10-13 00:00:00,1981-1990,Female,Black or African American,Married or Domestic Partnership,"HS, GED, or equivalent",,,,Unknown,75231,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,35.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757906,2017 Q3,t,1975-07-31 00:00:00,1971-1980,Female,Black or African American,Single,,Homeless,1,,Unknown,28262,2017-07-01 00:00:00,Yes,Not employed,,,,,0,,,0.0,,,,400.0,400.0,,499.0,No,Yes,2,No,Somewhat confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757938,2017 Q3,t,,,Male,White,Unknown,Unknown,,,,Unknown,75080,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,40.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757987,2017 Q3,t,1968-05-08 00:00:00,1961-1970,Female,White,Unknown,Unknown,,,,Unknown,75248,2017-07-01 00:00:00,Yes,Employed Full Time,10/1/2015,,,,,,,8.75,40.0,,,,,,,No,Yes,2,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757988,2017 Q3,t,1948-09-12 00:00:00,1941-1950,Male,White,Unknown,Unknown,,,,Unknown,75025,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1757989,2017 Q3,t,1984-08-27 00:00:00,1981-1990,Male,Asian,Unknown,Unknown,,,,Unknown,75034,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,40.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758024,2017 Q4,t,1975-07-19 00:00:00,1971-1980,Female,Black or African American,Married or Domestic Partnership,Unknown,,,,Unknown,75074,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758100,2017 Q3,t,1986-11-26 00:00:00,1981-1990,Male,Hispanic,Married or Domestic Partnership,"HS, GED, or equivalent",,,,Unknown,75215,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758105,2017 Q3,t,1967-07-25 00:00:00,1961-1970,Female,White,Unknown,Unknown,,,,Unknown,75287,2017-07-01 00:00:00,Yes,Employed Part Time,8/31/2017,,,,,,,12.0,38.0,,,,,,,No,,1,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758146,2017 Q3,t,1973-01-09 00:00:00,1971-1980,Female,Asian,Separated,Unknown,Rents,2,2,Unknown,75007,2017-07-01 00:00:00,Yes,Not employed,,,,,0,,,0.0,,,,,,,2398.0,No,Yes,2,No,Very confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758147,2017 Q3,t,1970-10-12 00:00:00,1961-1970,Female,,Unknown,Graduate Degree or above,,,,Unknown,75254,2017-07-01 00:00:00,Yes,Employed Full Time,7/31/2017,,,,,,,9.0,25.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758178,2017 Q3,t,1993-07-21 00:00:00,1991-2000,Male,Black or African American,Unknown,"HS, GED, or equivalent",Lives with Relatives/Friends,2,,Unknown,75228,2017-07-01 00:00:00,,Employed Full Time,11/15/2016,,,,8,677,445,13.0,40.0,,,1444.0,1444.0,,445.0,No,Yes,1,Yes,Very confident,Yes,Yes,Yes,No,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758180,2017 Q3,t,1959-02-09 00:00:00,1951-1960,Male,White,Separated,Graduate Degree or above,,,,Unknown,75044,2017-07-01 00:00:00,,Not employed,,,,,,,,0.0,,,,,,1667.0,,No,Yes,1,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758183,2017 Q3,t,,,Female,Black or African American,Unknown,Unknown,,,,Unknown,,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758200,2017 Q3,t,1962-12-23 00:00:00,1961-1970,Female,,Single,Graduate Degree or above,,,,Unknown,75098,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758240,2017 Q3,t,1993-07-12 00:00:00,1991-2000,Female,Black or African American,Married or Domestic Partnership,"Some college, no degree",,,,Unknown,75232,2017-07-01 00:00:00,Yes,Employed Part Time,2/15/2017,,,,,,,9.0,35.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758256,2017 Q3,t,,,Female,Unknown,Single,"Some college, no degree",,,,Unknown,,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758269,2017 Q3,t,1983-04-05 00:00:00,1981-1990,Female,,Single,"HS, GED, or equivalent",,,,Unknown,75060,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758301,2017 Q3,t,1982-07-01 00:00:00,1981-1990,Male,White,Unknown,Unknown,,,,Unknown,75248,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,20.0,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758302,2017 Q3,t,1987-12-08 00:00:00,1981-1990,Female,,Unknown,Unknown,,,,Unknown,75243,2017-07-01 00:00:00,Yes,Employed Full Time,8/28/2017,,,,,,,13.0,40.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758307,2017 Q3,t,1985-04-18 00:00:00,1981-1990,Male,White,Married or Domestic Partnership,Unknown,,,,Unknown,,2017-07-01 00:00:00,,Not employed,,,,,,,,0.0,,,,,,,,No,Yes,1,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758315,2018 Q3,t,,,Male,White,Married or Domestic Partnership,,,,,Unknown,75229,2018-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,0.0,,,0.0,0.0,,,No,,1,,,,,,,0,1,1,2,1758315,2018 Q4,Yes,Not employed,,,,,,,,0.0,0.0,,,,,,,No,Yes,2,,,,,,
JFS,1758330,2017 Q3,t,,,Female,Unknown,Unknown,Unknown,,,,Unknown,75115,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758337,2017 Q3,t,1964-05-10 00:00:00,1961-1970,Female,White,Divorced,,,,,Unknown,75228,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,40.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758346,2017 Q3,t,,,Male,Black or African American,Single,Less than HS,,,,Unknown,,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758348,2017 Q3,t,1957-09-05 00:00:00,1951-1960,Female,Black or African American,Widowed,Less than HS,,,,Unknown,75217,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758425,2018 Q3,t,1985-01-03 00:00:00,1981-1990,Female,Asian,Unknown,Unknown,,1,,Unknown,75044,2018-07-01 00:00:00,Yes,Not employed,,,,,,710,,0.0,0.0,,,0.0,750.0,,,Yes,Yes,3,No,Somewhat confident,No,No,No,Yes,1,1,1,3,1758425,2018 Q4,Yes,Employed Part Time,9/24/2018,,,,,,,15.0,40.0,,,1800.0,1800.0,,,No,Yes,2,,,,,,
JFS,1758432,2017 Q3,t,,,Female,Unknown,Unknown,Unknown,,,,Unknown,75081,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,38.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758434,2017 Q3,t,,,Male,Unknown,Unknown,Unknown,,,,Unknown,,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758435,2017 Q3,t,,,Male,Unknown,Unknown,Unknown,,,,Unknown,,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758436,2017 Q3,t,,,Male,White,Unknown,Unknown,,,,Unknown,,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758450,2017 Q3,t,1949-03-22 00:00:00,1941-1950,Female,Unknown,Unknown,Graduate Degree or above,,,,Unknown,75080,2017-07-01 00:00:00,Yes,Employed Full Time,9/18/2017,,,,,,,25.0,40.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758455,2017 Q3,t,1964-01-01 00:00:00,1961-1970,Male,,Unknown,"Some college, no degree",,,,Unknown,75231,2017-07-01 00:00:00,Yes,Employed Full Time,3/1/2015,,,,,,,10.75,40.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758466,2017 Q3,t,1952-11-01 00:00:00,1951-1960,Female,White,Separated,"Some college, no degree",,,,Unknown,75081,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,40.0,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758488,2017 Q3,t,1989-11-02 00:00:00,1981-1990,Female,Black or African American,Unknown,Unknown,Lives with Relatives/Friends,2,,Unknown,75067,2017-07-01 00:00:00,,Employed Full Time,1/1/2017,,,,0,,41255,15.0,40.0,,,2330.0,2330.0,,1764.0,No,Yes,1,Yes,Very confident,No,Yes,Yes,No,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758498,2017 Q3,t,1954-12-09 00:00:00,1951-1960,Male,White,Unknown,Unknown,Owns,2,,Unknown,75146,2017-07-01 00:00:00,Yes,Employed Full Time,1/1/2017,,,,,,,11.0,40.0,,,1200.0,1200.0,,,No,Yes,2,No,Somewhat confident,Yes,Yes,Yes,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758504,2017 Q3,t,1965-05-12 00:00:00,1961-1970,Female,White,Unknown,Unknown,,,,Unknown,75238,2017-07-01 00:00:00,,Not employed,,,,,,,,0.0,,,,,,,,No,Yes,1,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758513,2017 Q3,t,1956-03-02 00:00:00,1951-1960,Female,White,Divorced,"Some college, no degree",,,,Unknown,75089,2017-07-01 00:00:00,Yes,Not employed,,,,,4,,101000,0.0,,,,3000.0,3000.0,,3791.0,No,Yes,2,Yes,Somewhat confident,Yes,Yes,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758515,2017 Q3,t,1954-07-04 00:00:00,1951-1960,Male,White,Married or Domestic Partnership,,,,,Unknown,75093,2017-07-01 00:00:00,Yes,Employed Full Time,8/30/2017,,,,,,,19.0,40.0,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758529,2017 Q3,t,,,Female,Black or African American,Unknown,"Some college, no degree",,,,Unknown,,2017-07-01 00:00:00,Yes,Employed Full Time,4/1/2017,,,,,,,11.2,40.0,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758533,2017 Q3,t,1976-06-25 00:00:00,1971-1980,Female,White,Divorced,,Rents,1,1,Unknown,75080,2017-07-01 00:00:00,Yes,Not employed,,,,,0,,,0.0,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758534,2017 Q3,t,,,Female,Black or African American,Single,"HS, GED, or equivalent",,,,Unknown,,2017-07-01 00:00:00,Yes,Employed Full Time,8/21/2017,,,,,,,11.75,29.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758589,2017 Q3,t,1964-09-10 00:00:00,1961-1970,Female,Black or African American,Unknown,Unknown,,,,Unknown,75243,2017-07-01 00:00:00,Yes,Employed Part Time,8/1/2015,,,,,,,14.08,30.0,,,,,,,No,,1,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758627,2017 Q3,t,1971-11-02 00:00:00,1971-1980,Male,Black or African American,Divorced,Unknown,,,,Unknown,75042,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758633,2017 Q3,t,1957-06-09 00:00:00,1951-1960,Male,Hispanic,Married or Domestic Partnership,"Some college, no degree",,,,Unknown,75082,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758635,2017 Q3,t,1972-08-19 00:00:00,1971-1980,Male,,Married or Domestic Partnership,Associate Degree,,,,Unknown,75080,2017-07-01 00:00:00,Yes,Employed Full Time,1/25/2017,,,,,,,12.0,40.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758637,2017 Q3,t,1987-05-25 00:00:00,1981-1990,Female,Black or African American,Married or Domestic Partnership,Unknown,,,,Unknown,75243,2017-07-01 00:00:00,Yes,Employed Full Time,8/25/2017,,,,,,,10.0,40.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758639,2017 Q3,t,1990-12-21 00:00:00,1981-1990,Female,,Single,"Some college, no degree",,,,Unknown,75243,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758642,2017 Q3,t,1987-03-27 00:00:00,1981-1990,Male,White,Married or Domestic Partnership,Unknown,,,,Unknown,75023,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758654,2017 Q3,t,1956-11-04 00:00:00,1951-1960,Female,Black or African American,Unknown,Unknown,,,,Unknown,75043,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758656,2017 Q3,t,1980-09-06 00:00:00,1971-1980,Female,Hispanic,Unknown,Unknown,Rents,1,2,Unknown,75248,2017-07-01 00:00:00,Yes,Employed Part Time,1/1/2017,,,,0,620,2500,10.0,35.0,,,1400.0,1700.0,175.0,2259.0,No,Yes,2,Yes,Very confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758661,2017 Q3,t,1981-02-18 00:00:00,1981-1990,Male,White,Unknown,Unknown,,,,Unknown,75075,2017-07-01 00:00:00,Yes,Employed Full Time,8/1/2014,,,,,,,38.46,40.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758670,2017 Q3,t,1953-06-02 00:00:00,1951-1960,Female,Black or African American,Widowed,"HS, GED, or equivalent",Rents,1,0,Unknown,75038,2017-07-01 00:00:00,Yes,Not employed,,,,,0,,0,0.0,,,,,1100.0,,1255.0,No,Yes,2,No,Somewhat confident,No,No,No,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758679,2017 Q3,t,1966-01-27 00:00:00,1961-1970,Male,White,Unknown,Unknown,,,,Unknown,75211,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758687,2017 Q3,t,1964-12-10 00:00:00,1961-1970,Female,Black or African American,Unknown,Unknown,Owns,1,,Unknown,75233,2017-07-01 00:00:00,Yes,Employed Part Time,5/1/2017,,,,0,502,,10.0,15.0,,,1300.0,1300.0,,2768.0,No,Yes,2,No,Not at all confident,No,No,Yes,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758699,2017 Q3,t,1989-06-08 00:00:00,1981-1990,Male,White,Married or Domestic Partnership,"Some college, no degree",,,,Unknown,75044,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758701,2017 Q3,t,1948-07-04 00:00:00,1941-1950,Male,Other,Married or Domestic Partnership,,,,,Unknown,75287,2017-07-01 00:00:00,Yes,Employed Part Time,10/1/2005,,,,,,,12.0,18.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758721,2017 Q3,t,1958-04-21 00:00:00,1951-1960,Male,,Married or Domestic Partnership,"HS, GED, or equivalent",,,,Unknown,75252,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758750,2017 Q3,t,,,Female,White,Married or Domestic Partnership,,,,,Unknown,75082,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758774,2017 Q3,t,1969-08-27 00:00:00,1961-1970,Female,White,Divorced,"Some college, no degree",Lives with Relatives/Friends,2,,Unknown,75252,2017-07-01 00:00:00,Yes,Not employed,,,,,0,650,4000,0.0,,,,,,,721.0,No,Yes,2,No,Somewhat confident,No,No,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758803,2017 Q3,t,1958-12-22 00:00:00,1951-1960,Female,Black or African American,Married or Domestic Partnership,Unknown,,,,Unknown,75080,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758805,2017 Q3,t,1963-12-29 00:00:00,1961-1970,Female,Asian,Married or Domestic Partnership,Unknown,,,,Unknown,75254,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758845,2017 Q3,t,1979-04-05 00:00:00,1971-1980,Male,White,Married or Domestic Partnership,"Some college, no degree",Rents,2,3,Unknown,76244,2017-07-01 00:00:00,,Employed Full Time,10/31/2017,,,,0,714,,38.46,40.0,,,,2230.0,,5182.0,No,Yes,1,Yes,Very confident,No,Yes,No,No,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758887,2017 Q3,t,1982-11-27 00:00:00,1981-1990,Male,Black or African American,Single,Graduate Degree or above,Rents,2,,Unknown,75287,2017-07-01 00:00:00,Yes,Not employed,,,,,0,650,194000,0.0,,,,,2040.0,,2047.0,No,Yes,2,Yes,Very confident,No,No,Yes,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758897,2017 Q3,t,1979-12-23 00:00:00,1971-1980,Female,Unknown,Single,Less than HS,,,,Unknown,75211,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
