employmentid,accessemployment,employmentstatus,employmentstartdate,employmentretention,jobtrainingenrolled,jobtrainingcompleted,to_timestamp_from_excel
8493,Yes,Employed Full Time,,,,,
8494,Yes,Employed Full Time,42258,Yes,,,2015-09-11 00:00:00
8495,Yes,Employed Full Time,,,,,
8496,Yes,Employed Full Time,,,Yes,,
8497,Yes,Employed Full Time,,,,,
8498,Yes,Employed Full Time,42121,,,,2015-04-27 00:00:00
8499,Yes,Employed Full Time,42024,,,,2015-01-20 00:00:00
8500,Yes,Not employed,,,,,
8501,Yes,Employed Full Time,42138,,,,2015-05-14 00:00:00
8502,Yes,Employed Full Time,42114,,,,2015-04-20 00:00:00
8503,Yes,Employed Full Time,42214,,Yes,,2015-07-29 00:00:00
8504,Yes,Employed Full Time,42156,Yes,,,2015-06-01 00:00:00
8505,Yes,Not employed,,,,,
8506,Yes,Employed Full Time,42114,,,,2015-04-20 00:00:00
8507,Yes,Employed Full Time,,,,,
8508,Yes,Not employed,,,,,
8509,Yes,Employed Full Time,42068,,,,2015-03-05 00:00:00
8510,Yes,Employed Part Time,42347,,,,2015-12-09 00:00:00
8511,Yes,Employed Full Time,,,,,
8512,Yes,Employed Full Time,,,,,
8513,Yes,Employed Full Time,42380,,,,2016-01-11 00:00:00
8514,Yes,Employed Full Time,,,,,
8515,Yes,Employed Full Time,41397,Yes,,,2013-05-03 00:00:00
8516,Yes,Employed Full Time,,,,,
8517,Yes,Not employed,42329,,,,2015-11-21 00:00:00
8518,Yes,Employed Full Time,42233,Yes,,,2015-08-17 00:00:00
8519,Yes,Employed Full Time,42443,,,,2016-03-14 00:00:00
8520,Yes,Employed Full Time,42095,,Yes,Yes,2015-04-01 00:00:00
8521,Yes,Employed Full Time,,,,,
8522,Yes,Employed Full Time,42205,,,,2015-07-20 00:00:00
8523,Yes,Employed Full Time,42245,Yes,Yes,Yes,2015-08-29 00:00:00
8524,Yes,Not employed,,No,No,No,
8525,Yes,Not employed,,No,No,No,
8526,Yes,Employed Part Time,42231,Yes,Yes,Yes,2015-08-15 00:00:00
8527,Yes,Employed Full Time,41981,Yes,Yes,Yes,2014-12-08 00:00:00
8528,Yes,Employed Full Time,41143,Yes,No,No,2012-08-22 00:00:00
8529,No,Employed Part Time,42352,No,No,No,2015-12-14 00:00:00
8530,Yes,Employed Full Time,42372,No,Yes,No,2016-01-03 00:00:00
8531,No,Employed Full Time,,No,Yes,No,
8532,No,Employed Full Time,42232,Yes,No,No,2015-08-16 00:00:00
8533,Yes,Employed Full Time,42238,Yes,No,No,2015-08-22 00:00:00
8534,No,Not employed,,No,No,No,
8535,Yes,Not employed,,No,No,No,
8536,Yes,Not employed,,No,No,No,
8537,Yes,Employed Full Time,37165,Yes,No,No,2001-10-01 00:00:00
8538,No,Employed Part Time,42137,Yes,No,No,2015-05-13 00:00:00
8539,No,,,,No,No,
8540,Yes,Employed Part Time,42317,,No,No,2015-11-09 00:00:00
8541,Yes,Employed Part Time,42389,,No,No,2016-01-20 00:00:00
8542,Yes,Employed Full Time,42305,,No,No,2015-10-28 00:00:00
8543,No,Employed Full Time,42429,,No,No,2016-02-29 00:00:00
8544,No,Employed Full Time,,,No,No,
8545,No,Employed Full Time,,,No,No,
8546,No,Employed Full Time,,,No,No,
8547,No,,,,No,No,
8548,No,,,,No,No,
8549,No,Employed Full Time,42219,,No,No,2015-08-03 00:00:00
8550,No,,,,No,No,
8551,No,,,,No,No,
8552,No,Not employed,,,No,No,
8553,Yes,Not employed,42233,,No,No,2015-08-17 00:00:00
8554,No,Employed Full Time,,,No,No,
8555,No,Not employed,,,No,No,
8556,No,Employed Full Time,,,No,No,
8557,No,Employed Full Time,,,No,No,
8558,No,,,,No,No,
8559,No,,,,No,No,
8560,Yes,Employed Full Time,,,No,No,
8561,No,,,,No,No,
8562,No,,,,No,No,
8563,No,Employed Full Time,,,No,No,
8564,Yes,Not employed,42198,,No,No,2015-07-13 00:00:00
8565,Yes,Not employed,42207,,No,No,2015-07-22 00:00:00
8566,No,Not employed,42240,,No,No,2015-08-24 00:00:00
8567,Yes,Employed Full Time,42305,,No,No,2015-10-28 00:00:00
8568,Yes,Not employed,,,No,No,
8569,No,,,,No,No,
8570,No,,,,No,No,
8571,No,Employed Full Time,,,No,No,
8572,No,Employed Full Time,,,No,No,
8573,No,,,,No,No,
8574,Yes,Employed Full Time,,,No,No,
8575,Yes,Not employed,42205,,No,No,2015-07-20 00:00:00
8576,No,,,,No,No,
8577,Yes,Not employed,42241,,No,No,2015-08-25 00:00:00
8578,No,Not employed,,,No,No,
8579,No,,,,No,No,
8580,No,,,,No,No,
8581,No,,,,No,No,
8582,Yes,Not employed,42194,,No,No,2015-07-09 00:00:00
8583,No,Employed Full Time,,,No,No,
8584,No,,,,No,No,
8585,Yes,Not employed,42191,,No,No,2015-07-06 00:00:00
8586,Yes,Employed Full Time,42436,,No,No,2016-03-07 00:00:00
8587,No,Not employed,,,No,No,
8588,No,,,,No,No,
8589,No,Not employed,,,Yes,Yes,
8590,No,,,,No,No,
8591,No,,,,No,No,
8592,No,Not employed,,,No,No,
8593,No,Not employed,,,No,No,
8594,Yes,Employed Full Time,42325,,No,No,2015-11-17 00:00:00
8595,No,Employed Part Time,,,No,No,
8596,No,Not employed,,,No,No,
8597,Yes,Not employed,,,No,No,
8598,No,Employed Full Time,,,No,No,
8599,Yes,Not employed,42303,,No,No,2015-10-26 00:00:00
8600,No,,,,No,No,
8601,No,,,,No,No,
8602,No,,,,No,No,
8603,No,Employed Full Time,,,No,No,
8604,Yes,Not employed,,,No,No,
8605,Yes,Employed Full Time,42305,,No,No,2015-10-28 00:00:00
8606,Yes,Not employed,42464,,No,No,2016-04-04 00:00:00
8607,Yes,Not employed,42373,,Yes,Yes,2016-01-04 00:00:00
8608,No,Not employed,42373,,Yes,Yes,2016-01-04 00:00:00
8609,No,,,,No,No,
8610,No,Employed Full Time,,,No,No,
8611,Yes,Not employed,42508,,Yes,No,2016-05-18 00:00:00
8612,No,Employed Part Time,,,No,No,
8613,Yes,Employed Full Time,,,No,No,
8614,No,Employed Full Time,,,No,No,
8615,No,Not employed,42348,,Yes,Yes,2015-12-10 00:00:00
8616,Yes,Not employed,42516,,No,No,2016-05-26 00:00:00
8617,No,Not employed,,,No,No,
8618,No,Employed Full Time,,,No,No,
8619,No,Not employed,,,No,No,
8620,Yes,Not employed,42271,,No,No,2015-09-24 00:00:00
8621,No,Not employed,42230,,Yes,No,2015-08-14 00:00:00
8622,No,,,,No,No,
8623,No,Not employed,,,No,No,
8624,No,,,,No,No,
8625,No,Not employed,,,Yes,Yes,
8626,No,Employed Full Time,,,No,No,
8627,No,,,,No,No,
8628,No,Employed Full Time,,,No,No,
8629,Yes,Employed Full Time,,,No,No,
8630,Yes,Not employed,42268,,No,No,2015-09-21 00:00:00
8631,Yes,Not employed,42377,,No,No,2016-01-08 00:00:00
8632,Yes,Not employed,42248,,No,No,2015-09-01 00:00:00
8633,Yes,Not employed,42250,,No,No,2015-09-03 00:00:00
8634,Yes,Not employed,42250,,No,No,2015-09-03 00:00:00
8635,Yes,Not employed,42254,,No,No,2015-09-07 00:00:00
8636,No,Employed Full Time,42446,,Yes,Yes,2016-03-17 00:00:00
8637,No,Not employed,42248,,No,No,2015-09-01 00:00:00
8638,No,Not employed,,,No,No,
8639,Yes,Employed Full Time,42247,,No,No,2015-08-31 00:00:00
8640,Yes,Not employed,42479,,No,No,2016-04-19 00:00:00
8641,Yes,Not employed,42307,,No,No,2015-10-30 00:00:00
8642,Yes,Not employed,42320,,No,No,2015-11-12 00:00:00
8643,Yes,Not employed,42249,,No,No,2015-09-02 00:00:00
8644,No,Employed Full Time,,,No,No,
8645,Yes,Employed Full Time,42228,,No,No,2015-08-12 00:00:00
8646,Yes,Not employed,42487,,No,No,2016-04-27 00:00:00
8647,Yes,Not employed,,,Yes,No,
8648,Yes,Employed Full Time,42262,,No,No,2015-09-15 00:00:00
8649,Yes,Employed Full Time,42255,,No,No,2015-09-08 00:00:00
8650,Yes,Not employed,42259,,No,No,2015-09-12 00:00:00
8651,Yes,Not employed,42258,,No,No,2015-09-11 00:00:00
8652,Yes,Not employed,42274,,No,No,2015-09-27 00:00:00
8653,Yes,Not employed,42254,,No,No,2015-09-07 00:00:00
8654,Yes,Employed Full Time,42261,,No,No,2015-09-14 00:00:00
8655,Yes,Not employed,42275,,No,No,2015-09-28 00:00:00
8656,Yes,Not employed,42268,,No,No,2015-09-21 00:00:00
8657,Yes,Employed Full Time,42283,,No,No,2015-10-06 00:00:00
8658,Yes,Employed Full Time,42289,,No,No,2015-10-12 00:00:00
8659,Yes,Not employed,42355,,No,No,2015-12-17 00:00:00
8660,No,Employed Full Time,,,No,No,
8661,Yes,Not employed,42346,,No,No,2015-12-08 00:00:00
8662,No,Not employed,42409,,No,No,2016-02-09 00:00:00
8663,No,Not employed,,,No,No,
8664,Yes,Not employed,42356,,No,No,2015-12-18 00:00:00
8665,No,,,,No,No,
8666,Yes,Not employed,42461,,No,No,2016-04-01 00:00:00
8667,Yes,Not employed,42356,,No,No,2015-12-18 00:00:00
8668,No,Employed Full Time,,,No,No,
8669,No,Employed Part Time,,,No,No,
8670,No,Employed Full Time,,,No,No,
8671,No,Not employed,42422,,No,No,2016-02-22 00:00:00
8672,No,Employed Full Time,,,No,No,
8673,Yes,Not employed,,,No,No,
8674,No,Not employed,,,No,No,
8675,Yes,Not employed,,,No,No,
8676,No,Employed Full Time,,,No,No,
8677,No,Employed Full Time,,,No,No,
8678,Yes,Employed Part Time,,,No,No,
8679,No,Employed Full Time,,,No,No,
8680,Yes,Not employed,42347,,No,No,2015-12-09 00:00:00
8681,No,Employed Full Time,,,No,No,
8682,No,Employed Full Time,,,No,No,
8683,Yes,Employed Full Time,42339,,No,No,2015-12-01 00:00:00
8684,Yes,Employed Full Time,42332,,No,No,2015-11-24 00:00:00
8685,No,Employed Full Time,,,No,No,
8686,No,Employed Part Time,42422,,No,No,2016-02-22 00:00:00
8687,No,Not employed,,,No,No,
8688,Yes,Not employed,42541,,No,No,2016-06-20 00:00:00
8689,Yes,Employed Part Time,,,No,No,
8690,Yes,Not employed,,,No,No,
8691,Yes,Not employed,42506,,No,No,2016-05-16 00:00:00
8692,Yes,Not employed,,,No,No,
8693,No,Employed Part Time,42394,,No,No,2016-01-25 00:00:00
8694,Yes,Not employed,,,No,No,
8695,No,Not employed,,,No,No,
8696,No,Employed Full Time,,,No,No,
8697,No,Not employed,,,No,No,
8698,Yes,Not employed,42381,,No,No,2016-01-12 00:00:00
8699,Yes,Not employed,,,No,No,
8700,No,Not employed,,,No,No,
8701,No,Employed Full Time,,,No,No,
8702,Yes,Not employed,,,No,No,
8703,No,Employed Full Time,,,No,No,
8704,No,Not employed,,,Yes,Yes,
8705,Yes,Employed Part Time,42388,,No,No,2016-01-19 00:00:00
8706,No,Not employed,,,No,No,
8707,No,Not employed,,,No,No,
8708,No,Not employed,,,No,No,
8709,No,Employed Part Time,,,No,No,
8710,No,Not employed,,,No,No,
8711,No,,,,,,
8712,No,Not employed,,,No,No,
8713,No,Employed Part Time,,,No,No,
8714,No,Not employed,,,No,No,
8715,Yes,Employed Part Time,,,No,No,
8716,No,Not employed,,,No,No,
8717,No,Employed Part Time,,,No,No,
8718,Yes,Employed Part Time,,,No,No,
8719,No,Employed Part Time,,,No,No,
8720,No,Not employed,,,No,No,
8721,No,Not employed,,,No,No,
8722,Yes,Not employed,42438,,Yes,No,2016-03-09 00:00:00
8723,No,Not employed,,,No,No,
8724,No,Not employed,,,No,No,
8725,Yes,Not employed,42033,,No,No,2015-01-29 00:00:00
8726,Yes,Employed Full Time,,,Yes,No,
8727,Yes,Employed Full Time,,,Yes,Yes,
8728,No,Employed Full Time,,,No,No,
8729,Yes,Employed Full Time,42394,,Yes,Yes,2016-01-25 00:00:00
8730,Yes,Employed Full Time,,,Yes,Yes,
8731,No,Not employed,,,No,No,
8732,Yes,Not employed,42481,,No,No,2016-04-21 00:00:00
8733,No,Not employed,,,Yes,No,
8734,No,Employed Full Time,,,Yes,Yes,
8735,No,Not employed,42400,,No,No,2016-01-31 00:00:00
8736,Yes,Not employed,42480,,No,No,2016-04-20 00:00:00
8737,Yes,Not employed,,,No,No,
8738,Yes,Not employed,42394,,No,No,2016-01-25 00:00:00
8739,Yes,Employed Full Time,,,No,No,
8740,Yes,Not employed,42430,,No,No,2016-03-01 00:00:00
8741,Yes,Not employed,42233,,No,No,2015-08-17 00:00:00
8742,Yes,Not employed,42219,,No,No,2015-08-03 00:00:00
8743,Yes,Not employed,42275,,No,No,2015-09-28 00:00:00
8744,Yes,Not employed,42398,,No,No,2016-01-29 00:00:00
8745,Yes,Not employed,42228,,No,No,2015-08-12 00:00:00
8746,Yes,Not employed,42223,,No,No,2015-08-07 00:00:00
8747,Yes,Not employed,42219,,No,No,2015-08-03 00:00:00
8748,Yes,Not employed,42223,,No,No,2015-08-07 00:00:00
8749,Yes,Not employed,42223,,No,No,2015-08-07 00:00:00
8750,Yes,Not employed,42380,,No,No,2016-01-11 00:00:00
8751,Yes,Not employed,42387,,No,No,2016-01-18 00:00:00
8752,No,Not employed,42198,,No,No,2015-07-13 00:00:00
8753,Yes,Not employed,42212,,No,No,2015-07-27 00:00:00
8754,Yes,Not employed,42233,,No,No,2015-08-17 00:00:00
8755,No,Employed Full Time,,,No,No,
8756,Yes,Not employed,42234,,No,No,2015-08-18 00:00:00
8757,Yes,Not employed,42240,,No,No,2015-08-24 00:00:00
8758,Yes,Not employed,42212,,No,No,2015-07-27 00:00:00
8759,Yes,Not employed,42312,,No,No,2015-11-04 00:00:00
8760,Yes,Not employed,42190,,No,No,2015-07-05 00:00:00
8761,Yes,Not employed,42214,,No,No,2015-07-29 00:00:00
8762,Yes,Not employed,42375,,No,No,2016-01-06 00:00:00
8763,No,Not employed,42247,,No,No,2015-08-31 00:00:00
8764,Yes,Not employed,42234,,No,No,2015-08-18 00:00:00
8765,Yes,Not employed,42261,,No,No,2015-09-14 00:00:00
8766,No,Not employed,42240,,No,No,2015-08-24 00:00:00
8767,No,Not employed,42247,,No,No,2015-08-31 00:00:00
8768,Yes,Not employed,42236,,No,No,2015-08-20 00:00:00
8769,Yes,Not employed,42205,,No,No,2015-07-20 00:00:00
8770,Yes,Employed Full Time,42205,,No,No,2015-07-20 00:00:00
8771,Yes,Not employed,42340,,Yes,Yes,2015-12-02 00:00:00
8772,Yes,Not employed,42282,,No,No,2015-10-05 00:00:00
8773,Yes,Not employed,42206,,No,No,2015-07-21 00:00:00
8774,Yes,Not employed,42202,,No,No,2015-07-17 00:00:00
8775,Yes,Not employed,42193,,No,No,2015-07-08 00:00:00
8776,Yes,Not employed,42382,,No,No,2016-01-13 00:00:00
8777,Yes,Not employed,42195,,No,No,2015-07-10 00:00:00
8778,Yes,Not employed,42186,,No,No,2015-07-01 00:00:00
8779,Yes,Not employed,42193,,No,No,2015-07-08 00:00:00
8780,Yes,Not employed,42262,,No,No,2015-09-15 00:00:00
8781,Yes,Not employed,42335,,No,No,2015-11-27 00:00:00
8782,Yes,Employed Full Time,42186,,No,No,2015-07-01 00:00:00
8783,Yes,Not employed,42208,,No,No,2015-07-23 00:00:00
8784,Yes,Not employed,42285,,No,No,2015-10-08 00:00:00
8785,Yes,Not employed,42381,,No,No,2016-01-12 00:00:00
8786,Yes,Employed Full Time,42195,,No,No,2015-07-10 00:00:00
8787,Yes,Not employed,42192,,No,No,2015-07-07 00:00:00
8788,Yes,Not employed,42299,,No,No,2015-10-22 00:00:00
8789,Yes,Not employed,42236,,No,No,2015-08-20 00:00:00
8790,Yes,Not employed,42206,,No,No,2015-07-21 00:00:00
8791,Yes,Not employed,42236,,No,No,2015-08-20 00:00:00
8792,No,Not employed,42409,,No,No,2016-02-09 00:00:00
8793,Yes,Not employed,42408,,No,No,2016-02-08 00:00:00
8794,Yes,Not employed,42419,,No,No,2016-02-19 00:00:00
8795,Yes,Not employed,42432,,No,No,2016-03-03 00:00:00
8796,No,Employed Full Time,42361,,Yes,Yes,2015-12-23 00:00:00
8797,Yes,Not employed,,,No,No,
8798,No,Not employed,42441,,Yes,Yes,2016-03-12 00:00:00
8799,Yes,Not employed,,,No,No,
8800,No,Not employed,42349,,Yes,Yes,2015-12-11 00:00:00
8801,Yes,Not employed,42199,,No,No,2015-07-14 00:00:00
8802,Yes,Not employed,42186,,No,No,2015-07-01 00:00:00
8803,Yes,Employed Full Time,,,No,No,
8804,Yes,Not employed,,,No,No,
8805,Yes,Not employed,42257,,No,No,2015-09-10 00:00:00
8806,Yes,Not employed,42199,,No,No,2015-07-14 00:00:00
8807,Yes,Not employed,42408,,No,No,2016-02-08 00:00:00
8808,Yes,Not employed,42447,,No,No,2016-03-18 00:00:00
8809,Yes,Not employed,,,No,No,
8810,Yes,Not employed,42418,,No,No,2016-02-18 00:00:00
8811,Yes,Not employed,42409,,No,No,2016-02-09 00:00:00
8812,Yes,Not employed,42223,,No,No,2015-08-07 00:00:00
8813,No,Employed Full Time,,,No,No,
8814,Yes,Not employed,42437,,No,No,2016-03-08 00:00:00
8815,No,Not employed,,,No,No,
8816,No,Not employed,,,No,No,
8817,Yes,Not employed,42416,,No,No,2016-02-16 00:00:00
8818,Yes,Employed Part Time,42107,,Yes,Yes,2015-04-13 00:00:00
8819,No,Not employed,42415,,No,No,2016-02-15 00:00:00
8820,No,Employed Full Time,,,No,No,
8821,Yes,Not employed,42453,,Yes,Yes,2016-03-24 00:00:00
8822,Yes,Employed Part Time,42353,,Yes,Yes,2015-12-15 00:00:00
8823,Yes,Not employed,42418,,No,No,2016-02-18 00:00:00
8824,Yes,Not employed,42487,,No,No,2016-04-27 00:00:00
8825,Yes,Not employed,,,No,No,
8826,No,Not employed,,,No,No,
8827,Yes,Employed Part Time,,,No,No,
8828,Yes,Not employed,,,No,No,
8829,Yes,Not employed,,,No,No,
8830,Yes,Not employed,42429,,No,No,2016-02-29 00:00:00
8831,Yes,Not employed,42502,,No,No,2016-05-12 00:00:00
8832,Yes,Not employed,,,No,No,
8833,Yes,Not employed,42424,,No,No,2016-02-24 00:00:00
8834,Yes,Not employed,,,No,No,
8835,Yes,Not employed,42426,,No,No,2016-02-26 00:00:00
8836,,,,,,,
8837,Yes,Not employed,42437,,No,No,2016-03-08 00:00:00
8838,Yes,Not employed,42444,,No,No,2016-03-15 00:00:00
8839,Yes,Not employed,42426,,No,No,2016-02-26 00:00:00
8840,Yes,Employed Full Time,,,Yes,Yes,
8841,Yes,Not employed,42219,,No,No,2015-08-03 00:00:00
8842,Yes,Employed Part Time,41281,,Yes,Yes,2013-01-07 00:00:00
8843,Yes,Not employed,42499,,Yes,Yes,2016-05-09 00:00:00
8844,Yes,Not employed,42492,,No,No,2016-05-02 00:00:00
8845,No,Employed Full Time,42405,,Yes,Yes,2016-02-05 00:00:00
8846,Yes,Employed Full Time,42405,,Yes,Yes,2016-02-05 00:00:00
8847,Yes,Employed Full Time,42524,,No,No,2016-06-03 00:00:00
8848,Yes,Not employed,42444,,No,No,2016-03-15 00:00:00
8849,No,Not employed,,,No,No,
8850,No,Not employed,42439,,No,No,2016-03-10 00:00:00
8851,Yes,Employed Full Time,42032,,No,No,2015-01-28 00:00:00
8852,Yes,Not employed,42467,,No,No,2016-04-07 00:00:00
8853,Yes,Not employed,42467,,No,No,2016-04-07 00:00:00
8854,Yes,Not employed,,,No,No,
8855,Yes,Not employed,42496,,No,No,2016-05-06 00:00:00
8856,Yes,Not employed,42453,,No,No,2016-03-24 00:00:00
8857,Yes,Not employed,42467,,No,No,2016-04-07 00:00:00
8858,Yes,Employed Full Time,,,No,No,
8859,Yes,Not employed,,,No,No,
8860,Yes,Not employed,42465,,No,No,2016-04-05 00:00:00
8861,Yes,Not employed,,,No,No,
8862,No,Not employed,,,No,No,
8863,Yes,Not employed,,,No,No,
8864,Yes,Not employed,,,No,No,
8865,Yes,Not employed,,,No,No,
8866,No,Not employed,,,Yes,No,
8867,Yes,Not employed,42475,,No,No,2016-04-15 00:00:00
8868,No,Employed Full Time,,,No,No,
8869,Yes,Not employed,42482,,No,No,2016-04-22 00:00:00
8870,No,Employed Part Time,,,No,No,
8871,No,Employed Part Time,42156,,No,No,2015-06-01 00:00:00
8872,Yes,Not employed,,,No,No,
8873,No,Not employed,,,No,No,
8874,Yes,Not employed,,,No,No,
8875,No,Not employed,,,No,No,
8876,Yes,Not employed,42492,,No,No,2016-05-02 00:00:00
8877,Yes,Not employed,,,No,No,
8878,No,Employed Part Time,,,No,No,
8879,Yes,Not employed,,,No,No,
8880,No,Not employed,,,Yes,No,
8881,Yes,Not employed,,,No,No,
8882,No,Not employed,,,No,No,
8883,Yes,Not employed,42500,,No,No,2016-05-10 00:00:00
8884,No,Employed Full Time,,,No,No,
8885,Yes,Not employed,,,No,No,
8886,No,Not employed,,,No,No,
8887,No,Employed Full Time,,,No,No,
8888,No,Employed Full Time,,,No,No,
8889,Yes,Not employed,,,Yes,No,
8890,Yes,Not employed,42493,,No,No,2016-05-03 00:00:00
8891,No,Employed Full Time,,,No,No,
8892,No,Employed Full Time,,,No,No,
8893,Yes,Not employed,,,No,No,
8894,Yes,Not employed,42500,,No,No,2016-05-10 00:00:00
8895,No,Not employed,,,No,No,
8896,No,Not employed,,,No,No,
8897,Yes,Not employed,,,No,No,
8898,Yes,Not employed,,,No,No,
8899,No,,,,No,No,
8900,Yes,Employed Full Time,,,No,No,
8901,No,,,,No,No,
8902,Yes,Not employed,42508,,No,No,2016-05-18 00:00:00
8903,Yes,Not employed,42544,,No,No,2016-06-23 00:00:00
8904,Yes,Not employed,42523,,No,No,2016-06-02 00:00:00
8905,Yes,Not employed,42317,,No,No,2015-11-09 00:00:00
8906,Yes,Not employed,42544,,No,No,2016-06-23 00:00:00
8907,No,Employed Full Time,,,No,No,
8908,Yes,Not employed,42531,,Yes,No,2016-06-10 00:00:00
8909,Yes,Not employed,42500,,No,No,2016-05-10 00:00:00
8910,Yes,Not employed,,,No,No,
8911,Yes,Not employed,42499,,No,No,2016-05-09 00:00:00
8912,No,Employed Full Time,,,No,No,
8913,No,,,,No,No,
8914,Yes,Not employed,,,No,No,
8915,Yes,Not employed,42510,,No,No,2016-05-20 00:00:00
8916,Yes,Not employed,42535,,No,No,2016-06-14 00:00:00
8917,No,,,,No,No,
8918,No,Employed Full Time,,,No,No,
8919,Yes,Not employed,42531,,No,No,2016-06-10 00:00:00
8920,Yes,Not employed,,,No,No,
8921,Yes,Not employed,42522,,No,No,2016-06-01 00:00:00
8922,Yes,Not employed,,,No,No,
8923,Yes,Not employed,42535,,No,No,2016-06-14 00:00:00
8924,Yes,,,,No,No,
8925,Yes,Not employed,42527,,No,No,2016-06-06 00:00:00
8926,Yes,Not employed,,,No,No,
8927,Yes,Not employed,,,No,No,
8928,Yes,Not employed,,,No,No,
8929,Yes,Not employed,42542,,No,No,2016-06-21 00:00:00
8930,Yes,Not employed,42529,,No,No,2016-06-08 00:00:00
8931,Yes,Not employed,42536,,No,No,2016-06-15 00:00:00
8932,No,Not employed,,,No,No,
8933,Yes,Not employed,,,No,No,
8934,Yes,Not employed,42542,,No,No,2016-06-21 00:00:00
8935,Yes,Not employed,42544,,No,No,2016-06-23 00:00:00
8936,No,,,,No,No,
8937,No,Employed Full Time,42353,Yes,No,No,2015-12-15 00:00:00
8938,No,Employed Full Time,42180,Yes,No,No,2015-06-25 00:00:00
8939,No,Employed Full Time,42298,Yes,No,No,2015-10-21 00:00:00
8940,Yes,Employed Full Time,42499,No,No,No,2016-05-09 00:00:00
8941,No,Employed Full Time,42534,No,Yes,Yes,2016-06-13 00:00:00
8942,Yes,Employed Part Time,42217,Yes,Yes,Yes,2015-08-01 00:00:00
8943,No,Not employed,,,No,No,
8944,No,Not employed,,,No,No,
8945,No,Employed Full Time,42534,No,No,No,2016-06-13 00:00:00
8946,Yes,Not employed,,,No,No,
8947,Yes,Employed Full Time,42485,No,Yes,No,2016-04-25 00:00:00
8948,Yes,Employed Full Time,42505,No,No,No,2016-05-15 00:00:00
8949,Yes,Employed Full Time,42514,No,Yes,Yes,2016-05-24 00:00:00
8950,Yes,Employed Part Time,42537,No,No,No,2016-06-16 00:00:00
8951,Yes,Employed Full Time,42513,No,No,No,2016-05-23 00:00:00
8952,Yes,Not employed,,,Yes,No,
8953,No,Employed Full Time,42384,Yes,No,No,2016-01-15 00:00:00
8954,No,Employed Full Time,41988,Yes,No,No,2014-12-15 00:00:00
8955,No,Employed Full Time,42146,Yes,No,No,2015-05-22 00:00:00
8956,No,Employed Full Time,42135,Yes,No,No,2015-05-11 00:00:00
8957,No,Not employed,,,No,No,
8958,No,Employed Full Time,42270,Yes,No,No,2015-09-23 00:00:00
8959,No,Not employed,,,No,No,
8960,No,Employed Full Time,42107,Yes,No,No,2015-04-13 00:00:00
8961,No,Not employed,,,No,No,
8962,No,Employed Full Time,41988,Yes,No,No,2014-12-15 00:00:00
8963,No,Employed Full Time,42270,Yes,No,No,2015-09-23 00:00:00
8964,No,Not employed,,,No,No,
8965,No,Not employed,,,No,No,
8966,No,Employed Full Time,41988,Yes,No,No,2014-12-15 00:00:00
8967,No,Employed Full Time,42037,Yes,No,No,2015-02-02 00:00:00
8968,No,Employed Full Time,42254,Yes,No,No,2015-09-07 00:00:00
8969,No,Employed Full Time,41981,Yes,No,No,2014-12-08 00:00:00
8970,No,Employed Full Time,41988,Yes,No,No,2014-12-15 00:00:00
8971,No,Not employed,,,No,No,
8972,No,Employed Full Time,42192,Yes,No,No,2015-07-07 00:00:00
8973,No,Not employed,,,No,No,
8974,Yes,Employed Part Time,42527,No,No,No,2016-06-06 00:00:00
8975,No,Not employed,,,No,No,
8976,No,Employed Full Time,42493,No,No,No,2016-05-03 00:00:00
8977,No,Employed Full Time,42151,Yes,No,No,2015-05-27 00:00:00
8978,Yes,Not employed,,,No,No,
8979,No,Employed Full Time,42136,Yes,No,No,2015-05-12 00:00:00
8980,No,Not employed,,,No,No,
8981,No,Employed Full Time,42240,Yes,No,No,2015-08-24 00:00:00
8982,No,Employed Full Time,42260,Yes,No,No,2015-09-13 00:00:00
8983,No,Employed Full Time,42128,Yes,No,No,2015-05-04 00:00:00
8984,No,Not employed,,,No,No,
8985,No,Not employed,,,No,No,
8986,No,Employed Full Time,42368,Yes,No,No,2015-12-30 00:00:00
8987,No,Employed Full Time,42135,Yes,No,No,2015-05-11 00:00:00
8988,No,Employed Full Time,42292,Yes,No,No,2015-10-15 00:00:00
8989,Yes,Not employed,,,No,No,
8990,No,Not employed,,,Yes,No,
8991,Yes,Not employed,,,No,No,
8992,No,Employed Part Time,42408,Yes,No,No,2016-02-08 00:00:00
8993,No,Employed Full Time,42534,No,No,No,2016-06-13 00:00:00
8994,No,Not employed,,,No,No,
8995,Yes,Employed Full Time,42339,Yes,No,No,2015-12-01 00:00:00
8996,No,Employed Part Time,42261,Yes,No,No,2015-09-14 00:00:00
8997,Yes,Employed Full Time,42317,Yes,No,No,2015-11-09 00:00:00
8998,No,Not employed,,,No,No,
8999,No,Employed Part Time,42375,Yes,No,No,2016-01-06 00:00:00
9000,No,Not employed,,,No,No,
9001,No,Not employed,,,No,No,
9002,No,Employed Full Time,42374,Yes,No,No,2016-01-05 00:00:00
9003,No,Not employed,,,No,No,
9004,No,Not employed,,,No,No,
9005,No,Employed Full Time,42318,Yes,No,No,2015-11-10 00:00:00
9006,No,Employed Full Time,42415,Yes,No,No,2016-02-15 00:00:00
9007,No,Not employed,,,No,No,
9008,No,Employed Full Time,42309,Yes,No,No,2015-11-01 00:00:00
9009,No,Not employed,,,No,No,
9010,No,Not employed,,,No,No,
9011,No,Not employed,,,No,No,
9012,Yes,Not employed,,,No,No,
