,FinCap_Budget,FinCap_Goals,FinCap_EmergencyFund,FinCap_AutoDeposit,FinCap_IncomeExpenses,FinCap_LateFee
3476,No,Somewhat confident,No,No,No,Yes
3477,No,Very confident,No,Yes,,Yes
3478,Yes,Very confident,No,Yes,Yes,Yes
3479,No,Somewhat confident,No,Yes,,Yes
3480,No,Very confident,No,No,,Yes
3481,No,Very confident,No,No,No,No
3482,No,Somewhat confident,No,No,Yes,Yes
3483,No,Somewhat confident,Yes,Yes,Yes,Yes
3484,No,Very confident,No,No,Yes,Yes
3485,No,Somewhat confident,No,Yes,No,Yes
3486,Yes,Not at all confident,No,No,Yes,No
3487,Yes,Very confident,Yes,Yes,Yes,No
3488,No,Not at all confident,No,No,No,Yes
3489,No,Somewhat confident,No,No,No,Yes
3490,Yes,Somewhat confident,Yes,No,Yes,Yes
3491,No,Very confident,No,No,Yes,No
3492,Yes,Very confident,Yes,Yes,No,No
3493,No,Somewhat confident,No,No,No,Yes
3494,No,Very confident,No,Yes,No,No
3495,Yes,Not at all confident,No,No,Yes,Yes
3496,,,,,,
3497,Yes,Somewhat confident,Yes,Yes,Yes,Yes
3498,Yes,Somewhat confident,No,No,Yes,Yes
3499,No,Not at all confident,No,No,No,Yes
3500,Yes,Somewhat confident,Yes,No,Yes,Yes
3501,No,Not at all confident,No,No,No,No
3502,No,Not at all confident,No,No,No,No
3503,Yes,Very confident,Yes,Yes,Yes,Yes
3504,Yes,Somewhat confident,No,No,Yes,Yes
3505,No,Very confident,No,Yes,Yes,Yes
3506,Yes,Somewhat confident,No,No,Yes,Yes
3507,Yes,Not at all confident,No,No,No,No
3508,No,Somewhat confident,No,No,No,No
3509,No,Somewhat confident,No,No,Yes,No
3510,No,Somewhat confident,No,No,No,No
3511,No,Somewhat confident,No,No,No,No
3512,No,Somewhat confident,No,Yes,No,Yes
3513,No,Very confident,No,No,Yes,No
3514,,,,,,
3515,No,Somewhat confident,No,No,No,No
3516,No,Somewhat confident,No,No,No,Yes
3517,No,Not at all confident,No,No,No,No
3518,Yes,Very confident,Yes,Yes,Yes,No
3519,Yes,Somewhat confident,No,No,No,Yes
3520,,,,,,
3521,Yes,Somewhat confident,No,Yes,No,No
3522,No,Very confident,No,No,No,Yes
3523,No,Very confident,No,No,Yes,Yes
3524,No,Very confident,No,No,Yes,Yes
3525,Yes,Somewhat confident,Yes,Yes,No,Yes
3526,No,Somewhat confident,No,No,,Yes
3527,No,Very confident,No,No,,No
3528,Yes,Very confident,No,Yes,Yes,No
3529,No,Somewhat confident,No,Yes,No,Yes
3530,No,Somewhat confident,No,No,No,No
3531,No,Somewhat confident,No,No,No,Yes
3532,Yes,Somewhat confident,No,No,Yes,Yes
3533,No,Somewhat confident,No,No,No,No
3534,No,Not at all confident,No,No,,Yes
3535,No,Somewhat confident,No,No,,No
3536,No,Somewhat confident,No,Yes,Yes,Yes
3537,Yes,Somewhat confident,Yes,Yes,No,No
3538,No,Very confident,No,No,Yes,No
3539,No,Very confident,No,Yes,Yes,No
3540,Yes,Very confident,Yes,No,No,No
3541,Yes,Somewhat confident,No,No,Yes,Yes
3542,No,Somewhat confident,No,Yes,Yes,Yes
3543,No,Somewhat confident,No,No,No,No
3544,Yes,Very confident,Yes,No,Yes,Yes
3545,No,Not at all confident,No,No,Yes,Yes
3546,No,Not at all confident,No,No,No,Yes
3547,No,,No,No,Yes,No
3548,No,Somewhat confident,No,No,No,No
3549,Yes,Very confident,No,No,No,No
3550,No,Somewhat confident,No,No,No,Yes
3551,,,,,,
3552,No,Very confident,No,No,,Yes
3553,No,Somewhat confident,No,No,Yes,No
3554,No,Somewhat confident,No,No,No,Yes
3555,No,Somewhat confident,No,No,No,Yes
3556,Yes,Not at all confident,No,No,No,No
3557,Yes,Very confident,No,No,No,Yes
3558,No,Not at all confident,No,No,No,No
3559,,,,,,
3560,Yes,Not at all confident,No,No,No,Yes
3561,No,Very confident,No,No,Yes,No
3562,No,Very confident,No,Yes,No,Yes
3563,No,Very confident,No,No,No,No
3564,Yes,Somewhat confident,No,Yes,Yes,Yes
3565,No,Somewhat confident,No,No,Yes,No
3566,Yes,Somewhat confident,No,No,No,No
3567,,,,,,
3568,No,Somewhat confident,No,No,Yes,No
3569,No,Somewhat confident,No,No,No,Yes
3570,No,Very confident,No,,Yes,No
3571,No,Not at all confident,No,No,No,Yes
3572,No,Very confident,Yes,Yes,No,Yes
3573,No,Somewhat confident,No,No,No,No
3574,No,Somewhat confident,No,No,Yes,No
3575,No,Somewhat confident,No,No,No,No
3576,No,Somewhat confident,No,No,No,No
3577,No,Very confident,No,No,No,No
3578,No,Very confident,No,No,No,No
3579,Yes,Very confident,No,No,No,Yes
3580,No,Not at all confident,No,No,No,No
3581,No,Somewhat confident,No,No,Yes,No
3582,Yes,Somewhat confident,No,No,Yes,No
3583,No,Very confident,No,No,Yes,No
3584,No,Somewhat confident,No,No,No,Yes
3585,No,Not at all confident,No,No,Yes,Yes
3586,No,Somewhat confident,No,No,No,
3587,No,Somewhat confident,Yes,Yes,Yes,No
3588,Yes,Not at all confident,No,No,No,No
3589,No,Not at all confident,No,No,No,No
3590,Yes,Very confident,No,No,Yes,Yes
3591,No,Somewhat confident,No,No,No,No
3592,No,Somewhat confident,No,No,Yes,Yes
3593,No,Somewhat confident,No,No,No,No
3594,No,Somewhat confident,No,No,No,Yes
3595,No,Not at all confident,No,Yes,No,No
3596,No,Somewhat confident,No,No,No,Yes
3597,No,Very confident,No,No,Yes,Yes
3598,No,Somewhat confident,No,No,No,Yes
3599,No,Somewhat confident,No,No,Yes,No
3600,No,Somewhat confident,No,No,No,Yes
3601,Yes,Very confident,No,No,Yes,No
3602,No,Somewhat confident,No,No,No,No
3603,Yes,Very confident,No,No,No,No
3604,Yes,Very confident,No,Yes,Yes,No
3605,No,Not at all confident,No,No,No,No
3606,Yes,Very confident,No,No,Yes,No
3607,No,Somewhat confident,No,No,No,Yes
3608,Yes,Somewhat confident,No,No,No,No
3609,No,Somewhat confident,No,No,Yes,Yes
3610,No,Somewhat confident,No,No,No,No
3611,No,Somewhat confident,No,No,Yes,No
3612,No,Not at all confident,No,No,No,No
3613,No,Somewhat confident,No,No,Yes,No
3614,No,Somewhat confident,No,No,No,No
3615,Yes,Very confident,Yes,No,No,No
3616,No,Somewhat confident,No,No,No,No
3617,No,Somewhat confident,No,Yes,Yes,Yes
3618,Yes,Somewhat confident,No,No,No,Yes
3619,No,Somewhat confident,No,No,No,No
3620,No,Somewhat confident,No,No,No,Yes
3621,Yes,Very confident,No,No,No,No
3622,Yes,Very confident,No,No,No,No
3623,No,Not at all confident,No,Yes,Yes,No
3624,No,Somewhat confident,No,No,Yes,No
3625,Yes,Somewhat confident,No,No,No,Yes
3626,No,Somewhat confident,No,No,No,No
3627,No,Somewhat confident,No,No,Yes,No
3628,Yes,Somewhat confident,No,No,Yes,Yes
3629,No,Very confident,No,Yes,No,Yes
3630,No,Somewhat confident,No,No,,No
3631,No,Not at all confident,No,No,No,No
3632,Yes,Somewhat confident,No,No,No,Yes
3633,No,Very confident,No,No,No,Yes
3634,No,Somewhat confident,No,No,No,No
3635,No,Somewhat confident,No,No,,No
3636,Yes,Somewhat confident,No,Yes,No,No
3637,No,Somewhat confident,No,No,No,No
3638,Yes,Somewhat confident,No,Yes,Yes,No
3639,No,Somewhat confident,Yes,No,No,No
3640,Yes,Very confident,No,Yes,Yes,No
3641,Yes,Very confident,Yes,No,Yes,No
3642,No,Somewhat confident,No,No,No,Yes
3643,No,Very confident,No,No,No,No
3644,No,Very confident,No,No,No,No
3645,No,Somewhat confident,No,No,Yes,No
3646,No,Somewhat confident,No,No,No,No
3647,Yes,Somewhat confident,No,No,No,Yes
3648,No,Somewhat confident,No,No,No,No
3649,No,Very confident,No,No,Yes,No
3650,No,Very confident,No,No,No,No
3651,No,Not at all confident,No,No,No,Yes
3652,No,Somewhat confident,No,No,No,Yes
3653,No,Somewhat confident,No,No,No,No
3654,Yes,Somewhat confident,No,Yes,No,Yes
3655,No,Somewhat confident,Yes,No,No,No
3656,No,Very confident,No,No,Yes,No
3657,,,,,,
3658,Yes,Somewhat confident,Yes,No,No,No
3659,No,Somewhat confident,No,No,No,Yes
3660,No,Very confident,No,No,Yes,No
3661,Yes,Somewhat confident,No,No,Yes,No
3662,Yes,Somewhat confident,No,No,No,No
3663,No,Somewhat confident,No,No,No,Yes
3664,No,Somewhat confident,Yes,No,No,No
3665,No,Somewhat confident,No,No,No,No
3666,No,Very confident,No,No,No,No
3667,Yes,Somewhat confident,Yes,Yes,No,No
3668,No,Somewhat confident,No,No,No,Yes
3669,No,Somewhat confident,No,No,No,Yes
3670,No,Somewhat confident,No,No,Yes,No
3671,Yes,Very confident,No,No,No,No
3672,No,Not at all confident,No,No,No,Yes
3673,Yes,Somewhat confident,No,Yes,No,No
3674,No,Somewhat confident,No,No,No,No
3675,Yes,Somewhat confident,No,No,No,Yes
3676,No,Somewhat confident,No,No,No,No
3677,Yes,Very confident,No,No,Yes,No
3678,No,Somewhat confident,No,No,Yes,Yes
3679,Yes,Very confident,No,Yes,No,No
3680,Yes,Very confident,No,No,No,No
3681,Yes,Somewhat confident,No,No,Yes,Yes
3682,No,Somewhat confident,,Yes,Yes,No
3683,No,Not at all confident,No,No,No,No
3684,No,Somewhat confident,No,No,No,Yes
3685,Yes,Very confident,No,No,No,Yes
3686,No,Very confident,No,No,Yes,No
3687,Yes,Somewhat confident,No,Yes,No,Yes
3688,No,Not at all confident,No,No,No,Yes
3689,No,Somewhat confident,No,No,No,Yes
3690,No,Very confident,No,Yes,No,No
3691,No,Very confident,No,No,No,Yes
3692,No,Very confident,No,No,Yes,No
3693,Yes,Somewhat confident,No,No,No,Yes
3694,No,Not at all confident,No,No,No,No
3695,Yes,Very confident,No,No,Yes,No
3696,No,Somewhat confident,No,No,Yes,Yes
3697,No,Very confident,No,Yes,Yes,Yes
3698,,,,,,
3699,No,Somewhat confident,No,No,No,No
3700,,,,,,
3701,No,Very confident,No,No,No,Yes
3702,No,Not at all confident,No,No,No,No
3703,Yes,Somewhat confident,No,No,No,No
3704,No,Not at all confident,No,No,No,No
3705,No,Not at all confident,No,No,No,No
3706,Yes,Somewhat confident,No,No,No,Yes
3707,No,Very confident,No,No,No,Yes
3708,No,Not at all confident,No,No,No,No
3709,No,Very confident,No,No,No,Yes
3710,Yes,Somewhat confident,Yes,No,Yes,No
3711,No,Very confident,No,No,Yes,No
3712,No,Somewhat confident,No,No,Yes,No
3713,No,Somewhat confident,No,No,No,Yes
3714,Yes,Not at all confident,No,No,No,No
3715,No,Very confident,No,No,No,No
3716,No,Somewhat confident,No,No,,No
3717,Yes,Very confident,Yes,No,,No
3718,No,Somewhat confident,No,No,,No
3719,Yes,Somewhat confident,No,No,Yes,Yes
3720,Yes,Somewhat confident,Yes,No,No,No
3721,No,Somewhat confident,No,No,No,Yes
3722,Yes,Very confident,No,No,No,Yes
3723,,,,,,
3724,Yes,Very confident,Yes,No,Yes,No
3725,No,Not at all confident,No,No,Yes,Yes
3726,Yes,Somewhat confident,No,No,No,No
3727,No,Very confident,No,No,No,No
3728,No,Somewhat confident,No,No,,No
3729,No,Not at all confident,No,No,No,Yes
3730,Yes,Somewhat confident,No,No,No,No
3731,No,Very confident,No,Yes,No,No
3732,No,Not at all confident,No,No,No,No
3733,No,Somewhat confident,Yes,No,Yes,No
3734,No,Somewhat confident,No,No,No,Yes
3735,Yes,Somewhat confident,No,No,Yes,Yes
3736,No,Somewhat confident,No,No,No,No
3737,No,Somewhat confident,No,No,No,Yes
3738,No,Somewhat confident,No,No,No,Yes
3739,No,Not at all confident,No,No,Yes,Yes
3740,No,Somewhat confident,No,No,Yes,No
3741,Yes,Very confident,No,No,No,No
3742,,,,,,
3743,No,Somewhat confident,No,No,No,No
3744,No,Not at all confident,No,No,Yes,No
3745,No,Somewhat confident,No,No,No,No
3746,Yes,Very confident,No,Yes,Yes,Yes
3747,No,Somewhat confident,No,No,No,Yes
3748,No,Somewhat confident,No,No,,No
3749,No,Somewhat confident,No,No,No,Yes
3750,No,Somewhat confident,No,No,Yes,Yes
3751,No,Not at all confident,No,No,No,No
3752,No,Not at all confident,Yes,No,No,No
3753,,,,,,
3754,,,,,,
3755,,,,,,
3756,No,Somewhat confident,No,No,No,Yes
3757,No,Somewhat confident,No,No,Yes,No
3758,No,Somewhat confident,No,No,Yes,Yes
3759,No,Somewhat confident,No,No,Yes,Yes
3760,No,Somewhat confident,No,No,No,No
3761,No,Very confident,No,No,Yes,No
3762,No,Somewhat confident,No,No,No,Yes
3763,No,Not at all confident,No,No,,No
3764,No,Very confident,No,No,Yes,Yes
3765,No,Somewhat confident,No,No,No,Yes
3766,No,Very confident,No,No,No,No
3767,No,Very confident,No,No,,No
3768,No,Not at all confident,No,No,,No
3769,No,Not at all confident,No,No,Yes,Yes
3770,No,Not at all confident,No,No,No,Yes
3771,No,Somewhat confident,No,No,Yes,No
3772,No,Somewhat confident,No,No,Yes,Yes
3773,No,Somewhat confident,No,No,No,No
3774,Yes,Somewhat confident,Yes,No,No,Yes
3775,Yes,Somewhat confident,No,No,Yes,Yes
3776,Yes,Somewhat confident,No,No,No,No
3777,No,Not at all confident,No,No,,No
3778,Yes,Somewhat confident,No,No,No,No
3779,No,Somewhat confident,No,No,No,Yes
3780,No,Very confident,Yes,No,Yes,No
3781,No,Somewhat confident,No,No,Yes,No
3782,No,Somewhat confident,Yes,Yes,Yes,Yes
3783,No,Somewhat confident,No,No,No,No
3784,No,Very confident,No,No,,No
3785,No,Somewhat confident,No,No,No,Yes
3786,Yes,Very confident,No,No,No,No
3787,Yes,Somewhat confident,No,No,Yes,Yes
3788,No,Somewhat confident,No,No,No,Yes
3789,No,Somewhat confident,No,No,Yes,No
3790,No,Very confident,Yes,No,No,Yes
3791,,,,,,
3792,Yes,Somewhat confident,No,No,Yes,No
3793,No,Not at all confident,Yes,Yes,Yes,No
3794,Yes,Very confident,Yes,No,,Yes
3795,No,Somewhat confident,No,No,No,No
3796,Yes,Somewhat confident,Yes,No,,No
3797,No,Very confident,No,No,Yes,Yes
3798,No,Somewhat confident,No,No,No,Yes
3799,No,Not at all confident,No,No,No,Yes
3800,No,Somewhat confident,No,Yes,No,Yes
3801,No,Somewhat confident,No,No,No,No
3802,No,Not at all confident,No,No,,No
3803,No,Somewhat confident,Yes,No,,No
3804,No,Somewhat confident,No,No,No,No
3805,Yes,Very confident,,No,,No
3806,Yes,Very confident,No,Yes,Yes,Yes
3807,No,Somewhat confident,No,No,Yes,No
3808,No,Somewhat confident,No,No,No,No
3809,Yes,Very confident,Yes,No,No,No
3810,No,Somewhat confident,No,No,No,No
3811,Yes,Somewhat confident,No,No,No,No
3812,No,Somewhat confident,No,No,No,No
3813,No,Very confident,Yes,Yes,Yes,No
3814,Yes,Very confident,No,Yes,Yes,No
3815,Yes,Somewhat confident,No,Yes,Yes,No
3816,No,Somewhat confident,No,No,Yes,No
3817,Yes,Very confident,No,No,Yes,Yes
3818,No,Very confident,No,Yes,Yes,Yes
3819,No,Somewhat confident,No,No,Yes,No
3820,No,Somewhat confident,No,No,Yes,No
3821,No,Somewhat confident,No,No,No,Yes
3822,No,Somewhat confident,Yes,No,No,No
3823,Yes,Very confident,Yes,Yes,Yes,No
3824,No,Somewhat confident,No,No,Yes,Yes
3825,No,Somewhat confident,No,No,No,No
3826,No,Very confident,No,No,Yes,Yes
3827,No,Somewhat confident,No,No,No,Yes
3828,Yes,Somewhat confident,Yes,Yes,No,No
3829,No,Not at all confident,No,No,Yes,Yes
3830,No,Somewhat confident,No,No,Yes,No
3831,Yes,Somewhat confident,No,No,No,No
3832,No,Not at all confident,No,No,No,No
3833,Yes,Somewhat confident,No,No,Yes,No
3834,No,Somewhat confident,No,No,Yes,No
3835,,,,,,
3836,,,,,,
3837,,,,,,
3838,,,,,,
3839,,,,,,
3840,Yes,Somewhat confident,No,Yes,No,No
3841,No,Very confident,No,No,Yes,Yes
3842,No,Somewhat confident,No,No,No,No
3843,No,Somewhat confident,No,No,No,Yes
3844,Yes,Very confident,Yes,Yes,Yes,Yes
3845,No,Very confident,No,No,No,No
3846,No,Not at all confident,No,No,Yes,No
3847,No,Not at all confident,No,No,No,No
3848,Yes,Not at all confident,No,No,No,No
3849,No,Not at all confident,No,No,No,No
3850,No,Somewhat confident,No,No,Yes,No
3851,Yes,Somewhat confident,No,No,Yes,No
3852,Yes,Very confident,Yes,No,No,No
3853,Yes,Very confident,No,No,Yes,No
3854,No,Somewhat confident,No,Yes,No,No
3855,No,Somewhat confident,No,Yes,Yes,No
3856,No,Somewhat confident,No,Yes,Yes,No
3857,No,Very confident,No,No,No,No
3858,Yes,Very confident,Yes,No,No,No
3859,No,Somewhat confident,No,No,Yes,No
3860,No,Somewhat confident,No,No,No,No
3861,Yes,Very confident,Yes,No,No,No
3862,Yes,Very confident,Yes,No,No,No
3863,Yes,Somewhat confident,No,No,No,No
3864,Yes,Somewhat confident,No,Yes,No,No
3865,No,Somewhat confident,No,No,Yes,No
3866,No,Somewhat confident,No,No,No,No
3867,No,Somewhat confident,Yes,No,Yes,Yes
3868,No,Somewhat confident,No,No,No,No
3869,No,Very confident,No,No,Yes,Yes
3870,Yes,Very confident,No,No,No,No
3871,Yes,Somewhat confident,No,Yes,No,Yes
3872,No,Not at all confident,No,No,No,No
3873,Yes,Somewhat confident,No,Yes,No,No
3874,Yes,Very confident,No,No,No,No
3875,No,Somewhat confident,No,No,Yes,No
3876,No,Not at all confident,No,No,,Yes
3877,Yes,Very confident,No,No,No,No
3878,No,Somewhat confident,No,No,No,Yes
3879,Yes,Somewhat confident,No,No,No,No
3880,Yes,Very confident,No,No,Yes,Yes
3881,Yes,Somewhat confident,No,Yes,No,Yes
3882,No,Very confident,Yes,No,No,Yes
3883,No,Somewhat confident,Yes,No,Yes,Yes
3884,Yes,Somewhat confident,No,No,Yes,Yes
3885,Yes,Very confident,No,No,,No
3886,No,Not at all confident,No,Yes,Yes,Yes
3887,Yes,Somewhat confident,No,No,No,No
3888,Yes,Very confident,No,Yes,No,No
3889,No,Somewhat confident,No,No,Yes,No
3890,Yes,Somewhat confident,No,No,No,Yes
3891,Yes,Very confident,No,Yes,No,No
3892,No,Somewhat confident,No,Yes,No,No
3893,No,Somewhat confident,No,No,No,Yes
3894,No,Somewhat confident,No,Yes,No,Yes
3895,No,Somewhat confident,No,Yes,No,Yes
3896,Yes,Very confident,,No,No,Yes
3897,Yes,Very confident,No,No,No,Yes
3898,Yes,Very confident,No,No,Yes,No
3899,Yes,Very confident,No,No,No,No
3900,No,Somewhat confident,No,Yes,No,No
3901,Yes,Very confident,No,No,No,Yes
3902,No,Somewhat confident,No,No,Yes,No
3903,Yes,Very confident,Yes,No,Yes,No
3904,Yes,Very confident,No,Yes,Yes,No
3905,No,Very confident,No,No,No,No
3906,Yes,Somewhat confident,No,No,No,Yes
3907,No,Somewhat confident,No,No,No,Yes
3908,No,Somewhat confident,No,No,Yes,No
3909,No,Very confident,No,No,No,No
3910,No,Very confident,No,No,No,No
3911,No,Not at all confident,No,Yes,Yes,No
3912,Yes,Not at all confident,No,No,Yes,No
3913,Yes,Somewhat confident,No,No,Yes,No
3914,No,Not at all confident,No,No,Yes,Yes
3915,,,,,,
3916,Yes,Very confident,No,No,Yes,No
3917,No,Somewhat confident,No,No,Yes,Yes
3918,No,Somewhat confident,No,No,No,No
3919,No,Not at all confident,No,No,No,No
3920,No,Somewhat confident,No,No,No,Yes
3921,No,Somewhat confident,No,Yes,Yes,Yes
3922,No,Very confident,Yes,Yes,No,Yes
3923,No,Somewhat confident,Yes,No,No,No
3924,No,Not at all confident,No,Yes,Yes,No
3925,No,Very confident,No,Yes,,Yes
3926,Yes,Very confident,No,No,Yes,Yes
3927,No,Very confident,No,No,No,No
3928,Yes,Very confident,No,No,No,No
3929,No,Somewhat confident,No,No,Yes,Yes
3930,No,Very confident,No,No,No,No
3931,No,Somewhat confident,No,No,No,Yes
3932,Yes,Somewhat confident,Yes,No,No,No
3933,Yes,Somewhat confident,No,Yes,No,Yes
3934,No,Very confident,No,No,Yes,Yes
3935,No,Somewhat confident,No,No,No,No
3936,Yes,Very confident,No,Yes,Yes,Yes
3937,Yes,Somewhat confident,No,No,No,Yes
3938,No,Very confident,No,No,Yes,Yes
3939,Yes,Very confident,No,No,,Yes
3940,No,Very confident,No,No,,Yes
3941,No,Not at all confident,No,No,No,No
3942,Yes,Somewhat confident,Yes,No,No,Yes
3943,No,Somewhat confident,Yes,Yes,No,No
3944,Yes,Very confident,Yes,Yes,No,No
3945,No,Somewhat confident,No,Yes,Yes,No
3946,Yes,Very confident,Yes,Yes,Yes,No
3947,No,Somewhat confident,Yes,No,No,No
3948,No,Somewhat confident,No,No,Yes,Yes
3949,No,Somewhat confident,No,No,,No
3950,Yes,Not at all confident,No,No,,No
3951,Yes,Very confident,Yes,Yes,No,No
3952,No,Somewhat confident,No,No,,No
3953,Yes,Somewhat confident,No,No,No,No
3954,No,Somewhat confident,Yes,Yes,,No
3955,No,Not at all confident,No,No,Yes,Yes
3956,No,Very confident,No,No,No,Yes
3957,No,Very confident,No,No,Yes,Yes
3958,Yes,Somewhat confident,No,No,No,Yes
3959,Yes,Somewhat confident,No,No,Yes,No
3960,No,Somewhat confident,Yes,No,No,No
3961,Yes,Not at all confident,No,No,No,No
3962,Yes,Very confident,No,No,Yes,No
3963,No,Somewhat confident,No,No,No,No
3964,No,Very confident,No,No,,Yes
3965,No,Somewhat confident,No,No,No,Yes
3966,No,Somewhat confident,No,No,Yes,Yes
3967,No,Somewhat confident,No,Yes,No,Yes
3968,Yes,Somewhat confident,No,No,,Yes
3969,Yes,Somewhat confident,No,Yes,Yes,No
3970,No,Somewhat confident,No,No,Yes,Yes
3971,Yes,Very confident,Yes,Yes,Yes,No
3972,No,Somewhat confident,No,No,,Yes
3973,Yes,Very confident,Yes,No,Yes,No
3974,No,Somewhat confident,No,No,Yes,Yes
3975,No,Not at all confident,No,No,Yes,No
3976,No,Somewhat confident,No,No,No,Yes
3977,No,Somewhat confident,Yes,No,No,No
3978,No,Not at all confident,No,No,No,Yes
3979,Yes,Very confident,Yes,Yes,No,No
3980,Yes,Somewhat confident,No,No,No,Yes
3981,Yes,Not at all confident,No,No,No,Yes
3982,No,Somewhat confident,No,No,No,No
3983,Yes,Somewhat confident,No,No,Yes,No
3984,Yes,Somewhat confident,No,No,Yes,No
3985,Yes,Very confident,No,No,Yes,No
3986,No,Somewhat confident,No,No,No,No
3987,Yes,Very confident,Yes,Yes,Yes,No
3988,No,Very confident,No,Yes,No,Yes
3989,No,Not at all confident,No,No,Yes,Yes
3990,Yes,Very confident,No,Yes,Yes,No
3991,No,Very confident,Yes,No,Yes,Yes
3992,Yes,Very confident,No,Yes,No,No
3993,Yes,Very confident,No,No,,No
3994,No,Somewhat confident,No,No,,Yes
3995,Yes,Very confident,No,No,,No
3996,No,Somewhat confident,No,No,Yes,No
3997,No,Not at all confident,No,No,,Yes
3998,No,Somewhat confident,No,Yes,No,No
3999,No,Very confident,No,No,Yes,No
4000,No,Somewhat confident,No,No,Yes,Yes
4001,No,Somewhat confident,No,No,,Yes
4002,Yes,Not at all confident,Yes,No,No,No
4003,No,Somewhat confident,No,No,No,No
4004,Yes,Somewhat confident,No,No,No,Yes
4005,No,Somewhat confident,No,No,Yes,Yes
4006,Yes,Very confident,No,Yes,,No
4007,Yes,Very confident,No,Yes,No,No
4008,No,Somewhat confident,No,No,,Yes
4009,No,Very confident,No,Yes,No,No
4010,Yes,Very confident,No,Yes,No,No
4011,Yes,Very confident,Yes,No,Yes,No
4012,Yes,Very confident,Yes,No,No,Yes
4013,Yes,Somewhat confident,No,No,Yes,No
4014,No,Not at all confident,Yes,Yes,No,No
4015,Yes,Somewhat confident,No,No,No,Yes
4016,No,Not at all confident,Yes,No,Yes,No
4017,No,Not at all confident,No,No,Yes,No
4018,No,Not at all confident,No,No,Yes,
4019,No,Not at all confident,No,No,,Yes
4020,No,Not at all confident,No,No,,Yes
4021,No,Very confident,No,No,Yes,Yes
4022,No,Not at all confident,No,No,No,Yes
4023,No,Very confident,Yes,Yes,Yes,No
4024,No,Very confident,No,No,Yes,No
4025,No,Somewhat confident,No,No,No,No
4026,Yes,Not at all confident,No,No,No,Yes
4027,No,Somewhat confident,No,No,No,No
4028,Yes,Very confident,No,No,,No
4029,No,Not at all confident,No,No,,Yes
4030,Yes,Somewhat confident,No,No,No,No
4031,No,Somewhat confident,Yes,No,Yes,No
4032,No,Very confident,No,No,Yes,No
4033,No,Somewhat confident,No,No,No,No
4034,,,,,,
4035,Yes,Somewhat confident,No,No,,Yes
4036,No,Somewhat confident,No,No,No,Yes
4037,No,Very confident,No,Yes,No,No
4038,No,Somewhat confident,No,No,No,Yes
4039,Yes,Very confident,No,No,No,Yes
4040,Yes,Very confident,No,Yes,No,No
4041,No,Very confident,No,No,No,No
4042,No,Somewhat confident,No,No,Yes,No
4043,No,Very confident,No,No,Yes,No
4044,,,,,,
4045,,,,,,
4046,No,Somewhat confident,No,No,No,Yes
4047,No,Very confident,No,No,Yes,No
4048,No,Not at all confident,No,No,,Yes
4049,No,Not at all confident,No,,,Yes
4050,No,Somewhat confident,Yes,No,No,No
4051,No,Somewhat confident,No,No,,No
4052,No,Very confident,No,No,,No
4053,Yes,Very confident,No,No,,No
4054,No,Somewhat confident,No,No,,No
4055,No,Somewhat confident,No,No,No,Yes
4056,No,Somewhat confident,No,No,No,Yes
4057,No,Somewhat confident,No,No,,No
4058,Yes,Somewhat confident,No,Yes,,No
4059,Yes,Somewhat confident,No,No,Yes,No
4060,No,Somewhat confident,No,No,Yes,No
4061,Yes,Very confident,No,No,Yes,Yes
4062,No,Somewhat confident,No,No,No,Yes
4063,Yes,Somewhat confident,No,No,,Yes
4064,No,Somewhat confident,No,No,,No
4065,No,Not at all confident,No,No,,Yes
4066,No,Somewhat confident,No,No,Yes,No
4067,No,Not at all confident,No,No,,No
4068,No,Very confident,No,No,,Yes
4069,No,Not at all confident,No,No,,Yes
4070,No,Somewhat confident,Yes,No,Yes,No
4071,Yes,Somewhat confident,No,No,,Yes
4072,No,Not at all confident,No,No,,Yes
4073,No,Very confident,No,No,Yes,Yes
4074,No,Somewhat confident,No,Yes,Yes,No
4075,No,Somewhat confident,No,No,,No
4076,No,Not at all confident,No,No,,No
4077,Yes,Somewhat confident,No,Yes,Yes,Yes
4078,,,,,,
4079,Yes,Not at all confident,No,Yes,,Yes
4080,,,,,,
4081,No,Somewhat confident,No,No,,Yes
4082,No,Very confident,No,No,,No
4083,No,Somewhat confident,No,No,No,No
4084,No,Very confident,Yes,No,Yes,No
4085,Yes,Somewhat confident,Yes,Yes,,No
4086,No,Somewhat confident,No,No,Yes,No
4087,No,Somewhat confident,Yes,Yes,Yes,No
4088,No,Somewhat confident,No,No,No,No
4089,Yes,Somewhat confident,No,No,,No
4090,Yes,Somewhat confident,No,No,,Yes
4091,Yes,Very confident,No,No,Yes,No
4092,Yes,Very confident,No,No,,No
4093,Yes,Somewhat confident,Yes,No,Yes,No
4094,No,Somewhat confident,No,No,,Yes
4095,Yes,Somewhat confident,No,No,Yes,Yes
4096,No,Somewhat confident,Yes,No,Yes,Yes
4097,No,Very confident,Yes,No,Yes,No
4098,No,Somewhat confident,No,No,,No
4099,Yes,Somewhat confident,No,Yes,No,No
4100,No,Somewhat confident,No,No,Yes,No
4101,No,Very confident,No,No,Yes,No
4102,No,Somewhat confident,No,No,,Yes
4103,No,Very confident,No,No,,Yes
4104,No,Somewhat confident,No,No,,Yes
4105,No,Somewhat confident,No,No,,No
4106,No,Somewhat confident,No,No,,No
4107,No,Very confident,No,No,No,Yes
