,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
5821,No,,,No,No,No
5822,No,Employed Full Time,4/18/2015,Yes,No,No
5823,Yes,,,,Yes,
5824,Yes,,,,Yes,
5825,No,Not employed,,No,No,No
5826,No,Employed Part Time,4/20/2017,,No,No
5827,No,,,,No,No
5828,No,,,No,No,No
5829,No,Employed Full Time,10/25/2015,,No,No
5830,No,Employed Full Time,10/21/2015,,No,
5831,No,,,No,No,No
5832,No,Employed Full Time,10/12/2015,,No,
5833,No,,,,No,
5834,No,,,,No,No
5835,No,,,No,No,No
5836,No,Employed Full Time,11/9/2015,,No,
5837,No,,,,,
5838,No,,,,No,No
5839,No,Employed Full Time,1/1/2009,,No,No
5840,No,,,,No,No
5841,No,,,,No,
5842,No,Employed Full Time,8/1/2015,,No,
5843,No,,,,,
5844,No,Employed Full Time,11/4/2015,,No,
5845,No,Employed Full Time,6/15/2015,,,
5846,No,Employed Part Time,6/1/2015,,,
5847,Yes,,,,Yes,Yes
5848,No,,,,No,
5849,No,Employed Full Time,11/3/2015,,No,No
5850,No,,,,No,No
5851,No,,,No,No,No
5852,Yes,,,,Yes,
5853,No,,,,No,No
5854,No,,,,,
5855,No,,,,No,
5856,No,Employed Full Time,10/7/2015,,No,
5857,No,,,,No,
5858,No,Employed Full Time,9/25/2015,,No,No
5859,No,,,No,No,No
5860,No,,,,,
5861,No,,,No,No,No
5862,No,,,,No,
5863,Yes,,,,,
5864,No,Not employed,,No,No,No
5865,No,,,,No,
5866,No,,,,No,
5867,No,,,,No,No
5868,No,,,,,
5869,Yes,,,,Yes,Yes
5870,No,Employed Full Time,1/1/2017,,No,No
5871,Yes,,,,Yes,
5872,Yes,,,,,
5873,No,Not employed,,No,No,No
5874,Yes,,,No,Yes,Yes
5875,Yes,,,No,Yes,Yes
5876,Yes,,,,Yes,Yes
5877,Yes,,,,,
5878,Yes,,,,Yes,
5879,No,,,,No,No
5880,No,Employed Full Time,10/15/2015,,No,
5881,No,Employed Full Time,12/18/2016,,No,
5882,No,,,,No,
5883,No,,,,No,No
5884,Yes,,,,,
5885,Yes,,,,,
5886,Yes,,,No,Yes,Yes
5887,Yes,,,No,Yes,Yes
5888,Yes,,,No,Yes,Yes
5889,Yes,,,No,Yes,Yes
5890,Yes,,,,No,No
5891,No,Employed Full Time,11/22/2016,,No,
5892,No,,,,,
5893,Yes,,,,No,No
5894,Yes,Employed Part Time,9/1/2015,,No,Yes
5895,Yes,,,,No,No
5896,Yes,Employed Part Time,3/20/2016,,No,No
5897,No,Employed Part Time,8/1/2013,,No,No
5898,No,,,,No,No
5899,Yes,,,No,No,No
5900,No,,,,No,No
5901,Yes,Employed Part Time,3/3/2014,,No,
5902,No,,,,,
5903,Yes,,,,No,No
5904,Yes,Employed Part Time,3/9/2016,,No,No
5905,Yes,Employed Part Time,4/21/2016,,,
5906,Yes,,,,No,No
5907,Yes,Employed Part Time,6/1/2014,,No,No
5908,Yes,,,,,
5909,Yes,,,,No,No
5910,No,,,,,
5911,No,,,,No,No
5912,No,,,,No,No
5913,Yes,Employed Full Time,4/5/2016,,No,No
5914,No,,,,No,No
5915,Yes,,,,No,No
5916,Yes,,,,,
5917,Yes,,,,No,No
5918,No,Employed Full Time,5/9/2016,,No,No
5919,Yes,,,,No,No
5920,No,Employed Full Time,3/14/2016,,,
5921,No,Employed Part Time,7/1/2014,,No,No
5922,Yes,,,,No,No
5923,Yes,Employed Full Time,2/10/2016,,No,No
5924,Yes,,,,,
5925,Yes,,,,,
5926,No,Employed Part Time,3/21/2016,,No,No
5927,No,,,,No,No
5928,No,,,,,
5929,No,,,,,
5930,Yes,Employed Full Time,4/29/2016,,,
5931,Yes,Employed Part Time,8/21/2015,,No,No
5932,Yes,,,,,
5933,No,,,,,
5934,No,,,,No,No
5935,No,Employed Part Time,8/15/2016,,,
5936,No,Employed Full Time,,,,
5937,No,Employed Full Time,2/13/2017,,No,No
5938,No,,,,No,No
5939,No,Employed Full Time,8/19/2016,,,
5940,No,Employed Part Time,4/10/2017,,No,No
5941,No,Employed Part Time,,,No,No
5942,No,,,,,
5943,No,Employed Full Time,11/2/2015,,,
5944,No,,,,,
5945,No,,,,,
5946,No,Employed Part Time,4/18/2016,,No,No
5947,No,,,,,
5948,No,,,,,
5949,No,,,,,
5950,No,,,,,
5951,No,Employed Full Time,6/20/2016,,,
5952,Yes,Employed Full Time,6/11/2013,,No,No
5953,No,Employed Full Time,8/26/2016,,No,No
5954,No,Employed Full Time,8/5/2016,,,
5955,No,Employed Part Time,3/22/2017,,No,No
5956,No,Not employed,,,No,No
5957,No,,,,,
5958,Yes,,,,No,No
5959,No,,,,No,No
5960,No,Employed Full Time,4/1/2016,,No,No
5961,No,,,,,
5962,No,Employed Full Time,8/7/2016,,,
5963,Yes,,,,,
5964,No,,,,No,No
5965,Yes,,,,No,No
5966,No,Employed Part Time,5/16/2016,,,
5967,Yes,,,,No,No
5968,No,Employed Full Time,9/19/2017,,No,No
5969,No,Employed Part Time,1/18/2016,,,
5970,No,,,,,
5971,No,,,,,
5972,No,Employed Part Time,5/19/2016,,,
5973,No,,,,,
5974,No,,,,,
5975,No,,,,,
5976,Yes,Employed Full Time,9/3/2001,,No,No
5977,No,,,,,
5978,No,Employed Part Time,10/13/2016,,,
5979,No,,,,No,No
5980,No,Employed Part Time,7/14/2018,Yes,No,No
5981,Yes,Employed Full Time,9/2/2011,,No,No
5982,No,Not employed,,,No,No
5983,No,Employed Part Time,2/1/2016,,,
5984,No,Employed Part Time,3/15/2017,,No,No
5985,No,,,,,
5986,No,Employed Full Time,3/23/2015,,No,No
5987,No,Employed Full Time,5/24/2016,,No,No
5988,No,Employed Part Time,5/24/2016,,Yes,No
5989,Yes,Employed Full Time,10/5/2015,,No,No
5990,Yes,,,,No,No
5991,No,,,,,
5992,No,Employed Full Time,4/29/2018,Yes,No,No
5993,No,Employed Full Time,5/31/2016,,No,No
5994,No,Employed Full Time,6/1/2016,,,
5995,No,,,,No,No
5996,No,Employed Full Time,2/6/2016,,,
5997,No,,,,,
5998,No,,,,,
5999,No,,,,No,No
6000,No,,,,No,No
6001,No,,,,,
6002,Yes,,,,No,No
6003,Yes,Employed Part Time,6/26/2016,,,
6004,No,,,,,
6005,Yes,,,,,
6006,No,Employed Part Time,,,,
6007,Yes,,,,,
6008,No,,,,,
6009,No,,,,,
6010,No,,,,,
6011,No,,,,,
6012,No,,,,No,No
6013,No,,,,,
6014,No,,,,,
6015,No,,,,,
6016,No,,,,,
6017,No,,,,,
6018,No,Employed Full Time,7/10/2016,,,
6019,No,,,,,
6020,No,,,,,
6021,No,Employed Full Time,,,,
6022,No,,,,,
6023,Yes,,,,,
6024,Yes,Employed Part Time,,,,
6025,Yes,,,,,
6026,Yes,,,,,
6027,No,,,,,
6028,No,,,,,
6029,No,Employed Full Time,5/15/2016,,,
6030,Yes,,,,,
6031,Yes,Employed Part Time,8/1/2016,,,
6032,No,Employed Part Time,10/25/2016,,,
6033,No,Not employed,,,No,No
6034,No,,,,,
6035,No,Not employed,,,No,No
6036,No,,,,,
6037,No,,,,,
6038,Yes,Employed Full Time,2/15/2016,,,
6039,No,Employed Full Time,,,,
6040,Yes,Employed Full Time,5/15/2016,,,
6041,No,,,,,
6042,No,,,,,
6043,No,Employed Full Time,7/27/2016,,,
6044,No,Employed Part Time,8/9/2016,,,
6045,Yes,Employed Part Time,1/5/2016,,,
6046,No,,,,No,No
6047,No,,,,,
6048,Yes,,,,,
6049,No,Employed Part Time,8/1/2017,,No,No
6050,No,,,,,
6051,Yes,Employed Full Time,8/25/2016,,,
6052,No,,,,,
6053,Yes,,,,,
6054,Yes,,,,,
6055,No,Employed Full Time,9/23/2016,,No,No
6056,Yes,,,,,
6057,No,Employed Part Time,8/17/2015,,,
6058,No,Employed Full Time,5/2/2016,,No,No
6059,No,,,,,
6060,No,,,,,
6061,No,,,,,
6062,Yes,Employed Part Time,10/1/1999,,,
6063,Yes,,,,,
6064,Yes,Employed Part Time,9/26/2016,,,
6065,Yes,,,,,
6066,Yes,,,,,
6067,No,,,,No,No
6068,Yes,,,,,
6069,Yes,Employed Part Time,8/8/2016,,,
6070,No,,,,No,No
6071,Yes,Employed Part Time,,,,
6072,No,Employed Full Time,1/1/1982,,,
6073,Yes,,,,,
6074,No,Employed Full Time,10/6/2016,,,
6075,No,,,,,
6076,No,Employed Full Time,5/3/2017,,No,No
6077,No,,,,,
6078,No,Employed Full Time,9/12/2016,,,
6079,No,Not employed,,,No,No
6080,No,Not employed,,,No,No
6081,No,,,,,
6082,No,Employed Full Time,10/11/2016,,,
6083,No,,,,,
6084,No,Not employed,,No,No,No
6085,No,,,,No,No
6086,No,Employed Full Time,6/1/2016,,,
6087,No,Employed Full Time,10/31/2016,,No,No
6088,No,Employed Part Time,10/1/2017,Yes,No,No
6089,No,Employed Part Time,,,,
6090,No,Employed Part Time,10/21/2016,,,
6091,No,Not employed,,No,No,No
6092,No,Employed Full Time,8/4/2016,,,
6093,No,,,,,
6094,No,Employed Full Time,4/3/2017,,No,No
6095,No,Employed Part Time,3/2/2015,,,
6096,No,Employed Part Time,11/9/2016,,,
6097,No,,,,,
6098,No,Employed Part Time,4/1/2017,,No,No
6099,No,Not employed,,,No,No
6100,No,,,,No,No
6101,No,Employed Part Time,1/1/2000,,,
6102,No,,1/9/2017,,,
6103,No,,,,,
6104,No,,,,,
6105,No,,,,,
6106,No,,,,No,No
6107,No,,,,No,No
6108,No,Employed Full Time,,,No,No
6109,No,Employed Part Time,4/1/2014,,No,No
6110,No,Employed Full Time,,,,
6111,No,Not employed,,,No,No
6112,No,,,,,
6113,No,Employed Full Time,,,No,No
6114,No,Not employed,,,No,No
6115,No,Employed Part Time,1/13/2017,,No,No
6116,No,,,,,
6117,No,,,,No,No
6118,No,,,,No,No
6119,No,,,,No,No
6120,No,,,,No,No
6121,No,,,,No,No
6122,No,,,,No,No
6123,No,,,,,
6124,No,,,,,
6125,No,Employed Full Time,12/6/2014,,No,No
6126,No,,,,,
6127,No,,,,,
6128,No,,,,No,No
6129,No,Not employed,,No,No,No
6130,No,,,,No,No
6131,No,,,,No,No
6132,No,,,,,
6133,No,Not employed,,,No,No
6134,No,,,,No,No
6135,No,,,,No,No
6136,No,,,,No,No
6137,No,,,,No,No
6138,No,Not employed,,No,No,No
6139,No,Employed Full Time,7/1/2018,Yes,No,No
6140,No,Employed Full Time,1/12/2017,,No,No
6141,No,,,,No,No
6142,No,,,,No,No
6143,No,,,,No,No
6144,No,Employed Part Time,11/15/2016,,No,No
6145,No,,,,No,No
6146,No,,,,No,No
6147,No,,,,No,No
6148,No,Not employed,,,No,No
6149,No,,,,No,No
6150,No,,,,No,No
6151,No,Employed Part Time,9/4/2017,,No,No
6152,No,,,,No,No
6153,No,Employed Full Time,11/14/2016,,No,No
6154,No,Employed Full Time,8/1/2014,,No,No
6155,No,,,,No,No
6156,No,,,,No,No
6157,No,,,,No,No
6158,No,,,,No,No
6159,No,,,,No,No
6160,No,Employed Full Time,2/22/2016,,No,No
6161,No,Employed Part Time,8/1/2014,,No,No
6162,No,Employed Part Time,2/1/2015,,No,No
6163,No,Employed Part Time,2/9/2016,,No,No
6164,No,Employed Full Time,1/2/2012,,No,No
6165,No,Employed Part Time,5/1/2018,Yes,No,No
6166,No,,,,No,No
6167,No,,,,No,No
6168,No,,,,No,No
6169,No,,,,No,No
6170,No,,,,No,No
6171,No,Employed Full Time,7/21/2007,,No,No
6172,No,Employed Full Time,10/12/2012,,No,No
6173,No,,,,No,No
6174,No,Employed Full Time,1/1/2012,,No,No
6175,No,Not employed,,,No,No
6176,No,Employed Part Time,,,No,No
6177,No,,,,No,No
6178,No,,,,No,No
6179,No,Employed Full Time,9/1/2015,,No,No
6180,No,Employed Part Time,11/2/2016,,No,No
6181,No,Employed Part Time,1/1/2017,,No,No
6182,No,,,,No,No
6183,No,Employed Part Time,8/1/2016,,No,No
6184,No,,,,No,No
6185,No,,,,No,No
6186,No,Not employed,,,No,No
6187,No,,,,No,No
6188,No,,,,No,No
6189,No,Employed Full Time,2/14/2017,,No,No
6190,No,Employed Full Time,,,No,No
6191,No,Employed Full Time,6/19/2017,,No,No
6192,No,Employed Full Time,3/22/2010,,No,No
6193,No,Employed Full Time,12/12/2015,,No,No
6194,No,Not employed,,,No,No
6195,No,,,,No,No
6196,No,Employed Full Time,11/30/2015,,No,No
6197,No,Not employed,,,No,No
6198,No,Employed Full Time,,,No,No
6199,No,Employed Full Time,,,No,No
6200,No,,,,No,No
6201,No,Not employed,,No,No,No
6202,No,Not employed,,No,No,No
6203,No,,,,No,No
6204,No,Employed Full Time,4/12/2017,,No,No
6205,No,Not employed,,No,No,No
6206,No,Not employed,,,No,No
6207,No,Employed Part Time,8/1/2017,,No,No
6208,No,,,,No,No
6209,No,Employed Part Time,7/7/2018,Yes,No,No
6210,No,Employed Full Time,9/5/2013,,No,No
6211,No,,,,No,No
6212,No,,,,No,No
6213,No,Not employed,,,No,No
6214,No,Employed Part Time,12/1/2002,,No,No
6215,No,Employed Part Time,9/29/2017,,No,No
6216,No,,,,No,No
6217,No,,,,No,No
6218,No,Employed Part Time,7/1/2017,Yes,No,No
6219,No,Employed Full Time,8/28/2017,,No,No
6220,No,Employed Full Time,9/11/2017,,No,No
6221,No,Employed Part Time,6/1/2016,,No,No
6222,No,Employed Full Time,9/1/2009,,No,No
6223,No,,,,No,No
6224,No,,,,No,No
6225,No,Employed Part Time,1/1/2014,,No,No
6226,No,Employed Full Time,7/26/2018,Yes,No,No
6227,No,,,,No,No
6228,No,,,,No,No
6229,No,,,,No,No
6230,No,,,,No,No
6231,No,,,,No,No
6232,No,Employed Full Time,10/16/2017,,No,No
6233,No,Employed Full Time,9/1/2017,,No,No
6234,No,Employed Part Time,9/25/2017,,No,No
6235,No,,,,No,No
6236,Yes,,,No,No,No
6237,No,Employed Full Time,6/12/2000,,No,No
6238,No,Employed Full Time,5/17/2013,,No,No
6239,No,Not employed,,No,No,No
6240,No,Employed Full Time,11/14/2017,,No,No
6241,No,Employed Part Time,10/2/2017,,No,No
6242,No,Employed Part Time,10/17/2017,,No,No
6243,No,Employed Part Time,10/18/2017,,No,No
6244,No,Not employed,,No,No,No
6245,No,Employed Full Time,10/2/2017,,No,No
6246,No,,,,No,No
6247,No,Employed Full Time,10/3/2017,,No,No
6248,No,,,,No,No
6249,No,,,,No,No
6250,No,,,,No,No
6251,No,Employed Full Time,10/12/2017,,No,No
6252,No,Employed Full Time,9/5/2017,,No,No
6253,No,Employed Part Time,7/12/2016,,No,No
6254,No,,,,No,No
6255,No,Employed Part Time,9/6/2017,,No,No
6256,No,Not employed,,No,No,No
6257,No,,,,No,No
6258,No,Not employed,,No,No,No
6259,No,Not employed,,No,No,No
6260,No,Not employed,,No,No,No
6261,No,Not employed,,No,No,No
6262,No,Not employed,,No,No,No
6263,No,Employed Full Time,7/30/2012,,No,No
6264,No,Employed Full Time,2/11/2013,,No,No
6265,No,Employed Full Time,10/1/2014,Yes,No,No
6266,No,Employed Full Time,10/1/2015,Yes,No,No
6267,No,Employed Full Time,7/1/2011,,No,No
6268,No,Employed Full Time,6/1/2014,Yes,No,No
6269,No,Employed Full Time,5/7/2018,Yes,No,No
6270,No,Employed Full Time,3/16/2018,Yes,No,No
6271,No,Employed Full Time,2/8/2016,,No,No
6272,No,Not employed,,No,No,No
6273,No,Employed Full Time,4/30/2018,Yes,No,No
6274,No,Employed Part Time,3/19/2018,Yes,No,No
6275,No,Employed Full Time,6/1/2018,Yes,No,No
6276,No,Employed Part Time,1/22/2018,,No,No
6277,No,Employed Full Time,4/1/2018,Yes,No,No
6278,No,Employed Full Time,9/1/2017,Yes,No,No
6279,No,Employed Part Time,8/1/2018,Yes,No,No
6280,No,Not employed,,No,No,No
6281,No,Employed Full Time,4/28/2018,Yes,No,No
6282,No,Employed Full Time,12/17/2017,Yes,No,No
6283,No,Employed Part Time,3/12/2018,Yes,No,No
6284,No,Employed Full Time,5/24/2018,Yes,No,No
6285,No,Employed Full Time,3/12/2018,Yes,No,No
6286,No,Employed Full Time,4/30/2018,Yes,No,No
6287,No,Not employed,,No,No,No
6288,No,Not employed,,No,No,No
6289,No,Not employed,,No,No,No
6290,No,Employed Part Time,5/29/2018,Yes,No,No
6291,No,Employed Full Time,1/1/2017,Yes,No,No
6292,No,Employed Part Time,5/1/2018,Yes,No,No
6293,No,Employed Part Time,6/1/2018,Yes,No,No
6294,No,Not employed,,No,No,No
6295,No,Not employed,,No,No,No
6296,No,Employed Full Time,,Yes,No,No
6297,No,Employed Part Time,7/23/2018,Yes,No,No
6298,No,Not employed,,No,No,No
6299,No,Not employed,,No,No,No
6300,No,Employed Full Time,5/25/2018,Yes,No,No
6301,No,Employed Full Time,6/1/2018,Yes,No,No
6302,No,Employed Part Time,7/1/2018,Yes,No,No
6303,No,Employed Part Time,1/1/2006,Yes,No,No
6304,No,Not employed,,No,No,No
6305,No,Not employed,,No,No,No
6306,No,Employed Full Time,4/3/2017,Yes,No,No
6307,No,Not employed,,No,No,No
6308,No,Employed Part Time,6/1/2018,Yes,No,No
6309,No,Employed Full Time,6/1/2018,Yes,No,No
6310,No,Employed Part Time,6/4/2018,Yes,No,No
6311,No,Not employed,,No,No,No
6312,No,Employed Full Time,8/1/2018,Yes,No,No
6313,No,Not employed,,No,No,No
6314,No,Not employed,,No,No,No
6315,No,Not employed,,No,No,No
6316,No,Employed Part Time,4/27/2018,Yes,No,No
6317,No,Not employed,,No,No,No
6318,No,Employed Full Time,6/18/2018,Yes,No,No
6319,No,Employed Part Time,3/1/2018,Yes,No,No
6320,No,Employed Full Time,10/1/2010,Yes,No,No
6321,No,Not employed,,No,No,No
6322,No,Employed Full Time,7/1/2013,Yes,No,No
6323,No,Employed Part Time,8/1/2017,Yes,No,No
6324,No,Employed Part Time,4/1/2018,Yes,No,No
6325,No,Employed Full Time,1/1/2012,Yes,No,No
6326,No,Employed Part Time,6/5/2018,Yes,No,No
6327,No,Employed Part Time,8/3/2018,Yes,No,No
6328,No,Employed Full Time,10/16/2006,Yes,No,No
6329,No,Not employed,,No,No,No
6330,No,Not employed,,No,No,No
6331,No,Not employed,,No,No,No
6332,No,Not employed,,No,No,No
6333,No,Employed Full Time,3/10/2008,Yes,No,No
6334,No,Employed Full Time,7/31/2018,Yes,No,No
6335,No,Not employed,,No,No,No
6336,No,Employed Full Time,2/1/2018,Yes,No,No
6337,No,Not employed,,No,No,No
6338,No,Not employed,,No,No,No
6339,No,Not employed,,No,No,No
6340,No,Not employed,,No,No,No
6341,No,Not employed,,No,No,No
6342,No,Not employed,,No,No,No
6343,No,Employed Full Time,1/17/2007,Yes,No,No
6344,No,Employed Part Time,2/1/2018,Yes,No,No
6345,No,Employed Full Time,8/6/2018,Yes,No,No
6346,No,Not employed,,No,No,No
6347,No,Not employed,,No,No,No
6348,No,Not employed,,No,No,No
6349,No,Employed Full Time,6/23/2018,Yes,No,No
6350,No,Employed Full Time,4/1/2018,Yes,No,No
6351,No,Employed Full Time,4/1/2018,Yes,No,No
6352,No,Employed Full Time,8/1/2018,Yes,No,No
6353,No,Not employed,,No,No,No
6354,No,Employed Full Time,8/7/2018,Yes,No,No
6355,No,Employed Full Time,8/1/2012,Yes,No,No
6356,No,Employed Full Time,8/1/2016,Yes,No,No
6357,No,Employed Full Time,10/9/2017,Yes,No,No
6358,No,Employed Part Time,5/1/2018,Yes,No,No
6359,No,Employed Full Time,10/1/2018,Yes,No,No
6360,No,Not employed,,No,No,No
6361,No,Not employed,,No,No,No
6362,No,Employed Full Time,7/6/2015,,,
6363,Yes,Employed Full Time,1/1/2016,,,
6364,No,Employed Full Time,2/2/2016,,Yes,No
6365,No,,,No,No,No
6366,Yes,Employed Part Time,2/1/2015,,Yes,Yes
6367,No,Employed Full Time,2/4/2016,Yes,No,No
6368,No,,,,No,No
6369,Yes,,,,,
6370,No,Employed Full Time,1/27/2016,,Yes,No
6371,No,Employed Full Time,2/3/2016,,Yes,No
6372,No,,,,,
6373,No,,,No,No,No
6374,No,,,No,No,No
6375,No,,,No,No,No
6376,No,,,No,No,No
6377,No,Employed Part Time,11/24/2014,,Yes,No
6378,No,,,No,No,No
6379,Yes,,,,Yes,No
6380,No,,,,No,No
6381,Yes,Employed Part Time,1/20/2016,,No,No
6382,No,Employed Full Time,11/1/2012,,Yes,No
6383,No,Employed Part Time,8/1/2009,,No,No
6384,No,Employed Full Time,1/1/2015,,No,No
6385,No,Employed Full Time,1/15/2016,,,
6386,No,Employed Full Time,3/1/2016,,No,No
6387,Yes,,,,No,No
6388,No,Employed Full Time,3/1/2014,,Yes,No
6389,Yes,Employed Full Time,5/26/2008,,Yes,No
6390,No,,,No,No,No
6391,No,,,No,No,No
6392,No,,,,,
6393,No,,,No,No,No
6394,Yes,Employed Part Time,10/20/2015,,No,No
6395,No,Employed Part Time,1/1/2016,Yes,No,No
6396,No,Employed Full Time,8/1/2001,,No,No
6397,No,Employed Full Time,4/1/2015,,,
6398,Yes,,,,,
6399,No,,,No,No,No
6400,No,,,No,No,No
6401,No,Employed Full Time,2/22/2016,,,
6402,No,Employed Full Time,3/1/2016,,No,No
6403,No,,,No,No,No
6404,No,Not employed,,No,No,No
6405,No,Employed Full Time,8/26/2015,,,
6406,No,,,No,No,No
6407,No,Employed Full Time,11/4/2013,,,
6408,No,Employed Part Time,4/3/2017,,No,No
6409,No,,,No,No,No
6410,No,,,No,No,No
6411,Yes,,,No,No,No
6412,No,,,No,No,No
6413,No,,,No,No,No
6414,Yes,,,,Yes,No
6415,Yes,Employed Full Time,2/13/2018,Yes,Yes,Yes
6416,Yes,Employed Full Time,2/26/2018,Yes,Yes,Yes
6417,Yes,Employed Full Time,4/12/2016,Yes,,
6418,Yes,Employed Full Time,4/12/2016,Yes,,
6419,Yes,Employed Full Time,5/3/2017,Yes,No,
6420,Yes,Not employed,,,No,
6421,Yes,Not employed,,,,
6422,Yes,Not employed,,,,
6423,Yes,Not employed,,,,
6424,Yes,Not employed,,,,
6425,Yes,Employed Full Time,9/29/2016,Yes,,
6426,Yes,Employed Full Time,8/6/1993,Yes,,
6427,Yes,Employed Full Time,10/21/1990,,,
6428,Yes,,,,,
6429,Yes,Employed Full Time,2/14/2015,Yes,,
6430,Yes,Employed Full Time,4/17/2015,,Yes,Yes
6431,Yes,,,,,
6432,Yes,Employed Full Time,5/14/2015,,,
6433,Yes,Employed Full Time,12/4/2014,,,
6434,Yes,Employed Full Time,,,,
6435,Yes,Employed Full Time,,,,
6436,Yes,,,,,
6437,Yes,,,,Yes,
6438,Yes,,,,,
6439,Yes,,,,,
6440,Yes,Employed Full Time,,,,
6441,Yes,,,,,
6442,Yes,Employed Full Time,,,,
6443,Yes,,,,,
6444,Yes,Employed Full Time,8/19/2015,Yes,Yes,Yes
6445,Yes,,,,,
6446,Yes,,,,,
6447,Yes,Employed Part Time,5/15/2015,,,
6448,Yes,,,,,
6449,Yes,,,,,
6450,Yes,,,,,
6451,Yes,,,,Yes,
6452,Yes,,,,,
6453,Yes,Employed Full Time,7/26/2015,,,
6454,Yes,Employed Full Time,3/3/2015,Yes,,
6455,Yes,Employed Full Time,,,,
6456,Yes,Employed Full Time,,,,
6457,Yes,Employed Full Time,9/11/2015,Yes,,
6458,Yes,Employed Full Time,3/1/2015,,,
6459,Yes,Employed Full Time,2/5/2015,,,
6460,Yes,Employed Full Time,,,,
6461,Yes,,,,Yes,
6462,Yes,,,,,
6463,Yes,,,,,
6464,Yes,Employed Full Time,2/9/2015,,Yes,Yes
6465,Yes,Employed Full Time,4/27/2015,,,
6466,Yes,Employed Part Time,,,,
6467,Yes,Employed Full Time,4/15/2015,,,
6468,Yes,Employed Full Time,,,,
6469,Yes,Employed Full Time,7/6/2015,,,
6470,Yes,Employed Full Time,1/20/2015,,,
6471,Yes,,,,,
6472,Yes,Employed Full Time,5/14/2015,,,
6473,Yes,Employed Full Time,4/20/2015,,,
6474,Yes,Employed Full Time,7/29/2015,,Yes,
6475,Yes,Employed Full Time,6/1/2015,Yes,,
6476,Yes,,,,,
6477,Yes,Employed Full Time,4/20/2015,,,
6478,Yes,Employed Full Time,,,,
6479,Yes,Employed Full Time,2/5/2015,,,
6480,Yes,Employed Full Time,,,,
6481,Yes,Employed Full Time,5/28/2015,,,
6482,Yes,,,,,
6483,Yes,Employed Full Time,3/5/2015,,,
6484,Yes,,,,,
6485,Yes,,,,,
6486,Yes,,,,,
6487,Yes,,,,,
6488,Yes,,,,,
6489,Yes,Employed Full Time,,,,
6490,Yes,Employed Full Time,5/3/2013,Yes,,
6491,Yes,,,,,
6492,Yes,Employed Full Time,,,,
6493,Yes,,,,,
6494,Yes,Employed Full Time,8/17/2015,Yes,,
6495,Yes,,,,,
6496,Yes,Employed Full Time,4/1/2015,,Yes,Yes
6497,Yes,Employed Full Time,,,,
6498,Yes,,,,,
6499,Yes,Employed Full Time,7/20/2015,,,
6500,Yes,Employed Full Time,2/28/2015,,,
6501,Yes,Employed Full Time,8/29/2015,Yes,Yes,Yes
6502,Yes,,,,,
6503,Yes,Employed Full Time,4/13/2015,Yes,,
6504,Yes,,,,,
6505,Yes,,,No,No,No
6506,Yes,Employed Part Time,1/16/2015,Yes,No,No
6507,No,Employed Part Time,8/15/2015,No,Yes,Yes
6508,Yes,Employed Full Time,12/8/2014,Yes,Yes,Yes
6509,No,Employed Part Time,3/1/2015,Yes,No,No
6510,Yes,Employed Part Time,2/1/2011,Yes,No,No
6511,No,Employed Full Time,6/1/2015,Yes,Yes,No
6512,No,Employed Full Time,3/1/2015,Yes,No,No
6513,No,Employed Full Time,2/10/2016,Yes,No,No
6514,No,Employed Full Time,1/7/2016,Yes,No,No
6515,No,Employed Part Time,3/15/2016,Yes,No,No
6516,Yes,Employed Full Time,8/2/2015,Yes,No,No
6517,No,Employed Full Time,3/13/2016,Yes,No,No
6518,Yes,Employed Part Time,5/6/2016,Yes,No,No
6519,Yes,Employed Full Time,6/3/2016,Yes,No,No
6520,Yes,Employed Full Time,5/13/2016,Yes,No,No
6521,No,Employed Full Time,8/24/2008,Yes,No,No
6522,Yes,Employed Part Time,2/22/2016,Yes,No,No
6523,Yes,Employed Part Time,3/5/2016,Yes,No,No
6524,No,Employed Full Time,10/15/2016,Yes,No,No
6525,Yes,Employed Full Time,4/1/2016,Yes,No,No
6526,Yes,,,No,No,No
6527,Yes,Employed Part Time,5/28/2016,Yes,Yes,No
6528,No,Employed Full Time,4/1/2016,Yes,No,No
6529,Yes,Employed Full Time,3/10/2015,Yes,No,Yes
6530,No,Employed Full Time,5/13/2016,Yes,No,No
6531,Yes,Employed Full Time,7/1/2016,Yes,No,No
6532,Yes,Employed Full Time,9/24/2016,Yes,Yes,No
6533,Yes,,,No,No,No
6534,Yes,Employed Part Time,9/1/2016,No,No,No
6535,Yes,,,No,Yes,No
6536,Yes,Employed Part Time,7/1/2016,Yes,No,No
6537,Yes,Employed Part Time,8/1/2016,Yes,No,No
6538,Yes,Employed Full Time,8/1/2016,Yes,No,No
6539,Yes,Employed Part Time,9/1/2016,Yes,No,No
6540,Yes,,,No,No,No
6541,Yes,Employed Full Time,9/26/2016,,No,No
6542,Yes,Employed Full Time,11/21/2016,,No,No
6543,Yes,Employed Full Time,8/1/2016,,No,No
6544,Yes,Employed Full Time,9/22/2016,,No,No
6545,Yes,Employed Part Time,6/1/2016,,No,No
6546,Yes,Employed Part Time,11/18/2016,,No,No
6547,Yes,Employed Full Time,12/1/2016,,No,No
6548,Yes,Employed Full Time,8/16/2016,,Yes,Yes
6549,Yes,Employed Full Time,9/1/2016,,No,No
6550,Yes,,,,No,No
