,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
633,Yes,Not employed,,No,No,No
634,Yes,Employed Part Time,2017-06-01,Yes,No,No
635,Yes,Not employed,,No,No,No
636,Yes,Employed Full Time,2017-07-18,Yes,No,No
637,Yes,Employed Part Time,2018-05-02,Yes,No,No
638,Yes,Employed Full Time,2018-01-28,Yes,No,No
639,Yes,Employed Full Time,2017-09-18,Yes,No,No
640,Yes,Employed Full Time,2017-08-16,Yes,No,No
641,Yes,Employed Part Time,2018-07-01,Yes,No,No
642,Yes,Not employed,,No,No,Yes
643,Yes,Not employed,,No,No,No
644,Yes,Employed Full Time,2018-02-09,Yes,No,No
645,Yes,Employed Full Time,2018-08-01,Yes,No,No
646,Yes,Employed Full Time,2017-07-19,Yes,No,No
647,Yes,Not employed,,No,No,No
648,Yes,Not employed,,No,No,No
649,Yes,Employed Full Time,2016-02-16,Yes,No,No
650,Yes,Employed Full Time,2018-07-01,Yes,No,No
651,Yes,Employed Part Time,2019-02-17,Yes,No,No
652,Yes,Employed Part Time,2019-01-16,Yes,No,Yes
653,Yes,Employed Full Time,2018-12-05,Yes,Yes,No
654,Yes,Employed Part Time,2017-10-01,Yes,No,No
655,Yes,Employed Full Time,2019-02-19,Yes,No,No
656,Yes,Employed Full Time,2018-02-01,Yes,No,No
657,Yes,Employed Full Time,2018-10-21,Yes,No,No
658,Yes,Employed Full Time,2018-12-15,Yes,No,No
659,Yes,Employed Part Time,2018-05-17,Yes,No,No
660,Yes,Employed Part Time,2018-07-27,Yes,No,No
661,Yes,Not employed,,No,No,No
662,Yes,Employed Part Time,2018-08-01,Yes,No,No
663,Yes,Employed Full Time,2018-08-11,Yes,No,No
664,Yes,Employed Full Time,2018-03-01,Yes,Yes,Yes
665,Yes,Employed Part Time,2019-02-12,Yes,Yes,Yes
666,Yes,Employed Full Time,2019-01-18,Yes,No,No
667,Yes,Employed Full Time,2019-01-22,Yes,No,No
668,Yes,Employed Full Time,2019-01-28,Yes,No,No
669,Yes,Employed Full Time,2017-08-20,Yes,No,No
670,Yes,Employed Full Time,2019-01-23,Yes,No,No
671,Yes,Employed Full Time,2018-10-10,Yes,No,No
672,Yes,Employed Part Time,2018-04-12,Yes,No,No
673,Yes,Not employed,,No,No,No
674,Yes,Employed Full Time,2018-12-18,Yes,No,No
675,Yes,Employed Part Time,2018-11-30,Yes,No,No
676,Yes,Not employed,,No,No,No
677,Yes,Not employed,,No,No,No
678,Yes,Not employed,,No,No,No
679,Yes,Employed Full Time,2018-11-01,Yes,No,No
680,Yes,Not employed,,No,No,No
681,Yes,Not employed,,No,No,No
682,Yes,Employed Part Time,2019-01-19,Yes,No,No
683,Yes,Employed Part Time,2018-12-06,Yes,No,No
684,Yes,Not employed,,No,No,No
685,Yes,Not employed,,No,No,No
686,Yes,Not employed,,No,No,No
687,No,Employed Full Time,2018-12-18,Yes,No,No
688,No,Employed Part Time,2017-06-15,Yes,No,No
689,Yes,Employed Full Time,2018-11-07,Yes,No,No
690,No,Not employed,,No,No,No
691,No,Not employed,,No,No,No
692,No,Employed Part Time,2018-01-13,Yes,No,No
693,Yes,Not employed,,No,No,No
694,Yes,Not employed,,No,No,No
695,Yes,Employed Full Time,2018-10-15,Yes,No,No
696,Yes,Employed Full Time,2018-10-22,Yes,,
697,Yes,Employed Full Time,2019-01-04,Yes,Yes,Yes
698,Yes,Employed Full Time,2018-12-17,Yes,Yes,Yes
699,Yes,Employed Full Time,2019-01-04,Yes,,
700,Yes,Employed Full Time,2014-06-02,Yes,,
701,Yes,Employed Full Time,2015-06-01,Yes,,
702,Yes,Employed Full Time,2015-06-01,Yes,,
703,Yes,Employed Full Time,2017-06-01,Yes,,
704,Yes,Employed Full Time,2018-11-13,Yes,,
705,Yes,Employed Full Time,2019-12-17,Yes,Yes,Yes
706,Yes,Employed Full Time,2016-01-09,Yes,,
707,Yes,Employed Full Time,2016-01-09,Yes,,
708,Yes,Employed Full Time,2018-05-01,Yes,,
709,Yes,Employed Full Time,2018-11-01,Yes,Yes,Yes
710,Yes,Employed Full Time,2019-01-07,Yes,Yes,
711,Yes,Employed Full Time,2019-02-25,Yes,Yes,
712,Yes,Not employed,,,Yes,Yes
713,Yes,Employed Full Time,2019-02-01,Yes,Yes,Yes
714,Yes,Employed Full Time,2018-07-23,Yes,,
715,Yes,Employed Full Time,2019-01-14,Yes,Yes,Yes
716,Yes,Employed Full Time,2018-10-22,Yes,Yes,Yes
717,Yes,Employed Full Time,2019-03-13,Yes,,
718,Yes,Employed Full Time,2019-03-13,Yes,,
719,Yes,Employed Full Time,2013-03-24,Yes,,
720,Yes,Employed Full Time,2018-08-20,Yes,Yes,Yes
721,Yes,Employed Full Time,2012-04-01,Yes,,
722,Yes,Employed Full Time,2012-04-01,Yes,,
723,Yes,Employed Full Time,2018-01-03,Yes,Yes,
724,Yes,Employed Full Time,2019-02-19,Yes,Yes,
725,Yes,Employed Full Time,2018-10-22,Yes,Yes,Yes
726,Yes,Employed Full Time,2018-11-10,Yes,,
727,Yes,Employed Full Time,2010-01-01,Yes,,
728,Yes,Not employed,,,,
729,Yes,Not employed,,,,
730,Yes,Employed Full Time,2019-02-17,Yes,,
731,Yes,Employed Full Time,,,No,No
732,Yes,Not employed,,,Yes,
733,Yes,Not employed,,,Yes,
734,Yes,Employed Full Time,2017-06-01,,Yes,Yes
735,Yes,Not employed,,,Yes,
736,Yes,Not employed,,,Yes,
737,Yes,Not employed,,,Yes,
738,Yes,Not employed,,,Yes,
739,Yes,Not employed,,,Yes,
740,Yes,Not employed,,,Yes,
741,Yes,Not employed,,,Yes,
742,Yes,Not employed,,,Yes,
743,Yes,Not employed,,,Yes,
744,Yes,Employed Part Time,2019-03-22,,Yes,
745,Yes,Employed Full Time,,,Yes,No
746,Yes,Not employed,,,Yes,Yes
747,Yes,Employed Full Time,2018-12-01,,Yes,Yes
748,Yes,Not employed,,,Yes,
749,Yes,Employed Full Time,2017-08-07,,No,No
750,Yes,Not employed,,,Yes,
751,Yes,Not employed,,,Yes,
752,Yes,Not employed,,,No,No
753,Yes,Not employed,,,Yes,
754,Yes,Employed Full Time,2019-02-03,,No,No
755,Yes,Employed Full Time,2019-01-09,,No,No
756,Yes,Employed Full Time,2016-06-01,,Yes,Yes
757,Yes,Employed Full Time,2019-01-15,,Yes,
758,Yes,Not employed,,,Yes,
759,Yes,Employed Full Time,2019-02-03,,No,No
760,Yes,Not employed,,Yes,Yes,
761,Yes,Not employed,,,Yes,
762,Yes,Not employed,,,Yes,
763,Yes,Not employed,,,Yes,
764,Yes,Not employed,,,Yes,
765,Yes,Not employed,,,Yes,
766,No,Employed Full Time,2018-12-01,,,
767,Yes,Not employed,,,Yes,
768,Yes,Not employed,,,Yes,
769,Yes,Not employed,,,Yes,
770,Yes,Not employed,,,Yes,
771,Yes,Employed Full Time,2019-02-15,,Yes,No
772,Yes,Employed Part Time,2018-10-01,Yes,Yes,Yes
773,Yes,Not employed,,,Yes,
774,Yes,Not employed,,,Yes,
775,Yes,Not employed,,,Yes,
776,Yes,Employed Full Time,2016-06-01,Yes,Yes,No
777,Yes,Not employed,,,Yes,
778,Yes,Not employed,,,Yes,
779,Yes,Employed Full Time,2016-03-15,,,
780,Yes,Not employed,,,Yes,
781,Yes,Not employed,,,Yes,
782,Yes,Not employed,,,Yes,
783,Yes,Not employed,,,Yes,
784,Yes,Not employed,,,Yes,
785,Yes,Not employed,,,No,No
786,Yes,Not employed,,,Yes,No
787,Yes,Employed Full Time,2018-06-01,,Yes,No
788,Yes,Not employed,,,No,No
789,Yes,Not employed,,,Yes,
790,Yes,Not employed,,,Yes,
791,No,Not employed,,,No,No
792,Yes,,,,No,No
793,Yes,Employed Full Time,2019-01-15,,No,No
794,Yes,Not employed,,,No,No
795,Yes,Not employed,,,Yes,
796,Yes,Not employed,,,Yes,
797,Yes,Not employed,,,Yes,
798,Yes,Not employed,,,Yes,
799,No,Employed Full Time,2017-09-01,,No,No
800,Yes,Employed Full Time,2017-11-15,,No,No
801,Yes,Not employed,,,Yes,
802,Yes,Not employed,,,No,No
803,Yes,Employed Full Time,2019-02-11,,Yes,
804,Yes,Not employed,,,Yes,
805,Yes,Employed Full Time,2019-03-25,,Yes,
806,Yes,Employed Full Time,2016-10-15,,No,No
807,Yes,Not employed,,,Yes,
808,Yes,Not employed,,,Yes,
809,Yes,Not employed,,,Yes,
810,Yes,Employed Full Time,2019-03-05,,Yes,
811,Yes,Not employed,,,Yes,
812,Yes,Not employed,,,Yes,
813,Yes,Not employed,,,Yes,
814,Yes,Not employed,,,Yes,
815,Yes,Employed Part Time,,,No,No
816,Yes,Not employed,,,Yes,
817,Yes,Employed Part Time,,,No,No
818,Yes,Not employed,,,Yes,
819,Yes,Not employed,,,Yes,
820,Yes,Employed Part Time,,,No,No
821,Yes,Not employed,,,Yes,
822,Yes,Not employed,,,Yes,
823,Yes,Not employed,,,Yes,
824,Yes,Not employed,,,Yes,
825,No,Employed Full Time,2018-07-14,Yes,No,No
826,Yes,Not employed,,,Yes,
827,Yes,Not employed,,,No,No
828,Yes,Not employed,,,Yes,
829,Yes,Not employed,,,Yes,
830,Yes,Not employed,,,Yes,
831,Yes,Not employed,,,Yes,
832,Yes,Not employed,,,No,No
833,Yes,Not employed,,,Yes,Yes
834,Yes,Not employed,,,Yes,Yes
835,Yes,Not employed,,,Yes,Yes
836,Yes,Employed Part Time,2019-03-22,,Yes,No
837,Yes,Employed Full Time,2018-11-27,,Yes,Yes
838,Yes,Employed Full Time,2019-03-27,,,
839,Yes,Not employed,,,Yes,Yes
840,Yes,Not employed,,,Yes,Yes
841,Yes,Employed Full Time,2019-03-15,,Yes,Yes
842,Yes,Employed Full Time,2019-03-27,,Yes,No
843,Yes,Employed Full Time,2018-12-20,Yes,Yes,
844,Yes,Employed Full Time,2019-02-23,,Yes,
845,Yes,Not employed,,,Yes,Yes
846,Yes,Not employed,,,Yes,Yes
847,Yes,Not employed,,,Yes,Yes
848,Yes,Not employed,,,Yes,Yes
849,Yes,Not employed,,,Yes,Yes
850,Yes,Employed Part Time,2019-03-04,,Yes,No
851,Yes,Not employed,,,Yes,Yes
852,Yes,Employed Full Time,2018-07-11,Yes,No,No
853,Yes,Not employed,,,Yes,Yes
854,Yes,Not employed,,,Yes,Yes
855,Yes,Employed Full Time,2019-01-24,,Yes,No
856,Yes,Not employed,,,Yes,Yes
857,Yes,Employed Full Time,2019-03-25,,Yes,Yes
858,Yes,Not employed,,,Yes,Yes
859,Yes,Employed Full Time,2019-03-05,,Yes,Yes
860,Yes,Not employed,,,Yes,Yes
861,Yes,Not employed,,,Yes,Yes
862,Yes,Not employed,,,Yes,Yes
863,Yes,Employed Full Time,2029-03-11,,Yes,No
864,Yes,Not employed,,,Yes,Yes
865,Yes,Employed Full Time,2018-11-07,,,
866,Yes,Not employed,,,Yes,Yes
867,Yes,Not employed,,,Yes,Yes
868,Yes,Employed Part Time,2019-03-04,,Yes,No
869,Yes,Not employed,,,Yes,Yes
870,Yes,Not employed,,,Yes,Yes
871,Yes,Not employed,,,Yes,Yes
872,Yes,Employed Full Time,2018-04-02,,,
873,Yes,Employed Full Time,2015-01-23,,,
874,Yes,Employed Full Time,2019-05-06,,,
875,Yes,Not employed,,,,
876,Yes,Not employed,,,,
877,Yes,Not employed,,,,
878,Yes,Not employed,,,,
879,Yes,Not employed,,,,
880,Yes,Not employed,,,,
881,Yes,Not employed,,,,
882,Yes,Not employed,,,,
883,Yes,Not employed,,,,
884,,Employed Full Time,2018-01-01,,,
885,Yes,Employed Full Time,2013-01-01,,,
886,Yes,Employed Full Time,2019-02-25,,,
887,Yes,Employed Full Time,2018-11-01,,,
888,Yes,Employed Full Time,2015-01-01,,,
889,Yes,Employed Full Time,2019-01-22,,,
890,Yes,Employed Full Time,2019-01-22,,,
891,,Employed Full Time,2017-01-01,,,
892,Yes,Employed Full Time,2007-11-01,,,
893,Yes,Employed Full Time,2017-07-01,,,
894,Yes,Employed Part Time,1996-06-01,,,
895,Yes,Employed Part Time,2018-08-01,,,
896,Yes,Employed Part Time,2018-01-01,,,
897,Yes,Employed Part Time,2011-02-01,,,
898,Yes,Employed Part Time,2019-01-01,,,
899,Yes,Employed Part Time,2018-12-27,,,
900,Yes,Employed Part Time,2019-01-10,,,
901,Yes,Employed Part Time,2018-12-01,,,
902,Yes,Employed Part Time,2018-10-01,,,
903,Yes,Employed Part Time,2018-01-01,,,
904,Yes,Employed Part Time,2019-01-27,,,
905,Yes,Employed Part Time,2018-08-01,,,
906,Yes,Employed Part Time,2017-11-01,,,
907,Yes,Employed Part Time,2015-03-01,,,
908,Yes,Not employed,,,,
909,Yes,Not employed,,,,
910,Yes,Not employed,,,,
911,Yes,Not employed,,,,
912,Yes,Not employed,,,,
913,Yes,Not employed,,,,
914,Yes,Not employed,,,,
915,Yes,Not employed,,,,
916,Yes,Not employed,,,,
917,Yes,Not employed,,,,
918,Yes,Not employed,,,,
919,Yes,Not employed,,,,
920,Yes,Not employed,,,,
921,Yes,Not employed,,,,
922,Yes,Not employed,,,,
923,Yes,Not employed,,,,
924,Yes,Not employed,,,,
925,Yes,Not employed,,,,
926,Yes,Not employed,,,,
927,Yes,Not employed,,,,
928,Yes,Not employed,,,,
929,Yes,Not employed,,,,
930,Yes,Not employed,,,,
931,Yes,Not employed,,,,
932,Yes,Not employed,,,,
933,Yes,Not employed,,,,
934,Yes,Not employed,,,,
935,Yes,Not employed,,,,
936,Yes,Not employed,,,,
937,Yes,Not employed,,,,
938,Yes,Not employed,,,,
939,Yes,Not employed,,,,
940,Yes,Not employed,,,,
941,Yes,Not employed,,,,
942,Yes,Not employed,,,,
943,Yes,Not employed,,,,
944,Yes,Not employed,,,,
945,Yes,Not employed,,,,
946,Yes,Not employed,,,,
947,Yes,Not employed,,,,
948,Yes,Not employed,,,,
949,Yes,Not employed,,,,
950,Yes,Not employed,,,,
951,Yes,Not employed,,,,
952,Yes,Not employed,,,,
953,Yes,Not employed,,,,
954,Yes,Not employed,,,,
955,Yes,Not employed,,,,
956,Yes,Not employed,,,,
957,Yes,Not employed,,,,
958,Yes,Not employed,,,,
959,Yes,Not employed,,,,
960,Yes,Not employed,,,,
961,Yes,Not employed,,,,
962,Yes,Not employed,,,,
963,Yes,Not employed,,,,
964,Yes,Not employed,,,,
965,Yes,Not employed,,,,
966,Yes,Not employed,,,,
967,Yes,Not employed,,,,
968,Yes,Not employed,,,,
969,Yes,Not employed,,,,
970,,Not employed,,,,
971,Yes,Not employed,,,,
972,Yes,Not employed,,,,
973,Yes,Not employed,,,,
974,Yes,Not employed,,,,
975,Yes,Not employed,,,,
976,Yes,Not employed,,,,
977,Yes,Not employed,,,,
978,Yes,Not employed,,,,
979,Yes,Not employed,,,,
980,Yes,Not employed,,,,
981,Yes,Not employed,,,,
982,Yes,Not employed,,,,
983,Yes,Not employed,,,,
984,Yes,Not employed,,,,
985,Yes,Not employed,,,,
986,Yes,Not employed,,,,
987,Yes,Not employed,,,,
988,Yes,Not employed,,,,
989,Yes,Not employed,,,,
990,Yes,Not employed,,,,
991,Yes,Not employed,,,,
992,Yes,Not employed,,,,
993,,Not employed,,,,
994,Yes,Not employed,,,,
995,Yes,Not employed,,,,
996,Yes,Not employed,,,,
997,Yes,Not employed,,,,
998,Yes,Not employed,,,,
999,Yes,Not employed,,,,
1000,Yes,Not employed,,,,
1001,Yes,Not employed,,,,
1002,Yes,Not employed,,,,
1003,Yes,Not employed,,,,
1004,Yes,Not employed,,,,
1005,Yes,Not employed,,,,
1006,Yes,Not employed,,,,
1007,Yes,Not employed,,,,
1008,Yes,Not employed,,,,
1009,Yes,Not employed,,,,
1010,,Employed Full Time,2018-01-01,,,
1011,Yes,Employed Full Time,2016-05-16,,,
1012,Yes,Employed Full Time,2013-01-01,,,
1013,,Employed Full Time,2017-11-09,,,
1014,Yes,Employed Full Time,2018-04-02,,,
1015,,Employed Full Time,2018-03-26,,,
1016,Yes,Employed Full Time,2016-01-01,,,
1017,Yes,Employed Full Time,2016-01-01,,,
1018,Yes,Employed Full Time,2019-02-21,,,
1019,Yes,Employed Full Time,2019-02-25,,,
1020,,Employed Full Time,1993-01-01,,,
1021,Yes,Employed Full Time,2018-05-31,,,
1022,Yes,Employed Full Time,2019-01-01,,,
1023,Yes,Employed Full Time,2015-01-23,,,
1024,Yes,Employed Full Time,2018-08-06,,,
1025,Yes,Employed Full Time,2019-02-04,,,
1026,Yes,Employed Full Time,2019-01-01,,,
1027,,Employed Full Time,2017-06-01,,,
1028,Yes,Employed Full Time,2019-03-04,,,
1029,Yes,Employed Full Time,2018-04-23,,,
1030,Yes,Employed Full Time,2019-05-06,,,
1031,Yes,Employed Full Time,2018-08-09,,,
1032,Yes,Employed Full Time,2018-05-01,,,
1033,Yes,Employed Full Time,2018-06-04,,,
1034,Yes,Employed Full Time,2018-11-26,,,
1035,Yes,Employed Full Time,2018-11-26,,,
1036,,Employed Full Time,1993-01-01,,,
1037,Yes,Employed Full Time,2018-10-15,,,
1038,Yes,Employed Full Time,2018-11-15,,,
1039,Yes,Employed Full Time,2018-12-03,,,
1040,Yes,Employed Full Time,2019-02-11,,,
1041,Yes,Employed Full Time,2018-08-01,,,
1042,,Employed Full Time,2018-01-01,,,
1043,Yes,Employed Full Time,2013-10-01,,,
1044,Yes,Employed Full Time,2018-10-15,,,
1045,Yes,Employed Full Time,2018-01-22,,,
1046,Yes,Employed Full Time,2017-03-01,,,
1047,Yes,Employed Full Time,2019-03-04,,,
1048,Yes,Employed Full Time,2019-03-18,,,
1049,Yes,Employed Full Time,2018-09-03,,,
1050,Yes,Employed Full Time,2019-01-28,,,
1051,Yes,Employed Full Time,2019-01-07,,,
1052,Yes,Employed Full Time,2019-01-07,,,
1053,Yes,Employed Full Time,2019-02-04,,,
1054,Yes,Employed Full Time,2013-08-01,,,
1055,Yes,Employed Full Time,2019-02-04,,,
1056,Yes,Employed Full Time,2019-03-04,,,
1057,Yes,Employed Full Time,2019-02-04,,,
1058,Yes,Employed Full Time,2018-11-01,,,
1059,Yes,Employed Full Time,2019-01-28,,,
1060,Yes,Employed Full Time,2015-01-01,,,
1061,Yes,Employed Full Time,2019-04-01,,,
1062,Yes,Employed Full Time,2019-02-12,,,
1063,Yes,Employed Full Time,2018-12-12,,,
1064,Yes,Employed Full Time,2019-01-22,,,
1065,Yes,Employed Full Time,2019-01-22,,,
1066,,Employed Full Time,2017-01-01,,,
1067,Yes,Employed Full Time,2007-11-01,,,
1068,Yes,Employed Full Time,2019-02-04,,,
1069,Yes,Employed Full Time,2019-02-25,,,
1070,Yes,Employed Full Time,2019-03-04,,,
1071,Yes,Employed Full Time,2019-03-04,,,
1072,Yes,Employed Full Time,2019-02-25,,,
1073,Yes,Employed Full Time,2019-04-01,,,
1074,Yes,Employed Full Time,2019-02-07,,,
1075,Yes,Employed Full Time,2003-01-01,,,
1076,Yes,Employed Full Time,2017-07-01,,,
1077,Yes,Employed Part Time,2017-04-03,,,
1078,,Employed Part Time,2015-10-01,,,
1079,Yes,Employed Part Time,2018-01-01,,,
1080,Yes,Employed Part Time,2018-10-01,,,
1081,Yes,Employed Part Time,1996-06-01,,,
1082,Yes,Employed Part Time,2018-11-01,,,
1083,Yes,Employed Part Time,2018-10-04,,,
1084,Yes,Employed Part Time,2019-05-20,,,
1085,Yes,Employed Part Time,2018-09-02,,,
1086,Yes,Employed Part Time,2018-09-18,,,
1087,Yes,Employed Part Time,2018-10-08,,,
1088,Yes,Employed Part Time,2018-05-03,,,
1089,Yes,Employed Part Time,2017-12-01,,,
1090,Yes,Employed Part Time,2018-12-04,,,
1091,Yes,Employed Part Time,2018-05-09,,,
1092,Yes,Employed Part Time,2018-09-25,,,
1093,Yes,Employed Part Time,2018-08-01,,,
1094,,Employed Part Time,2019-01-01,,,
1095,Yes,Employed Part Time,2018-09-04,,,
1096,Yes,Employed Part Time,2018-10-23,,,
1097,Yes,Employed Part Time,2019-02-04,,,
1098,Yes,Employed Part Time,2018-01-01,,,
1099,Yes,Employed Part Time,2019-03-12,,,
1100,Yes,Employed Part Time,2019-01-01,,,
1101,Yes,Employed Part Time,2018-03-01,,,
1102,Yes,Employed Part Time,2017-03-28,,,
1103,Yes,Employed Part Time,2018-08-01,,,
1104,Yes,Employed Part Time,2018-01-01,,,
1105,Yes,Employed Part Time,2011-02-01,,,
1106,Yes,Employed Part Time,2016-01-01,,,
1107,Yes,Employed Part Time,2019-01-01,,,
1108,Yes,Employed Part Time,2018-12-27,,,
1109,Yes,Employed Part Time,2019-01-30,,,
1110,Yes,Employed Part Time,2018-12-01,,,
1111,Yes,Employed Part Time,2018-10-01,,,
1112,Yes,Employed Part Time,2019-03-11,,,
1113,Yes,Employed Part Time,2018-01-01,,,
1114,Yes,Employed Part Time,2019-01-27,,,
1115,Yes,Employed Part Time,2018-08-01,,,
1116,Yes,Employed Part Time,2017-11-01,,,
1117,Yes,Employed Part Time,2015-03-01,,,
1118,Yes,Not employed,,,,
1119,,Not employed,,,,
1120,Yes,Not employed,,,,
1121,Yes,Not employed,,,,
1122,Yes,Not employed,,,,
1123,Yes,Not employed,,,,
1124,,Not employed,,,,
1125,,Not employed,,,,
1126,Yes,Not employed,,,,
1127,Yes,Not employed,,,,
1128,,Not employed,,,,
1129,,Not employed,,,,
1130,,Not employed,,,,
1131,Yes,Not employed,,,,
1132,Yes,Not employed,,,,
1133,Yes,Not employed,,,,
1134,Yes,Not employed,,,,
1135,Yes,Not employed,,,,
1136,Yes,Not employed,,,,
1137,Yes,Not employed,,,,
1138,Yes,Not employed,,,,
1139,Yes,Not employed,,,,
1140,Yes,Not employed,,,,
1141,Yes,Not employed,,,,
1142,Yes,Not employed,,,,
1143,Yes,Not employed,,,,
1144,Yes,Not employed,,,,
1145,Yes,Not employed,,,,
1146,Yes,Not employed,,,,
1147,Yes,Not employed,,,,
1148,Yes,Not employed,,,,
1149,Yes,Not employed,,,,
1150,Yes,Not employed,,,,
1151,Yes,Not employed,,,,
1152,Yes,Not employed,,,,
1153,Yes,Not employed,,,,
1154,Yes,Not employed,,,,
1155,,Not employed,,,,
1156,Yes,Not employed,,,,
1157,Yes,Not employed,,,,
1158,Yes,Not employed,,,,
1159,Yes,Not employed,,,,
1160,Yes,Not employed,,,,
1161,Yes,Not employed,,,,
1162,Yes,Not employed,,,,
1163,Yes,Not employed,,,,
1164,Yes,Not employed,,,,
1165,,Not employed,,,,
1166,Yes,Not employed,,,,
1167,Yes,Not employed,,,,
1168,,Not employed,,,,
1169,Yes,Not employed,,,,
1170,Yes,Not employed,,,,
1171,Yes,Not employed,,,,
1172,Yes,Not employed,,,,
1173,Yes,Not employed,,,,
1174,Yes,Not employed,,,,
1175,Yes,Not employed,,,,
1176,Yes,Not employed,,,,
1177,Yes,Not employed,,,,
1178,Yes,Not employed,,,,
1179,Yes,Not employed,,,,
1180,Yes,Not employed,,,,
1181,Yes,Not employed,,,,
1182,Yes,Not employed,,,,
1183,Yes,Not employed,,,,
1184,Yes,Not employed,,,,
1185,Yes,Not employed,,,,
1186,Yes,Not employed,,,,
1187,Yes,Not employed,,,,
1188,Yes,Not employed,,,,
1189,Yes,Not employed,,,,
1190,Yes,Not employed,,,,
1191,Yes,Not employed,,,,
1192,Yes,Not employed,,,,
1193,Yes,Not employed,,,,
1194,Yes,Not employed,,,,
1195,Yes,Not employed,,,,
1196,Yes,Not employed,,,,
1197,Yes,Not employed,,,,
1198,Yes,Not employed,,,,
1199,Yes,Not employed,,,,
1200,Yes,Not employed,,,,
1201,Yes,Not employed,,,,
1202,Yes,Not employed,,,,
1203,Yes,Not employed,,,,
1204,Yes,Not employed,,,,
1205,Yes,Not employed,,,,
1206,Yes,Not employed,,,,
1207,Yes,Not employed,,,,
1208,Yes,Not employed,,,,
1209,Yes,Not employed,,,,
1210,Yes,Not employed,,,,
1211,Yes,Not employed,,,,
1212,Yes,Not employed,,,,
1213,Yes,Not employed,,,,
1214,Yes,Not employed,,,,
1215,Yes,Not employed,,,,
1216,Yes,Not employed,,,,
1217,Yes,Not employed,,,,
1218,Yes,Not employed,,,,
1219,Yes,Not employed,,,,
1220,Yes,Not employed,,,,
1221,Yes,Not employed,,,,
1222,Yes,Not employed,,,,
1223,Yes,Not employed,,,,
1224,Yes,Not employed,,,,
1225,Yes,Not employed,,,,
1226,Yes,Not employed,,,,
1227,Yes,Not employed,,,,
1228,Yes,Not employed,,,,
1229,Yes,Not employed,,,,
1230,Yes,Not employed,,,,
1231,Yes,Not employed,,,,
1232,,Not employed,,,,
1233,Yes,Not employed,,,,
1234,Yes,Not employed,,,,
1235,Yes,Not employed,,,,
1236,Yes,Not employed,,,,
1237,Yes,Not employed,,,,
1238,Yes,Not employed,,,,
1239,Yes,Not employed,,,,
1240,Yes,Not employed,,,,
1241,Yes,Not employed,,,,
1242,Yes,Not employed,,,,
1243,Yes,Not employed,,,,
1244,Yes,Not employed,,,,
1245,Yes,Not employed,,,,
1246,Yes,Not employed,,,,
1247,Yes,Not employed,,,,
1248,Yes,Not employed,,,,
1249,Yes,Not employed,,,,
1250,Yes,Not employed,,,,
1251,,Not employed,,,,
1252,Yes,Not employed,,,,
1253,Yes,Not employed,,,,
1254,Yes,Not employed,,,,
1255,Yes,Not employed,,,,
1256,Yes,Not employed,,,,
1257,Yes,Not employed,,,,
1258,Yes,Not employed,,,,
1259,Yes,Not employed,,,,
1260,Yes,Not employed,,,,
1261,Yes,Not employed,,,,
1262,Yes,Not employed,,,,
1263,Yes,Not employed,,,,
1264,Yes,Not employed,,,,
1265,Yes,Not employed,,,,
1266,Yes,Not employed,,,,
1267,Yes,Not employed,,,,
1268,No,Employed Part Time,2014-08-05,Yes,No,No
1269,Yes,Not employed,,No,No,No
1270,No,Employed Full Time,2016-08-01,Yes,No,No
1271,Yes,Employed Full Time,2018-10-15,Yes,No,No
1272,Yes,Employed Part Time,2010-09-01,Yes,No,No
1273,No,Employed Part Time,2016-02-14,Yes,No,No
1274,No,Employed Full Time,2007-10-01,Yes,No,No
1275,No,Not employed,,No,No,No
1276,No,Employed Full Time,2018-01-18,Yes,No,No
1277,No,Not employed,,No,No,No
1278,No,Employed Full Time,2014-06-01,Yes,No,No
1279,No,Not employed,,No,No,No
1280,No,Employed Full Time,2018-03-01,Yes,No,No
1281,No,Employed Full Time,2015-12-01,Yes,No,No
1282,No,Employed Full Time,2018-01-01,Yes,No,No
1283,No,Employed Full Time,2018-06-12,Yes,No,No
1284,Yes,Employed Full Time,2019-04-22,No,No,No
1285,No,Employed Full Time,2011-02-01,Yes,No,No
1286,No,Employed Full Time,2018-03-01,Yes,No,No
1287,No,Employed Part Time,2018-10-15,Yes,No,No
1288,No,Not employed,,No,No,No
1289,No,Employed Full Time,2004-01-12,Yes,No,No
1290,No,Employed Full Time,2018-06-11,Yes,No,No
1291,Yes,Employed Full Time,2015-09-01,Yes,No,No
1292,No,Employed Full Time,2018-08-01,Yes,No,No
1293,No,Employed Full Time,2018-09-12,Yes,No,No
1294,No,Employed Part Time,2017-05-01,Yes,No,No
1295,No,Employed Full Time,2018-10-01,Yes,No,No
1296,No,Employed Full Time,2018-07-23,Yes,No,No
1297,Yes,Employed Full Time,2016-10-04,Yes,No,No
1298,No,Employed Full Time,2014-08-11,Yes,No,No
1299,Yes,Not employed,,No,No,No
1300,Yes,Employed Full Time,2019-04-02,No,No,No
1301,No,Employed Full Time,2017-05-01,Yes,No,No
1302,No,Employed Part Time,2014-01-01,Yes,No,No
1303,No,Not employed,,No,No,No
1304,No,Not employed,,No,No,No
1305,No,Employed Full Time,2013-09-01,Yes,No,No
1306,No,Employed Full Time,2002-09-06,Yes,No,No
