,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
608,Yes,Employed Full Time,2014-06-02,Yes,,
609,Yes,Employed Full Time,2019-07-14,Yes,,
610,Yes,Employed Full Time,2019-07-14,Yes,,
611,Yes,Employed Full Time,2015-06-01,Yes,,
612,Yes,Employed Full Time,2019-04-22,Yes,Yes,
613,Yes,Employed Full Time,2019-04-22,Yes,Yes,
614,Yes,Employed Full Time,2017-06-01,Yes,,
615,Yes,Employed Full Time,2019-12-17,Yes,Yes,Yes
616,Yes,Employed Full Time,2019-07-15,Yes,Yes,Yes
617,Yes,Employed Full Time,2019-07-15,Yes,Yes,Yes
618,Yes,Not employed,,,,
619,Yes,Not employed,,,,
620,Yes,Employed Full Time,2018-05-01,Yes,,
621,Yes,Employed Full Time,2018-05-01,Yes,,
622,Yes,Employed Full Time,2019-01-07,Yes,Yes,
623,Yes,Employed Full Time,2019-06-10,Yes,Yes,
624,Yes,Employed Full Time,2019-06-10,Yes,Yes,
625,Yes,Employed Full Time,2019-02-14,Yes,,
626,Yes,Employed Full Time,2019-02-14,Yes,,
627,Yes,Employed Full Time,2019-02-25,Yes,Yes,
628,Yes,Employed Full Time,2019-05-18,Yes,,
629,Yes,Employed Full Time,2019-05-18,Yes,,
630,Yes,Not employed,,,,
631,Yes,Not employed,,,,
632,Yes,Not employed,,,Yes,Yes
633,Yes,Employed Full Time,2019-05-20,Yes,,
634,Yes,Employed Full Time,2019-05-20,Yes,,
635,Yes,Employed Full Time,2019-02-01,Yes,Yes,Yes
636,Yes,Not employed,,,,
637,Yes,Not employed,,,,
638,Yes,Employed Full Time,2019-06-24,Yes,Yes,Yes
639,Yes,Employed Full Time,2019-06-24,Yes,Yes,Yes
640,Yes,Employed Full Time,2018-10-22,Yes,Yes,Yes
641,Yes,Employed Full Time,2019-03-13,Yes,Yes,Yes
642,Yes,Not employed,,,,
643,Yes,Not employed,,,,
644,Yes,Employed Full Time,2013-03-24,Yes,,
645,Yes,Employed Full Time,2018-08-20,Yes,Yes,Yes
646,Yes,Employed Full Time,2015-06-01,Yes,,
647,Yes,Employed Full Time,2015-06-01,Yes,,
648,Yes,Not employed,,,,
649,Yes,Not employed,,,,
650,Yes,Not employed,,,,
651,Yes,Not employed,,,,
652,Yes,Employed Full Time,2019-02-25,Yes,,
653,Yes,Employed Full Time,2019-02-25,Yes,,
654,Yes,Employed Full Time,2019-05-29,Yes,,
655,Yes,Employed Full Time,2019-05-29,Yes,,
656,Yes,Employed Full Time,2012-04-01,Yes,,
657,Yes,Employed Full Time,2018-01-03,Yes,Yes,
658,Yes,Employed Full Time,2019-02-19,Yes,Yes,
659,Yes,Employed Full Time,2019-06-10,Yes,,
660,Yes,Employed Full Time,2019-06-10,Yes,,
661,Yes,Employed Full Time,2010-01-01,Yes,,
662,Yes,Employed Full Time,2010-01-01,Yes,,
663,Yes,Not employed,,,,
664,Yes,Employed Full Time,2019-02-17,Yes,,
665,Yes,Not employed,,,,No
666,Yes,Not employed,,,Yes,Yes
667,Yes,Not employed,,,,No
668,Yes,Employed Full Time,2019-06-18,,Yes,Yes
669,Yes,Not employed,,,No,No
670,Yes,Not employed,,,No,No
671,Yes,Not employed,,,,No
672,Yes,Employed Full Time,2019-06-05,,,No
673,Yes,Not employed,,,No,No
674,Yes,Employed Full Time,2019-06-28,,Yes,No
675,Yes,Not employed,,,,No
676,Yes,Not employed,,,Yes,Yes
677,Yes,Not employed,,,,No
678,Yes,Employed Full Time,2019-06-05,,,No
679,Yes,Not employed,,,,No
680,Yes,Employed Full Time,2019-06-01,,,No
681,Yes,Not employed,,,,No
682,Yes,Not employed,,,Yes,Yes
683,Yes,Not employed,,,,No
684,Yes,Not employed,,,Yes,Yes
685,Yes,Not employed,,,Yes,No
686,Yes,Not employed,,,,No
687,Yes,Employed Full Time,2019-05-23,,,No
688,Yes,Not employed,,,,No
689,Yes,Not employed,,,Yes,Yes
690,Yes,Not employed,,,,No
691,Yes,Employed Full Time,2019-06-03,,Yes,Yes
692,Yes,Employed Full Time,2017-12-15,,Yes,No
693,Yes,Not employed,,,,No
694,Yes,Not employed,,,Yes,Yes
695,Yes,Not employed,,,,No
696,Yes,Employed Full Time,2019-06-03,,,No
697,Yes,Not employed,,,,No
698,Yes,Not employed,,,,No
699,Yes,Not employed,,,,No
700,Yes,Not employed,,,Yes,Yes
701,Yes,Not employed,,,,No
702,Yes,Employed Full Time,2019-06-19,,Yes,Yes
703,Yes,Not employed,,,,No
704,Yes,Not employed,,,Yes,Yes
705,Yes,Not employed,,,,No
706,Yes,Not employed,,,,No
707,Yes,Not employed,,,,No
708,Yes,Not employed,,,Yes,Yes
709,Yes,Not employed,,,,No
710,Yes,Not employed,,,,No
711,Yes,Not employed,,,,No
712,Yes,Not employed,,,,No
713,Yes,Not employed,,,,No
714,Yes,Employed Full Time,2019-05-11,,,No
715,Yes,Not employed,,,,No
716,Yes,Not employed,,,,No
717,Yes,Not employed,,,,No
718,Yes,Employed Full Time,2019-06-12,,,No
719,Yes,Not employed,,,,No
720,Yes,Not employed,,,,No
721,Yes,Not employed,,,No,No
722,Yes,Not employed,,,No,No
723,Yes,Not employed,,,,No
724,Yes,Not employed,,,,No
725,Yes,Not employed,,,,No
726,Yes,Employed Full Time,2019-06-16,,Yes,Yes
727,Yes,Not employed,,,,No
728,Yes,Employed Full Time,2019-05-13,,Yes,Yes
729,Yes,Not employed,,,,No
730,Yes,Employed Full Time,2019-05-27,,,No
731,Yes,Not employed,,,,No
732,Yes,Employed Full Time,2019-04-15,,,No
733,Yes,Not employed,,,,No
734,Yes,Not employed,,,Yes,Yes
735,Yes,Not employed,,,,No
736,Yes,Employed Full Time,2019-05-17,,,No
737,Yes,Not employed,,,,No
738,Yes,Not employed,,,,No
739,Yes,Not employed,,,,No
740,Yes,Not employed,,,Yes,Yes
741,Yes,Not employed,,,,No
742,Yes,Not employed,,,,No
743,Yes,Not employed,,,,No
744,Yes,Employed Full Time,2019-04-17,,,No
745,Yes,Not employed,,,,No
746,Yes,Not employed,,,,No
747,Yes,Not employed,,,,No
748,Yes,Not employed,,,Yes,Yes
749,No,Not employed,,,,No
750,No,Not employed,,,,No
751,Yes,Not employed,,,,No
752,Yes,Not employed,,,,No
753,Yes,Not employed,,,,No
754,Yes,Employed Full Time,2019-06-17,,Yes,Yes
755,Yes,Not employed,,,,No
756,Yes,Employed Full Time,2019-06-10,,,No
757,Yes,Not employed,,,,No
758,Yes,Not employed,,,Yes,Yes
759,Yes,Not employed,,,,No
760,Yes,Not employed,2019-07-16,,Yes,Yes
761,Yes,Not employed,,,,No
762,Yes,Employed Full Time,2019-06-10,,Yes,Yes
763,Yes,Not employed,,,,No
764,Yes,Not employed,,,Yes,Yes
765,Yes,Not employed,,,,No
766,Yes,Employed Full Time,2019-06-27,,Yes,Yes
767,Yes,Not employed,,,,No
768,Yes,Not employed,,,Yes,Yes
769,Yes,Not employed,,,,No
770,Yes,Employed Full Time,2019-06-11,,Yes,Yes
771,Yes,Not employed,,,,No
772,Yes,Employed Full Time,2019-05-23,,,No
773,Yes,Not employed,,,,No
774,Yes,Not employed,,,Yes,No
775,Yes,Not employed,,,,No
776,Yes,Not employed,,,Yes,Yes
777,Yes,Not employed,,,,No
778,Yes,Employed Full Time,2019-06-17,,Yes,Yes
779,Yes,Employed Full Time,2019-02-15,,No,No
780,Yes,Employed Full Time,2019-02-15,,No,No
781,Yes,Not employed,,,,No
782,Yes,Employed Full Time,2019-06-10,,,No
783,Yes,Not employed,,,,No
784,Yes,Not employed,,,Yes,No
785,Yes,Not employed,,,,No
786,Yes,Employed Full Time,2019-06-17,,,No
787,Yes,Not employed,,,,No
788,Yes,Not employed,2019-06-20,,Yes,No
789,Yes,Not employed,,,,No
790,Yes,Not employed,,,Yes,Yes
791,No,Not employed,,,,No
792,No,Not employed,,,,No
793,Yes,Not employed,,,,No
794,Yes,Not employed,,,Yes,Yes
795,Yes,Not employed,,,,No
796,Yes,Not employed,,,,No
797,Yes,Not employed,,,,No
798,Yes,Not employed,,,Yes,Yes
799,Yes,Not employed,,,,No
800,Yes,Not employed,,,Yes,Yes
801,Yes,Not employed,,,,No
802,Yes,Not employed,,,,No
803,Yes,Not employed,,,,No
804,Yes,Employed Full Time,2019-06-10,,Yes,Yes
805,Yes,Not employed,,,,No
806,Yes,Not employed,,,Yes,Yes
807,Yes,Not employed,,,,No
808,Yes,Not employed,,,Yes,Yes
809,Yes,Not employed,,,,No
810,Yes,Not employed,,,,No
811,Yes,Not employed,,,,No
812,Yes,Not employed,2019-06-27,,Yes,Yes
813,Yes,Not employed,,,,No
814,Yes,Not employed,,,Yes,Yes
815,Yes,Not employed,,,,No
816,Yes,Not employed,2019-06-17,,Yes,Yes
817,Yes,Not employed,,,,No
818,Yes,Employed Full Time,2019-06-05,,Yes,Yes
819,Yes,Not employed,,,,No
820,Yes,Not employed,,,Yes,Yes
821,Yes,Not employed,,,,No
822,Yes,Not employed,,,Yes,Yes
823,Yes,Not employed,,,,No
824,Yes,Employed Full Time,2019-06-25,,Yes,Yes
825,Yes,Not employed,,,,No
826,Yes,Not employed,,,,No
827,Yes,Not employed,,,,No
828,Yes,Employed Full Time,2019-06-27,,Yes,Yes
829,Yes,Not employed,,,,No
830,Yes,Employed Full Time,2019-06-06,,,No
831,Yes,Employed Full Time,2005-11-16,,Yes,No
832,Yes,Employed Part Time,2016-11-15,,Yes,No
833,Yes,Not employed,,,,No
834,Yes,Not employed,,,Yes,Yes
835,Yes,Not employed,,,No,No
836,Yes,Employed Full Time,2019-06-03,,Yes,Yes
837,Yes,Not employed,,,,No
838,Yes,Not employed,,,Yes,Yes
839,Yes,Employed Full Time,1989-01-01,,,
840,Yes,Not employed,,,,
841,Yes,Employed Full Time,1999-05-27,,,
842,Yes,Employed Part Time,2006-02-07,,,
843,Yes,Employed Part Time,2009-01-01,,,
844,Yes,Employed Part Time,2009-06-07,,,
845,Yes,Employed Full Time,2010-08-01,,,
846,Yes,Not employed,,,,
847,Yes,Employed Part Time,2018-01-01,,,
848,Yes,Employed Part Time,2018-02-01,,,
849,Yes,Employed Part Time,2018-05-01,,,
850,Yes,Employed Full Time,2018-07-30,,,
851,Yes,Employed Full Time,2018-08-24,,,
852,,Employed Full Time,2019-01-01,,,
853,,Employed Full Time,2019-01-01,,,
854,,Employed Full Time,2019-01-01,,,
855,Yes,Employed Part Time,2019-02-01,,,
856,Yes,Employed Part Time,2019-03-04,,,
857,Yes,Employed Part Time,2019-03-06,,,
858,Yes,Employed Full Time,2019-05-20,,,
859,Yes,Employed Part Time,2019-06-03,,,
860,Yes,Employed Part Time,2019-06-12,,,
861,Yes,Employed Full Time,2019-07-08,,,
862,Yes,Not employed,,,,
863,Yes,Not employed,,,,
864,Yes,Not employed,,,,
865,Yes,Not employed,,,,
866,Yes,Not employed,,,,
867,Yes,Not employed,,,,
868,Yes,Not employed,,,,
869,Yes,Not employed,,,,
870,,Not employed,,,,
871,Yes,Not employed,,,,
872,Yes,Not employed,,,,
873,,Not employed,,,,
874,Yes,Not employed,,,,
875,Yes,Not employed,,,,
876,Yes,Not employed,,,,
877,Yes,Not employed,,,,
878,Yes,Not employed,,,,
879,Yes,Not employed,,,,
880,Yes,Not employed,,,,
881,Yes,Not employed,,,,
882,Yes,Not employed,,,,
883,Yes,Not employed,,,,
884,Yes,Not employed,,,,
885,Yes,Not employed,,,,
886,Yes,Not employed,,,,
887,Yes,Not employed,,,,
888,Yes,Not employed,,,,
889,Yes,Not employed,,,,
890,Yes,Not employed,,,,
891,Yes,Not employed,,,,
892,Yes,Not employed,,,,
893,Yes,Not employed,,,,
894,Yes,Not employed,,,,
895,Yes,Not employed,,,,
896,Yes,Not employed,,,,
897,Yes,Not employed,,,,
898,Yes,Not employed,,,,
899,Yes,Not employed,,,,
900,Yes,Not employed,,,,
901,Yes,Not employed,,,,
902,Yes,Not employed,,,,
903,,Not employed,,,,
904,Yes,Not employed,,,,
905,Yes,Not employed,,,,
906,Yes,Not employed,,,,
907,Yes,Not employed,,,,
908,Yes,Not employed,,,,
909,Yes,Not employed,,,,
910,Yes,Not employed,,,,
911,Yes,Not employed,,,,
912,Yes,Not employed,,,,
913,Yes,Not employed,,,,
914,Yes,Not employed,,,,
915,Yes,Not employed,,,,
916,Yes,Not employed,,,,
917,Yes,Not employed,,,,
918,Yes,Not employed,,,,
919,Yes,Not employed,,,,
920,Yes,Not employed,,,,
921,Yes,Not employed,,,,
922,Yes,Not employed,,,,
923,Yes,Not employed,,,,
924,Yes,Not employed,,,,
925,Yes,Not employed,,,,
926,Yes,Not employed,,,,
927,Yes,Not employed,,,,
928,Yes,Not employed,,,,
929,Yes,Not employed,,,,
930,Yes,Not employed,,,,
931,Yes,Not employed,,,,
932,Yes,Not employed,,,,
933,Yes,Not employed,,,,
934,,Not employed,,,,
935,Yes,Not employed,,,,
936,,Not employed,,,,
937,Yes,Not employed,,,,
938,,Not employed,,,,
939,Yes,Not employed,,,,
940,Yes,Not employed,,,,
941,Yes,Not employed,,,,
942,Yes,Not employed,,,,
943,Yes,Not employed,,,,
944,Yes,Not employed,,,,
945,Yes,Not employed,,,,
946,Yes,Not employed,,,,
947,Yes,Not employed,,,,
948,Yes,Not employed,,,,
949,,Not employed,,,,
950,Yes,Not employed,,,,
951,Yes,Not employed,,,,
952,Yes,Not employed,,,,
953,Yes,Not employed,,,,
954,Yes,Not employed,,,,
955,Yes,Not employed,,,,
956,Yes,Not employed,,,,
957,Yes,Not employed,,,,
958,Yes,Not employed,,,,
959,Yes,Not employed,,,,
960,Yes,Not employed,,,,
961,Yes,Not employed,,,,
962,Yes,Not employed,,,,
963,Yes,Not employed,,,,
964,Yes,Not employed,,,,
965,Yes,Not employed,,,,
966,Yes,Not employed,,,,
967,Yes,Not employed,,,,
968,Yes,Not employed,,,,
969,Yes,Not employed,,,,
970,Yes,Not employed,,,,
971,Yes,Not employed,,,,
972,Yes,Not employed,,,,
973,Yes,Not employed,,,,
974,,Not employed,,,,
975,Yes,Not employed,,,,
976,Yes,Not employed,,,,
977,Yes,Not employed,,,,
978,Yes,Not employed,,,,
979,Yes,Not employed,,,,
980,Yes,Not employed,,,,
981,Yes,Not employed,,,,
982,Yes,Not employed,,,,
983,Yes,Not employed,,,,
984,Yes,Not employed,,,,
985,Yes,Not employed,,,,
986,Yes,Not employed,,,,
987,Yes,Not employed,,,,
988,Yes,Not employed,,,,
989,Yes,Not employed,,,,
990,Yes,Not employed,,,,
991,Yes,Not employed,,,,
992,Yes,Employed Full Time,2017-08-17,,,
993,Yes,Employed Full Time,2017-08-17,,,
994,,Employed Part Time,2018-05-09,,,
995,Yes,Employed Part Time,2018-01-01,,,
996,Yes,Employed Part Time,2018-11-10,,,
997,Yes,Not employed,,,,
998,Yes,Employed Full Time,2019-04-29,,,
999,Yes,Employed Full Time,2019-04-29,,,
1000,Yes,Employed Full Time,2019-05-27,,,
1001,Yes,Employed Part Time,2018-12-03,,,
1002,,Employed Full Time,2019-01-01,,,
1003,Yes,Employed Part Time,2018-05-01,,,
1004,Yes,Employed Full Time,2018-04-01,,,
1005,Yes,Employed Full Time,2018-03-26,,,
1006,Yes,Employed Part Time,2017-02-01,,,
1007,Yes,Employed Part Time,2017-02-01,,,
1008,Yes,Employed Part Time,2019-06-03,,,
1009,Yes,Employed Full Time,2019-05-01,,,
1010,Yes,Employed Full Time,2019-06-03,,,
1011,Yes,Employed Part Time,2009-01-01,,,
1012,Yes,Employed Part Time,2019-03-01,,,
1013,Yes,Employed Part Time,2019-04-03,,,
1014,Yes,Employed Part Time,2019-03-06,,,
1015,Yes,Employed Full Time,2019-05-20,,,
1016,Yes,Employed Full Time,2019-05-13,,,
1017,Yes,Employed Full Time,2016-01-01,,,
1018,Yes,Employed Full Time,1989-01-01,,,
1019,Yes,Employed Full Time,2019-05-17,,,
1020,Yes,Employed Part Time,2019-05-20,,,
1021,Yes,Employed Part Time,2019-05-06,,,
1022,Yes,Employed Part Time,2019-03-04,,,
1023,Yes,Employed Full Time,2016-05-16,,,
1024,Yes,Employed Full Time,2019-06-03,,,
1025,Yes,Not employed,,,,
1026,Yes,Employed Full Time,2019-04-15,,,
1027,Yes,Not employed,,,,
1028,Yes,Employed Full Time,2019-04-13,,,
1029,Yes,Employed Full Time,2019-03-04,,,
1030,Yes,Employed Full Time,2019-06-17,,,
1031,Yes,Employed Full Time,2019-05-13,,,
1032,Yes,Not employed,,,,
1033,Yes,Employed Full Time,2019-01-15,,,
1034,Yes,Employed Full Time,2010-08-01,,,
1035,Yes,Employed Full Time,2019-04-08,,,
1036,Yes,Employed Part Time,2018-10-01,,,
1037,Yes,Employed Full Time,2018-07-30,,,
1038,Yes,Employed Full Time,2019-05-20,,,
1039,Yes,Employed Full Time,2019-05-28,,,
1040,Yes,Employed Full Time,2019-05-13,,,
1041,Yes,Employed Full Time,2019-03-04,,,
1042,Yes,Employed Full Time,2019-03-01,,,
1043,Yes,Employed Part Time,2019-03-01,,,
1044,Yes,Employed Full Time,2019-05-14,,,
1045,,Employed Full Time,2019-01-01,,,
1046,Yes,Employed Part Time,2018-02-01,,,
1047,Yes,Employed Full Time,2018-04-02,,,
1048,,Employed Full Time,2017-01-01,,,
1049,Yes,Employed Full Time,2019-05-01,,,
1050,Yes,Employed Full Time,2019-05-06,,,
1051,Yes,Employed Full Time,2019-05-02,,,
1052,Yes,Employed Part Time,2009-06-07,,,
1053,Yes,Employed Part Time,2019-02-01,,,
1054,Yes,Employed Full Time,2019-04-22,,,
1055,Yes,Employed Full Time,2019-01-30,,,
1056,Yes,Employed Full Time,2018-03-14,,,
1057,Yes,Employed Full Time,2019-05-02,,,
1058,Yes,Employed Full Time,2019-04-11,,,
1059,Yes,Employed Full Time,2019-04-11,,,
1060,Yes,Employed Full Time,2019-04-19,,,
1061,Yes,Employed Full Time,2019-06-03,,,
1062,Yes,Employed Full Time,2019-06-10,,,
1063,Yes,Employed Full Time,2019-04-23,,,
1064,Yes,Employed Full Time,2019-06-19,,,
1065,Yes,Employed Full Time,2019-06-03,,,
1066,Yes,Employed Full Time,2019-04-15,,,
1067,Yes,Employed Part Time,2019-05-01,,,
1068,Yes,Employed Full Time,2019-06-11,,,
1069,Yes,Employed Full Time,2019-05-08,,,
1070,Yes,Employed Full Time,2019-03-05,,,
1071,Yes,Employed Full Time,2019-04-15,,,
1072,Yes,Not employed,,,,
1073,Yes,Employed Full Time,2019-05-28,,,
1074,Yes,Employed Full Time,2019-03-04,,,
1075,Yes,Employed Full Time,2019-06-17,,,
1076,,Employed Full Time,2019-01-01,,,
1077,Yes,Employed Full Time,2019-06-03,,,
1078,Yes,Not employed,,,,
1079,Yes,Employed Full Time,2019-05-13,,,
1080,Yes,Employed Full Time,2019-05-13,,,
1081,Yes,Employed Full Time,2019-07-08,,,
1082,Yes,Employed Full Time,1999-05-27,,,
1083,Yes,Employed Full Time,2019-06-03,,,
1084,Yes,Employed Full Time,2019-05-13,,,
1085,Yes,Employed Full Time,2019-06-24,,,
1086,Yes,Employed Full Time,2019-02-25,,,
1087,Yes,Employed Full Time,2015-01-23,,,
1088,Yes,Employed Full Time,2018-08-20,,,
1089,Yes,Employed Full Time,2018-05-14,,,
1090,Yes,Employed Full Time,2017-11-01,,,
1091,Yes,Employed Full Time,2018-01-16,,,
1092,Yes,Employed Full Time,2019-01-29,,,
1093,Yes,Employed Full Time,2018-03-01,,,
1094,Yes,Employed Full Time,2018-08-09,,,
1095,,Employed Full Time,2018-07-18,,,
1096,Yes,Employed Full Time,2011-11-01,,,
1097,,Employed Full Time,2018-01-01,,,
1098,Yes,Employed Full Time,2013-10-01,,,
1099,Yes,Employed Full Time,2018-11-05,,,
1100,Yes,Employed Full Time,2013-08-01,,,
1101,Yes,Employed Full Time,2019-02-12,,,
1102,Yes,Employed Full Time,2007-11-01,,,
1103,Yes,Employed Full Time,2019-02-04,,,
1104,Yes,Employed Full Time,2019-02-25,,,
1105,Yes,Employed Full Time,2019-03-04,,,
1106,Yes,Employed Full Time,2019-02-25,,,
1107,,Employed Full Time,2019-06-03,,,
1108,Yes,Employed Full Time,2003-01-01,,,
1109,Yes,Employed Full Time,2017-07-01,,,
1110,Yes,Employed Part Time,2015-01-01,,,
1111,Yes,Employed Part Time,2017-04-03,,,
1112,Yes,Employed Part Time,2018-01-01,,,
1113,Yes,Employed Part Time,2018-10-04,,,
1114,,Employed Part Time,2019-05-20,,,
1115,Yes,Employed Part Time,2018-09-18,,,
1116,Yes,Employed Part Time,2017-04-09,,,
1117,Yes,Employed Part Time,2018-09-25,,,
1118,Yes,Employed Part Time,2018-08-15,,,
1119,Yes,Employed Part Time,2018-09-04,,,
1120,Yes,Employed Part Time,2018-10-23,,,
1121,Yes,Employed Part Time,2019-03-12,,,
1122,Yes,Employed Part Time,2019-01-01,,,
1123,Yes,Employed Part Time,2017-03-28,,,
1124,Yes,Employed Part Time,2016-01-01,,,
1125,Yes,Employed Part Time,2019-01-27,,,
1126,,Not employed,,,,
1127,,Not employed,,,,
1128,,Not employed,,,,
1129,,Not employed,,,,
1130,Yes,Not employed,,,,
1131,Yes,Not employed,,,,
1132,Yes,Not employed,,,,
1133,Yes,Not employed,,,,
1134,Yes,Not employed,,,,
1135,Yes,Not employed,,,,
1136,Yes,Not employed,,,,
1137,,Not employed,,,,
1138,Yes,Not employed,,,,
1139,Yes,Not employed,,,,
1140,Yes,Not employed,,,,
1141,Yes,Not employed,,,,
1142,Yes,Not employed,,,,
1143,Yes,Not employed,,,,
1144,Yes,Not employed,,,,
1145,Yes,Not employed,,,,
1146,Yes,Not employed,,,,
1147,Yes,Not employed,,,,
1148,Yes,Not employed,,,,
1149,Yes,Not employed,,,,
1150,Yes,Not employed,,,,
1151,,Not employed,,,,
1152,Yes,Not employed,,,,
1153,Yes,Not employed,,,,
1154,Yes,Not employed,,,,
1155,Yes,Not employed,,,,
1156,Yes,Not employed,,,,
1157,Yes,Not employed,,,,
1158,Yes,Not employed,,,,
1159,Yes,Not employed,,,,
1160,Yes,Not employed,,,,
1161,Yes,Not employed,,,,
1162,Yes,Not employed,,,,
1163,Yes,Not employed,,,,
1164,,Not employed,,,,
1165,Yes,Not employed,,,,
1166,Yes,Not employed,,,,
1167,Yes,Not employed,,,,
1168,Yes,Not employed,,,,
1169,Yes,Not employed,,,,
1170,Yes,Not employed,,,,
1171,Yes,Not employed,,,,
1172,Yes,Not employed,,,,
1173,Yes,Not employed,,,,
1174,Yes,Not employed,,,,
1175,Yes,Employed Part Time,2019-05-01,,,
1176,No,Employed Part Time,2014-08-05,Yes,No,No
1177,Yes,Not employed,,No,No,No
1178,No,Employed Full Time,2016-08-01,Yes,No,No
1179,Yes,Not employed,,No,No,No
1180,Yes,Employed Part Time,2010-09-01,Yes,No,No
1181,No,Employed Full Time,2007-10-01,Yes,No,No
1182,No,Not employed,,No,No,No
1183,No,Employed Full Time,2018-01-18,Yes,No,No
1184,Yes,Employed Full Time,2017-02-01,Yes,Yes,Yes
1185,Yes,Employed Part Time,2018-10-01,Yes,No,No
1186,No,Employed Full Time,2015-06-01,Yes,No,No
1187,Yes,Not employed,,No,No,No
1188,No,Employed Full Time,2015-12-01,Yes,No,No
1189,Yes,Employed Full Time,2018-01-01,Yes,No,No
1190,No,Employed Full Time,2018-06-12,Yes,No,No
1191,Yes,Employed Full Time,2019-04-22,Yes,No,No
1192,No,Employed Full Time,2018-03-01,Yes,No,No
1193,No,Employed Part Time,2018-10-15,Yes,No,No
1194,No,Not employed,,No,No,No
1195,No,Employed Full Time,2018-06-11,Yes,No,No
1196,Yes,Employed Full Time,2015-09-01,Yes,No,No
1197,No,Employed Full Time,2018-09-12,Yes,No,No
1198,No,Employed Part Time,2017-05-01,Yes,No,No
1199,No,Employed Full Time,2018-07-23,Yes,No,No
1200,Yes,Employed Full Time,2016-10-04,Yes,No,No
1201,No,Employed Full Time,2014-08-11,Yes,No,No
1202,No,Employed Full Time,2019-04-02,Yes,No,No
1203,No,Employed Full Time,2017-05-01,Yes,No,No
1204,No,Not employed,,No,No,No
1205,No,Not employed,,No,No,No
1206,No,Not employed,,No,No,No
1207,No,Employed Full Time,2002-09-06,Yes,No,No
1208,Yes,Not employed,,No,No,No
1209,Yes,Employed Full Time,2016-06-01,Yes,Yes,No
1210,No,Employed Full Time,2017-04-01,Yes,No,No
1211,Yes,Employed Full Time,2018-08-07,Yes,No,No
1212,Yes,Not employed,,No,No,No
1213,Yes,Employed Full Time,2019-04-02,Yes,No,No
1214,No,Employed Full Time,2018-05-11,Yes,No,No
1215,No,Not employed,,No,No,No
1216,Yes,Employed Full Time,2019-07-17,No,No,No
1217,Yes,Employed Full Time,2019-04-15,No,No,No
1218,No,Employed Full Time,2015-02-01,Yes,No,No
1219,No,Employed Full Time,2018-11-05,Yes,No,No
1220,Yes,Not employed,,No,No,No
1221,Yes,Employed Part Time,2019-02-01,Yes,No,Yes
1222,No,Employed Full Time,2018-12-01,Yes,No,No
1223,No,Not employed,,No,No,No
1224,No,Not employed,,No,No,No
1225,No,Not employed,,No,No,No
1226,Yes,Employed Part Time,2018-01-01,Yes,No,No
1227,No,Not employed,,No,No,No
1228,Yes,Employed Full Time,2018-08-27,Yes,No,No
1229,No,Employed Full Time,2013-01-01,Yes,No,No
1230,No,Employed Part Time,2017-11-01,Yes,No,No
1231,No,Employed Part Time,2016-12-02,Yes,No,No
1232,No,Employed Full Time,2019-01-17,Yes,No,No
1233,Yes,Employed Full Time,2013-04-01,Yes,No,No
1234,No,Not employed,,No,No,No
1235,Yes,Employed Part Time,2017-04-01,Yes,No,No
1236,No,Employed Full Time,2015-08-01,Yes,No,No
1237,No,Employed Full Time,2017-03-01,Yes,No,No
1238,No,Employed Part Time,2017-10-02,Yes,No,No
1239,No,Not employed,,No,No,No
1240,Yes,Employed Part Time,2009-05-01,Yes,No,No
1241,No,Employed Full Time,2014-10-06,Yes,No,No
1242,No,Not employed,,No,No,No
1243,No,Not employed,,No,No,No
1244,Yes,Employed Full Time,2018-06-11,Yes,Yes,No
1245,No,Employed Full Time,2017-03-01,Yes,No,No
1246,No,Employed Full Time,2018-09-01,Yes,No,No
1247,No,Employed Full Time,2016-07-01,Yes,No,No
1248,No,Employed Full Time,2010-01-02,Yes,No,No
1249,Yes,Employed Full Time,2007-06-01,Yes,No,No
1250,No,Employed Part Time,2014-11-01,Yes,No,No
1251,No,Employed Full Time,2018-04-10,Yes,No,No
1252,Yes,Not employed,,No,No,No
1253,No,Employed Part Time,2009-09-01,Yes,No,No
1254,Yes,Employed Part Time,2016-09-01,Yes,No,No
1255,Yes,Not employed,,No,No,No
1256,Yes,Employed Full Time,2018-08-05,Yes,No,No
1257,No,Employed Part Time,2019-02-04,Yes,No,No
1258,Yes,Employed Full Time,2018-10-29,Yes,No,No
1259,No,Employed Full Time,2019-03-01,No,No,No
1260,No,Employed Full Time,2018-03-01,Yes,No,No
1261,Yes,Employed Part Time,2018-06-08,Yes,No,No
1262,No,Employed Full Time,2019-02-27,Yes,No,No
1263,No,Not employed,,No,No,No
1264,No,Employed Full Time,2012-05-01,Yes,No,No
1265,No,Not employed,,No,No,No
1266,No,Employed Full Time,2016-10-01,Yes,No,No
1267,No,Not employed,,No,No,No
1268,Yes,Not employed,,No,No,No
1269,Yes,Employed Part Time,2018-03-01,Yes,No,No
1270,No,Not employed,,No,No,No
1271,Yes,Employed Full Time,2019-06-03,Yes,No,No
1272,Yes,Not employed,,No,No,No
1273,No,Employed Full Time,2016-10-05,Yes,No,No
1274,No,Employed Full Time,2016-05-01,Yes,No,No
1275,No,Not employed,,No,No,No
1276,Yes,Employed Full Time,2018-09-10,Yes,No,No
